"","pID","age","mass","height","hand","velo_max","velo_min","throw","velo","elb_var","shldr_ir","elb_var_max","shldr_ir_max","elb_var_min","shldr_ir_min"
"223","p06",24,210.2,74,"R",72.4,38.8,33,71.1,50.644895,70.416759,53.636634,74.421421,15.664029,21.794453
"224","p06",24,210.2,74,"R",72.4,38.8,34,72.4,52.643798,74.421421,53.636634,74.421421,15.664029,21.794453
"225","p06",24,210.2,74,"R",72.4,38.8,35,70.4,53.346581,74.086557,53.636634,74.421421,15.664029,21.794453
"226","p06",24,210.2,74,"R",72.4,38.8,36,72.1,53.636634,73.454453,53.636634,74.421421,15.664029,21.794453
"227","p07",22,214.6,75,"R",71.5,29,1,29,15.819407,13.368245,57.165986,62.004157,11.765566,13.368245
"228","p07",22,214.6,75,"R",71.5,29,2,35.4,11.765566,15.896252,57.165986,62.004157,11.765566,13.368245
"229","p07",22,214.6,75,"R",71.5,29,3,36.3,19.053985,18.801188,57.165986,62.004157,11.765566,13.368245
"230","p07",22,214.6,75,"R",71.5,29,4,35.7,17.80676,17.955933,57.165986,62.004157,11.765566,13.368245
"231","p07",22,214.6,75,"R",71.5,29,5,37.1,23.330726,20.839981,57.165986,62.004157,11.765566,13.368245
"232","p07",22,214.6,75,"R",71.5,29,6,42.2,18.644035,22.760342,57.165986,62.004157,11.765566,13.368245
"233","p07",22,214.6,75,"R",71.5,29,7,43.5,21.426358,24.64898,57.165986,62.004157,11.765566,13.368245
"234","p07",22,214.6,75,"R",71.5,29,8,43.8,21.406985,24.301931,57.165986,62.004157,11.765566,13.368245
"235","p07",22,214.6,75,"R",71.5,29,9,46.4,24.799406,28.09215,57.165986,62.004157,11.765566,13.368245
"236","p07",22,214.6,75,"R",71.5,29,10,46,25.442488,26.542457,57.165986,62.004157,11.765566,13.368245
"237","p07",22,214.6,75,"R",71.5,29,11,49.3,31.740107,32.064846,57.165986,62.004157,11.765566,13.368245
"238","p07",22,214.6,75,"R",71.5,29,12,51.1,30.150464,31.697036,57.165986,62.004157,11.765566,13.368245
"239","p07",22,214.6,75,"R",71.5,29,13,48.4,27.624163,30.065725,57.165986,62.004157,11.765566,13.368245
"240","p07",22,214.6,75,"R",71.5,29,14,54.5,35.224687,37.000306,57.165986,62.004157,11.765566,13.368245
"241","p07",22,214.6,75,"R",71.5,29,15,55.1,33.181361,37.231384,57.165986,62.004157,11.765566,13.368245
"242","p07",22,214.6,75,"R",71.5,29,16,59,40.649708,44.766958,57.165986,62.004157,11.765566,13.368245
"243","p07",22,214.6,75,"R",71.5,29,17,59.2,41.034526,41.59668,57.165986,62.004157,11.765566,13.368245
"244","p07",22,214.6,75,"R",71.5,29,18,59.6,41.087061,41.504789,57.165986,62.004157,11.765566,13.368245
"245","p07",22,214.6,75,"R",71.5,29,19,60.2,41.226313,44.202124,57.165986,62.004157,11.765566,13.368245
"246","p07",22,214.6,75,"R",71.5,29,20,61.8,43.302585,46.416996,57.165986,62.004157,11.765566,13.368245
"247","p07",22,214.6,75,"R",71.5,29,21,61.3,43.023785,45.118096,57.165986,62.004157,11.765566,13.368245
"248","p07",22,214.6,75,"R",71.5,29,22,63,46.977229,49.612358,57.165986,62.004157,11.765566,13.368245
"249","p07",22,214.6,75,"R",71.5,29,23,63.8,46.905445,48.396225,57.165986,62.004157,11.765566,13.368245
"250","p07",22,214.6,75,"R",71.5,29,24,63.6,47.560525,49.725837,57.165986,62.004157,11.765566,13.368245
"251","p07",22,214.6,75,"R",71.5,29,25,64.4,47.489982,47.521069,57.165986,62.004157,11.765566,13.368245
"252","p07",22,214.6,75,"R",71.5,29,26,62.8,44.785857,49.316333,57.165986,62.004157,11.765566,13.368245
"253","p07",22,214.6,75,"R",71.5,29,27,66.2,50.500975,53.209186,57.165986,62.004157,11.765566,13.368245
"254","p07",22,214.6,75,"R",71.5,29,28,62.9,47.113469,48.688053,57.165986,62.004157,11.765566,13.368245
"255","p07",22,214.6,75,"R",71.5,29,29,63.6,47.341285,45.828502,57.165986,62.004157,11.765566,13.368245
"256","p07",22,214.6,75,"R",71.5,29,30,64.4,47.223837,51.971028,57.165986,62.004157,11.765566,13.368245
"257","p07",22,214.6,75,"R",71.5,29,31,64.1,47.140785,51.615069,57.165986,62.004157,11.765566,13.368245
"258","p07",22,214.6,75,"R",71.5,29,32,63.4,45.273437,48.968272,57.165986,62.004157,11.765566,13.368245
"259","p07",22,214.6,75,"R",71.5,29,33,66.3,52.723006,54.291655,57.165986,62.004157,11.765566,13.368245
"260","p07",22,214.6,75,"R",71.5,29,34,65.7,51.552189,54.529877,57.165986,62.004157,11.765566,13.368245
"261","p07",22,214.6,75,"R",71.5,29,35,65,48.276893,51.925345,57.165986,62.004157,11.765566,13.368245
"262","p07",22,214.6,75,"R",71.5,29,36,67.8,52.765698,55.024865,57.165986,62.004157,11.765566,13.368245
"263","p07",22,214.6,75,"R",71.5,29,37,65.1,47.148552,51.207219,57.165986,62.004157,11.765566,13.368245
"264","p07",22,214.6,75,"R",71.5,29,38,67.1,50.154538,52.354176,57.165986,62.004157,11.765566,13.368245
"265","p07",22,214.6,75,"R",71.5,29,39,67.8,52.25507,56.320169,57.165986,62.004157,11.765566,13.368245
"266","p07",22,214.6,75,"R",71.5,29,40,65.4,48.809994,49.76856,57.165986,62.004157,11.765566,13.368245
"267","p07",22,214.6,75,"R",71.5,29,41,67.9,53.477112,55.369167,57.165986,62.004157,11.765566,13.368245
"268","p07",22,214.6,75,"R",71.5,29,42,70.4,57.165986,58.556146,57.165986,62.004157,11.765566,13.368245
"269","p07",22,214.6,75,"R",71.5,29,43,69.2,55.300138,59.731761,57.165986,62.004157,11.765566,13.368245
"270","p07",22,214.6,75,"R",71.5,29,44,67.9,55.418867,57.111604,57.165986,62.004157,11.765566,13.368245
"271","p07",22,214.6,75,"R",71.5,29,45,70,54.450544,62.004157,57.165986,62.004157,11.765566,13.368245
"272","p07",22,214.6,75,"R",71.5,29,46,69.9,54.722856,59.482173,57.165986,62.004157,11.765566,13.368245
"273","p07",22,214.6,75,"R",71.5,29,47,71.5,53.919472,56.574385,57.165986,62.004157,11.765566,13.368245
"274","p07",22,214.6,75,"R",71.5,29,48,68.8,53.046463,59.225224,57.165986,62.004157,11.765566,13.368245
"275","p07",22,214.6,75,"R",71.5,29,49,70.3,56.22895,60.576845,57.165986,62.004157,11.765566,13.368245
"276","p07",22,214.6,75,"R",71.5,29,50,69.7,54.886274,60.943887,57.165986,62.004157,11.765566,13.368245
"277","p07",22,214.6,75,"R",71.5,29,51,70.6,55.004897,56.676347,57.165986,62.004157,11.765566,13.368245
"278","p07",22,214.6,75,"R",71.5,29,52,70.7,55.582323,61.113232,57.165986,62.004157,11.765566,13.368245
"279","p08",23,208.4,72,"R",77.6,35.2,1,35.2,11.786738,17.507796,54.612231,64.038677,11.786738,17.507796
"280","p08",23,208.4,72,"R",77.6,35.2,2,39.1,13.759662,20.905437,54.612231,64.038677,11.786738,17.507796
"281","p08",23,208.4,72,"R",77.6,35.2,3,41.1,14.921385,21.490086,54.612231,64.038677,11.786738,17.507796
"282","p08",23,208.4,72,"R",77.6,35.2,4,40.4,14.745884,21.060312,54.612231,64.038677,11.786738,17.507796
"283","p08",23,208.4,72,"R",77.6,35.2,5,39.6,14.427218,19.549263,54.612231,64.038677,11.786738,17.507796
"284","p08",23,208.4,72,"R",77.6,35.2,6,39.6,15.746005,21.845793,54.612231,64.038677,11.786738,17.507796
"285","p08",23,208.4,72,"R",77.6,35.2,7,39.1,14.078688,19.531327,54.612231,64.038677,11.786738,17.507796
"286","p08",23,208.4,72,"R",77.6,35.2,8,46.4,18.624775,25.513012,54.612231,64.038677,11.786738,17.507796
"287","p08",23,208.4,72,"R",77.6,35.2,9,46.6,18.761246,25.387837,54.612231,64.038677,11.786738,17.507796
"288","p08",23,208.4,72,"R",77.6,35.2,10,47.4,19.526028,27.69436,54.612231,64.038677,11.786738,17.507796
"289","p08",23,208.4,72,"R",77.6,35.2,11,48.4,20.198309,29.989066,54.612231,64.038677,11.786738,17.507796
"290","p08",23,208.4,72,"R",77.6,35.2,12,51.8,24.05089,31.673011,54.612231,64.038677,11.786738,17.507796
"291","p08",23,208.4,72,"R",77.6,35.2,13,53.1,24.075847,32.034279,54.612231,64.038677,11.786738,17.507796
"292","p08",23,208.4,72,"R",77.6,35.2,14,57.4,29.113687,36.461724,54.612231,64.038677,11.786738,17.507796
"293","p08",23,208.4,72,"R",77.6,35.2,15,60,33.088806,40.806246,54.612231,64.038677,11.786738,17.507796
"294","p08",23,208.4,72,"R",77.6,35.2,16,64.6,38.330586,48.153599,54.612231,64.038677,11.786738,17.507796
"295","p08",23,208.4,72,"R",77.6,35.2,17,65.3,39.782104,47.953805,54.612231,64.038677,11.786738,17.507796
"296","p08",23,208.4,72,"R",77.6,35.2,18,64.3,35.356563,45.819048,54.612231,64.038677,11.786738,17.507796
"297","p08",23,208.4,72,"R",77.6,35.2,19,62.6,34.896339,43.464047,54.612231,64.038677,11.786738,17.507796
"298","p08",23,208.4,72,"R",77.6,35.2,20,65.1,38.44964,47.773178,54.612231,64.038677,11.786738,17.507796
"299","p08",23,208.4,72,"R",77.6,35.2,21,66.9,39.43647,48.993987,54.612231,64.038677,11.786738,17.507796
"300","p08",23,208.4,72,"R",77.6,35.2,22,69.4,47.670951,54.731642,54.612231,64.038677,11.786738,17.507796
"301","p08",23,208.4,72,"R",77.6,35.2,23,69.9,45.948727,55.140947,54.612231,64.038677,11.786738,17.507796
"302","p08",23,208.4,72,"R",77.6,35.2,24,73.6,49.277452,57.930675,54.612231,64.038677,11.786738,17.507796
"303","p08",23,208.4,72,"R",77.6,35.2,25,73.2,46.563619,57.424588,54.612231,64.038677,11.786738,17.507796
"304","p08",23,208.4,72,"R",77.6,35.2,26,75.1,50.17906,58.967359,54.612231,64.038677,11.786738,17.507796
"305","p08",23,208.4,72,"R",77.6,35.2,27,75.8,52.579385,62.308067,54.612231,64.038677,11.786738,17.507796
"306","p08",23,208.4,72,"R",77.6,35.2,28,72.4,48.821676,57.572884,54.612231,64.038677,11.786738,17.507796
"307","p08",23,208.4,72,"R",77.6,35.2,29,77.2,51.995016,60.067396,54.612231,64.038677,11.786738,17.507796
"308","p08",23,208.4,72,"R",77.6,35.2,30,77.6,54.612231,64.038677,54.612231,64.038677,11.786738,17.507796
"309","p08",23,208.4,72,"R",77.6,35.2,31,76.5,52.338237,61.871468,54.612231,64.038677,11.786738,17.507796
"310","p08",23,208.4,72,"R",77.6,35.2,32,76.4,51.94273,62.475826,54.612231,64.038677,11.786738,17.507796
"311","p08",23,208.4,72,"R",77.6,35.2,33,76.9,54.202288,62.913951,54.612231,64.038677,11.786738,17.507796
"312","p09",22,182,68,"R",72.4,38.7,1,38.7,19.096345,23.272316,51.762386,54.99015,17.686727,21.475767
"313","p09",22,182,68,"R",72.4,38.7,2,41.7,17.686727,21.475767,51.762386,54.99015,17.686727,21.475767
"314","p09",22,182,68,"R",72.4,38.7,3,42.4,18.236469,23.59848,51.762386,54.99015,17.686727,21.475767
"315","p09",22,182,68,"R",72.4,38.7,4,43.4,19.168434,23.566505,51.762386,54.99015,17.686727,21.475767
"316","p09",22,182,68,"R",72.4,38.7,5,44.6,21.921494,27.110531,51.762386,54.99015,17.686727,21.475767
"317","p09",22,182,68,"R",72.4,38.7,6,47.3,23.484352,27.148843,51.762386,54.99015,17.686727,21.475767
"318","p09",22,182,68,"R",72.4,38.7,7,49.9,24.629595,28.819212,51.762386,54.99015,17.686727,21.475767
"319","p09",22,182,68,"R",72.4,38.7,8,51.6,24.846179,30.210449,51.762386,54.99015,17.686727,21.475767
"320","p09",22,182,68,"R",72.4,38.7,9,52.6,27.928926,33.094605,51.762386,54.99015,17.686727,21.475767
"321","p09",22,182,68,"R",72.4,38.7,10,51.9,27.543535,31.649429,51.762386,54.99015,17.686727,21.475767
"322","p09",22,182,68,"R",72.4,38.7,11,51.8,27.015018,33.019493,51.762386,54.99015,17.686727,21.475767
"323","p09",22,182,68,"R",72.4,38.7,12,52.6,27.917828,33.134474,51.762386,54.99015,17.686727,21.475767
"324","p09",22,182,68,"R",72.4,38.7,13,63.8,39.56246,46.186208,51.762386,54.99015,17.686727,21.475767
"325","p09",22,182,68,"R",72.4,38.7,14,59.8,35.879273,39.93016,51.762386,54.99015,17.686727,21.475767
"326","p09",22,182,68,"R",72.4,38.7,15,64.1,38.50593,43.970273,51.762386,54.99015,17.686727,21.475767
"327","p09",22,182,68,"R",72.4,38.7,16,61.3,36.081834,40.346706,51.762386,54.99015,17.686727,21.475767
"328","p09",22,182,68,"R",72.4,38.7,17,60.8,35.585123,42.111101,51.762386,54.99015,17.686727,21.475767
"329","p09",22,182,68,"R",72.4,38.7,18,61.6,37.282756,42.373049,51.762386,54.99015,17.686727,21.475767
"330","p09",22,182,68,"R",72.4,38.7,19,63,37.899003,42.364523,51.762386,54.99015,17.686727,21.475767
"331","p09",22,182,68,"R",72.4,38.7,20,61.1,34.429124,39.312219,51.762386,54.99015,17.686727,21.475767
"332","p09",22,182,68,"R",72.4,38.7,21,60.8,35.707389,39.403006,51.762386,54.99015,17.686727,21.475767
"333","p09",22,182,68,"R",72.4,38.7,22,63.6,41.106898,45.488646,51.762386,54.99015,17.686727,21.475767
"334","p09",22,182,68,"R",72.4,38.7,23,60.5,36.137353,41.439836,51.762386,54.99015,17.686727,21.475767
"335","p09",22,182,68,"R",72.4,38.7,24,59.5,36.128866,39.95619,51.762386,54.99015,17.686727,21.475767
"336","p09",22,182,68,"R",72.4,38.7,25,58.8,31.289252,37.308585,51.762386,54.99015,17.686727,21.475767
"337","p09",22,182,68,"R",72.4,38.7,26,62.5,47.25711,45.062383,51.762386,54.99015,17.686727,21.475767
"338","p09",22,182,68,"R",72.4,38.7,27,69.6,51.417644,54.902818,51.762386,54.99015,17.686727,21.475767
"339","p09",22,182,68,"R",72.4,38.7,28,72.4,51.762386,54.99015,51.762386,54.99015,17.686727,21.475767
"340","p09",22,182,68,"R",72.4,38.7,29,69.3,49.731761,54.40333,51.762386,54.99015,17.686727,21.475767
"341","p09",22,182,68,"R",72.4,38.7,30,67.5,46.062353,50.136574,51.762386,54.99015,17.686727,21.475767
"342","p09",22,182,68,"R",72.4,38.7,31,66.5,46.537504,50.356715,51.762386,54.99015,17.686727,21.475767
"343","p10",19,181.2,73,"R",83.4,41.5,1,63.3,25.9663,27.406112,47.059048,46.99029,15.456237,11.575934
"344","p10",19,181.2,73,"R",83.4,41.5,2,41.5,15.456237,11.575934,47.059048,46.99029,15.456237,11.575934
"345","p10",19,181.2,73,"R",83.4,41.5,3,46.1,16.639618,14.759048,47.059048,46.99029,15.456237,11.575934
"346","p10",19,181.2,73,"R",83.4,41.5,4,50.1,18.436899,16.182123,47.059048,46.99029,15.456237,11.575934
"347","p10",19,181.2,73,"R",83.4,41.5,5,53.1,18.850523,19.938518,47.059048,46.99029,15.456237,11.575934
"348","p10",19,181.2,73,"R",83.4,41.5,6,55.7,18.989893,20.505491,47.059048,46.99029,15.456237,11.575934
"349","p10",19,181.2,73,"R",83.4,41.5,7,58.8,20.923667,22.810575,47.059048,46.99029,15.456237,11.575934
"350","p10",19,181.2,73,"R",83.4,41.5,8,55.3,19.765351,21.148985,47.059048,46.99029,15.456237,11.575934
"351","p10",19,181.2,73,"R",83.4,41.5,9,59,22.657858,23.969107,47.059048,46.99029,15.456237,11.575934
"352","p10",19,181.2,73,"R",83.4,41.5,10,60.5,23.492138,25.018946,47.059048,46.99029,15.456237,11.575934
"353","p10",19,181.2,73,"R",83.4,41.5,11,61,22.575121,26.762957,47.059048,46.99029,15.456237,11.575934
"354","p10",19,181.2,73,"R",83.4,41.5,12,61.6,24.15973,26.213373,47.059048,46.99029,15.456237,11.575934
"355","p10",19,181.2,73,"R",83.4,41.5,13,62.6,26.139397,27.582299,47.059048,46.99029,15.456237,11.575934
"356","p10",19,181.2,73,"R",83.4,41.5,14,70.1,34.857835,34.129282,47.059048,46.99029,15.456237,11.575934
"357","p10",19,181.2,73,"R",83.4,41.5,15,74.8,37.537804,34.439464,47.059048,46.99029,15.456237,11.575934
"358","p10",19,181.2,73,"R",83.4,41.5,16,74.1,37.471631,34.354473,47.059048,46.99029,15.456237,11.575934
"359","p10",19,181.2,73,"R",83.4,41.5,17,75.4,38.759384,35.999824,47.059048,46.99029,15.456237,11.575934
"360","p10",19,181.2,73,"R",83.4,41.5,18,75.8,38.516949,37.557559,47.059048,46.99029,15.456237,11.575934
"361","p10",19,181.2,73,"R",83.4,41.5,19,77,41.472448,38.08129,47.059048,46.99029,15.456237,11.575934
"362","p10",19,181.2,73,"R",83.4,41.5,20,77.2,41.683321,40.324971,47.059048,46.99029,15.456237,11.575934
"363","p10",19,181.2,73,"R",83.4,41.5,21,78.9,42.685264,38.471663,47.059048,46.99029,15.456237,11.575934
"364","p10",19,181.2,73,"R",83.4,41.5,22,79.1,42.564892,39.521195,47.059048,46.99029,15.456237,11.575934
"365","p10",19,181.2,73,"R",83.4,41.5,23,78.1,42.005875,39.570515,47.059048,46.99029,15.456237,11.575934
"366","p10",19,181.2,73,"R",83.4,41.5,24,78.9,43.192823,42.590407,47.059048,46.99029,15.456237,11.575934
"367","p10",19,181.2,73,"R",83.4,41.5,25,80,44.226479,41.412048,47.059048,46.99029,15.456237,11.575934
"368","p10",19,181.2,73,"R",83.4,41.5,26,79.4,43.585542,41.616226,47.059048,46.99029,15.456237,11.575934
"369","p10",19,181.2,73,"R",83.4,41.5,27,79.7,44.476335,42.464248,47.059048,46.99029,15.456237,11.575934
"370","p10",19,181.2,73,"R",83.4,41.5,28,80.9,45.029939,43.501572,47.059048,46.99029,15.456237,11.575934
"371","p10",19,181.2,73,"R",83.4,41.5,29,80.8,44.109634,45.223366,47.059048,46.99029,15.456237,11.575934
"372","p10",19,181.2,73,"R",83.4,41.5,30,83.4,44.009651,45.393324,47.059048,46.99029,15.456237,11.575934
"373","p10",19,181.2,73,"R",83.4,41.5,31,81.3,47.059048,46.99029,47.059048,46.99029,15.456237,11.575934
"374","p11",19,205.4,75,"R",83.6,54.9,1,54.9,26.862343,33.810009,55.332058,74.745291,25.361707,33.365106
"375","p11",19,205.4,75,"R",83.6,54.9,2,56.6,25.361707,33.365106,55.332058,74.745291,25.361707,33.365106
"376","p11",19,205.4,75,"R",83.6,54.9,3,59.7,30.291977,39.007097,55.332058,74.745291,25.361707,33.365106
"377","p11",19,205.4,75,"R",83.6,54.9,4,59.2,29.003171,38.859833,55.332058,74.745291,25.361707,33.365106
"378","p11",19,205.4,75,"R",83.6,54.9,5,61.8,30.215087,41.417541,55.332058,74.745291,25.361707,33.365106
"379","p11",19,205.4,75,"R",83.6,54.9,6,64,33.353085,44.944039,55.332058,74.745291,25.361707,33.365106
"380","p11",19,205.4,75,"R",83.6,54.9,7,64.2,32.391913,44.971095,55.332058,74.745291,25.361707,33.365106
"381","p11",19,205.4,75,"R",83.6,54.9,8,64.4,33.793781,46.438551,55.332058,74.745291,25.361707,33.365106
"382","p11",19,205.4,75,"R",83.6,54.9,9,66.8,35.444813,49.111416,55.332058,74.745291,25.361707,33.365106
"383","p11",19,205.4,75,"R",83.6,54.9,10,67.1,35.624477,49.893283,55.332058,74.745291,25.361707,33.365106
"384","p11",19,205.4,75,"R",83.6,54.9,11,69.1,37.517947,52.789918,55.332058,74.745291,25.361707,33.365106
"385","p11",19,205.4,75,"R",83.6,54.9,12,68.2,34.778595,50.097022,55.332058,74.745291,25.361707,33.365106
"386","p11",19,205.4,75,"R",83.6,54.9,13,70.6,38.832729,54.093991,55.332058,74.745291,25.361707,33.365106
"387","p11",19,205.4,75,"R",83.6,54.9,14,70,36.615366,50.030852,55.332058,74.745291,25.361707,33.365106
"388","p11",19,205.4,75,"R",83.6,54.9,15,73.1,41.533446,57.465796,55.332058,74.745291,25.361707,33.365106
"389","p11",19,205.4,75,"R",83.6,54.9,16,72.9,39.819958,56.096591,55.332058,74.745291,25.361707,33.365106
"390","p11",19,205.4,75,"R",83.6,54.9,17,71.7,38.399109,54.270461,55.332058,74.745291,25.361707,33.365106
"391","p11",19,205.4,75,"R",83.6,54.9,18,72.8,39.922977,54.65002,55.332058,74.745291,25.361707,33.365106
"392","p11",19,205.4,75,"R",83.6,54.9,19,74.3,42.245409,60.82707,55.332058,74.745291,25.361707,33.365106
"393","p11",19,205.4,75,"R",83.6,54.9,20,74.3,43.092295,59.718812,55.332058,74.745291,25.361707,33.365106
"394","p11",19,205.4,75,"R",83.6,54.9,21,74.5,45.274349,59.366663,55.332058,74.745291,25.361707,33.365106
"395","p11",19,205.4,75,"R",83.6,54.9,22,76.8,43.156997,59.690151,55.332058,74.745291,25.361707,33.365106
"396","p11",19,205.4,75,"R",83.6,54.9,23,74.3,40.908624,55.989675,55.332058,74.745291,25.361707,33.365106
"397","p11",19,205.4,75,"R",83.6,54.9,24,77.9,46.888567,67.057102,55.332058,74.745291,25.361707,33.365106
"398","p11",19,205.4,75,"R",83.6,54.9,25,77.9,47.692454,62.269212,55.332058,74.745291,25.361707,33.365106
"399","p11",19,205.4,75,"R",83.6,54.9,26,80.1,50.271661,66.896254,55.332058,74.745291,25.361707,33.365106
"400","p11",19,205.4,75,"R",83.6,54.9,27,80.3,51.621446,68.093766,55.332058,74.745291,25.361707,33.365106
"401","p11",19,205.4,75,"R",83.6,54.9,28,81.8,52.240116,70.578271,55.332058,74.745291,25.361707,33.365106
"402","p11",19,205.4,75,"R",83.6,54.9,29,78.6,50.695512,65.387597,55.332058,74.745291,25.361707,33.365106
"403","p11",19,205.4,75,"R",83.6,54.9,30,81,50.882173,72.645716,55.332058,74.745291,25.361707,33.365106
"404","p11",19,205.4,75,"R",83.6,54.9,31,83.6,55.332058,74.745291,55.332058,74.745291,25.361707,33.365106
"405","p11",19,205.4,75,"R",83.6,54.9,32,82.7,52.45585,73.419633,55.332058,74.745291,25.361707,33.365106
"406","p11",19,205.4,75,"R",83.6,54.9,33,83.4,54.945806,71.60373,55.332058,74.745291,25.361707,33.365106
"407","p12",18,182.8,69,"L",65.8,35.2,1,35.2,9.085202,16.719611,37.074322,48.801119,9.085202,16.719611
"408","p12",18,182.8,69,"L",65.8,35.2,2,37.9,10.704886,17.213111,37.074322,48.801119,9.085202,16.719611
"409","p12",18,182.8,69,"L",65.8,35.2,3,38.1,11.55494,17.052386,37.074322,48.801119,9.085202,16.719611
"410","p12",18,182.8,69,"L",65.8,35.2,4,44.5,13.935716,22.515972,37.074322,48.801119,9.085202,16.719611
"411","p12",18,182.8,69,"L",65.8,35.2,5,43.3,13.783673,22.233899,37.074322,48.801119,9.085202,16.719611
"412","p12",18,182.8,69,"L",65.8,35.2,6,44.3,12.666939,22.905877,37.074322,48.801119,9.085202,16.719611
"413","p12",18,182.8,69,"L",65.8,35.2,7,46.4,15.856286,26.346175,37.074322,48.801119,9.085202,16.719611
"414","p12",18,182.8,69,"L",65.8,35.2,8,49.4,17.153823,28.34249,37.074322,48.801119,9.085202,16.719611
"415","p12",18,182.8,69,"L",65.8,35.2,9,51.5,18.956726,31.136603,37.074322,48.801119,9.085202,16.719611
"416","p12",18,182.8,69,"L",65.8,35.2,10,50.3,18.386965,30.399635,37.074322,48.801119,9.085202,16.719611
"417","p12",18,182.8,69,"L",65.8,35.2,11,53.1,20.857858,32.158451,37.074322,48.801119,9.085202,16.719611
"418","p12",18,182.8,69,"L",65.8,35.2,12,54.3,21.796315,35.540832,37.074322,48.801119,9.085202,16.719611
"419","p12",18,182.8,69,"L",65.8,35.2,13,54.2,21.469705,36.252357,37.074322,48.801119,9.085202,16.719611
"420","p12",18,182.8,69,"L",65.8,35.2,14,58.4,26.414472,40.216058,37.074322,48.801119,9.085202,16.719611
"421","p12",18,182.8,69,"L",65.8,35.2,15,60.7,29.713259,41.883475,37.074322,48.801119,9.085202,16.719611
"422","p12",18,182.8,69,"L",65.8,35.2,16,62.5,31.339439,43.474587,37.074322,48.801119,9.085202,16.719611
"423","p12",18,182.8,69,"L",65.8,35.2,17,62.6,33.155217,43.618661,37.074322,48.801119,9.085202,16.719611
"424","p12",18,182.8,69,"L",65.8,35.2,18,63.3,33.554756,41.972235,37.074322,48.801119,9.085202,16.719611
"425","p12",18,182.8,69,"L",65.8,35.2,19,64,33.635542,44.608863,37.074322,48.801119,9.085202,16.719611
"426","p12",18,182.8,69,"L",65.8,35.2,20,63.7,33.599485,44.643289,37.074322,48.801119,9.085202,16.719611
"427","p12",18,182.8,69,"L",65.8,35.2,21,64.3,35.201133,44.915236,37.074322,48.801119,9.085202,16.719611
"428","p12",18,182.8,69,"L",65.8,35.2,22,64.6,34.813295,46.430017,37.074322,48.801119,9.085202,16.719611
"429","p12",18,182.8,69,"L",65.8,35.2,23,64.9,34.637359,48.801119,37.074322,48.801119,9.085202,16.719611
"430","p12",18,182.8,69,"L",65.8,35.2,24,64.6,34.726609,47.318254,37.074322,48.801119,9.085202,16.719611
"431","p12",18,182.8,69,"L",65.8,35.2,25,64.4,35.207259,48.633508,37.074322,48.801119,9.085202,16.719611
"432","p12",18,182.8,69,"L",65.8,35.2,26,65.1,37.074322,47.182748,37.074322,48.801119,9.085202,16.719611
"433","p12",18,182.8,69,"L",65.8,35.2,27,65.8,34.567408,48.336841,37.074322,48.801119,9.085202,16.719611
"434","p13",24,136.2,66,"R",69.9,39.1,1,39.1,8.615128,12.409545,28.191897,34.735217,8.615128,12.409545
"435","p13",24,136.2,66,"R",69.9,39.1,2,39.1,9.346038,12.689343,28.191897,34.735217,8.615128,12.409545
"436","p13",24,136.2,66,"R",69.9,39.1,3,40.3,9.713307,13.185114,28.191897,34.735217,8.615128,12.409545
"437","p13",24,136.2,66,"R",69.9,39.1,4,44,10.872029,14.518675,28.191897,34.735217,8.615128,12.409545
"438","p13",24,136.2,66,"R",69.9,39.1,5,46.9,14.079289,17.002472,28.191897,34.735217,8.615128,12.409545
"439","p13",24,136.2,66,"R",69.9,39.1,6,47.5,12.363109,16.785369,28.191897,34.735217,8.615128,12.409545
"440","p13",24,136.2,66,"R",69.9,39.1,7,45.9,12.859321,16.145806,28.191897,34.735217,8.615128,12.409545
"441","p13",24,136.2,66,"R",69.9,39.1,8,47.6,13.132984,15.725577,28.191897,34.735217,8.615128,12.409545
"442","p13",24,136.2,66,"R",69.9,39.1,9,46.2,12.548611,15.942125,28.191897,34.735217,8.615128,12.409545
"443","p13",24,136.2,66,"R",69.9,39.1,10,47.4,13.242292,16.065915,28.191897,34.735217,8.615128,12.409545
"444","p13",24,136.2,66,"R",69.9,39.1,11,48.3,13.337474,15.910461,28.191897,34.735217,8.615128,12.409545
"445","p13",24,136.2,66,"R",69.9,39.1,12,51.4,14.734371,18.781646,28.191897,34.735217,8.615128,12.409545
"446","p13",24,136.2,66,"R",69.9,39.1,13,51.5,15.037958,18.008737,28.191897,34.735217,8.615128,12.409545
"447","p13",24,136.2,66,"R",69.9,39.1,14,51.3,14.519631,17.336272,28.191897,34.735217,8.615128,12.409545
"448","p13",24,136.2,66,"R",69.9,39.1,15,52.6,15.255366,20.448403,28.191897,34.735217,8.615128,12.409545
"449","p13",24,136.2,66,"R",69.9,39.1,16,53.6,16.185983,21.289069,28.191897,34.735217,8.615128,12.409545
"450","p13",24,136.2,66,"R",69.9,39.1,17,53.6,15.530926,21.03014,28.191897,34.735217,8.615128,12.409545
"451","p13",24,136.2,66,"R",69.9,39.1,18,53.6,15.827421,21.309406,28.191897,34.735217,8.615128,12.409545
"452","p13",24,136.2,66,"R",69.9,39.1,19,56.1,17.903354,23.024403,28.191897,34.735217,8.615128,12.409545
"453","p13",24,136.2,66,"R",69.9,39.1,20,57.1,18.040329,23.689452,28.191897,34.735217,8.615128,12.409545
