kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_04_45.3	3-2-2021	11:57:11:088	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.552858	0.050363	0.128821	1.225071	0.051836	-1.225071	0.012490	0.645173	0.057267	-0.645173	-0.551460	0.171714	
1	1.314041	-0.331597	0.131771	1.611277	-0.182311	-1.611277	-0.162840	0.763659	0.215680	-0.763659	-0.647094	0.170360	
2	1.191495	-0.508875	0.132653	2.081336	-0.363360	-2.081336	-0.244107	0.818490	0.291474	-0.818490	-0.682407	0.163603	
3	1.081703	-0.638558	0.132954	2.344972	-0.452746	-2.344972	-0.316405	0.778081	0.372305	-0.778081	-0.695810	0.153024	
4	0.948463	-0.902735	0.131869	2.374289	-0.569653	-2.374289	-0.471931	0.754557	0.551972	-0.754557	-0.780138	0.139179	
5	0.923667	-1.092842	0.127378	2.160173	-0.710107	-2.160173	-0.610641	0.695862	0.732702	-0.695862	-0.895879	0.125075	
6	1.032801	-0.984041	0.120099	1.479415	-0.727431	-1.479415	-0.600406	0.439193	0.776366	-0.439193	-0.930360	0.118261	
7	1.109169	-0.759163	0.112358	0.551691	-0.613610	-0.551691	-0.508549	0.100289	0.724349	-0.100289	-0.892516	0.122450	
8	1.106439	-0.626142	0.105124	-0.003872	-0.531344	0.003872	-0.453182	-0.086484	0.672690	0.086484	-0.870121	0.132947	
9	1.157515	-0.447644	0.098227	-0.053912	-0.503801	0.053912	-0.363116	-0.047791	0.555457	0.047791	-0.835530	0.143705	
10	1.229007	-0.189219	0.091840	0.187519	-0.405782	-0.187519	-0.209483	0.094452	0.361916	-0.094452	-0.740045	0.151967	
11	1.193483	-0.108388	0.087210	0.450865	-0.260687	-0.450865	-0.142854	0.130595	0.275237	-0.130595	-0.685406	0.157357	
12	1.226023	-0.149296	0.084951	0.571103	-0.226656	-0.571103	-0.146958	0.090619	0.298114	-0.090619	-0.742598	0.158067	
13	1.516415	0.031245	0.083161	0.582476	-0.295300	-0.582476	-0.069478	0.104162	0.233026	-0.104162	-0.786919	0.152694	
14	1.782422	0.314353	0.080738	0.383646	-0.293954	-0.383646	0.023976	0.046754	0.121400	-0.046754	-0.733162	0.144139	
15	1.695468	0.285299	0.079925	-0.129328	-0.233436	0.129328	-0.000437	-0.187075	0.165460	0.187075	-0.694031	0.135243	
16	1.436836	0.026674	0.082289	-0.761825	-0.284872	0.761825	-0.066897	-0.448473	0.312728	0.448473	-0.724592	0.123958	
17	1.300142	-0.080665	0.086098	-1.279856	-0.396895	1.279856	-0.069547	-0.582328	0.364475	0.582328	-0.711907	0.109533	
18	1.187916	-0.080017	0.090514	-1.502057	-0.360355	1.502057	-0.048905	-0.608258	0.329365	0.608258	-0.630500	0.096810	
19	0.932798	-0.254296	0.096774	-1.326834	-0.210416	1.326834	-0.073609	-0.635009	0.340785	0.635009	-0.603391	0.089135	
20	0.689976	-0.518685	0.104062	-1.003027	-0.154284	1.003027	-0.123535	-0.629133	0.379135	0.629133	-0.656567	0.085068	
21	0.678760	-0.576205	0.109984	-0.676946	-0.188539	0.676946	-0.152521	-0.451582	0.340374	0.451582	-0.688482	0.083783	
22	0.850283	-0.443023	0.114519	-0.280634	-0.168481	0.280634	-0.169089	-0.187438	0.244213	0.187438	-0.681114	0.086107	
23	1.053079	-0.336647	0.118784	0.123540	-0.135992	-0.123540	-0.178447	0.015421	0.165770	-0.015421	-0.716866	0.090147	
24	1.282297	-0.235500	0.122685	0.487252	-0.196157	-0.487252	-0.153833	0.202268	0.099701	-0.202268	-0.788521	0.092831	
25	1.517351	-0.044484	0.126813	0.788119	-0.263246	-0.788119	-0.103976	0.357786	0.034084	-0.357786	-0.810160	0.094010	
26	1.582411	0.043978	0.132726	0.949127	-0.260598	-0.949127	-0.042377	0.369161	0.009914	-0.369161	-0.804073	0.094761	
27	1.430987	-0.131254	0.139595	1.001413	-0.276156	-1.001413	0.040768	0.299345	0.033219	-0.299345	-0.862645	0.093056	
28	1.245675	-0.376912	0.144913	0.995680	-0.340054	-0.995680	0.121088	0.247819	0.065867	-0.247819	-0.963519	0.085682	
29	1.109908	-0.531492	0.148185	0.907740	-0.369328	-0.907740	0.171265	0.186198	0.093948	-0.186198	-1.034800	0.075179	
30	0.929475	-0.713538	0.150672	0.781538	-0.366005	-0.781538	0.214567	0.094952	0.124717	-0.094952	-1.105312	0.066820	
31	0.685165	-0.975133	0.152957	0.691989	-0.424592	-0.691989	0.264787	0.015891	0.158615	-0.015891	-1.205945	0.060730	
32	0.473255	-1.163316	0.154376	0.637691	-0.555075	-0.637691	0.298793	-0.006839	0.186289	0.006839	-1.266981	0.056085	
33	0.375645	-1.180772	0.154634	0.595204	-0.677816	-0.595204	0.311027	0.024771	0.200305	-0.024771	-1.243483	0.054826	
34	0.459671	-1.030883	0.154556	0.597108	-0.740784	-0.597108	0.308654	0.107782	0.198907	-0.107782	-1.174312	0.055749	
35	0.755647	-0.692348	0.154343	0.722230	-0.719729	-0.722230	0.275052	0.298998	0.173691	-0.298998	-1.067541	0.056340	
36	1.165958	-0.206913	0.153316	1.001141	-0.602538	-1.001141	0.199684	0.604623	0.118890	-0.604623	-0.905739	0.058528	
37	1.510308	0.225559	0.151503	1.364078	-0.440498	-1.364078	0.108338	0.909226	0.056131	-0.909226	-0.753487	0.066138	
38	1.660657	0.431397	0.149645	1.705635	-0.309186	-1.705635	0.032755	1.108231	0.014731	-1.108231	-0.681463	0.078700	
39	1.675034	0.522374	0.148555	1.972716	0.000000	-1.972716	-0.030712	1.253341	-0.015107	-1.253341	-0.622702	0.092223	
40	1.752831	0.732205	0.148907	2.227760	0.000000	-2.227760	-0.110480	1.486410	-0.064667	-1.486410	-0.496457	0.103576	
41	1.913268	0.983732	0.151254	2.572599	0.000000	-2.572599	-0.201896	1.768880	-0.123371	-1.768880	-0.384302	0.112029	
