kww	// User ID
16-2-2021	// Evaluation date
kevin-pilot_12_68.1	16-2-2021	11:42:23:706	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.790705	// height
85.991959	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	0.805179	1.308396	0.113905	-0.188831	-0.461896	0.188831	-0.069640	0.112141	-0.328192	-0.112141	0.000000	0.179942	
1	0.527433	1.019549	0.104756	-0.418702	-0.378912	0.418702	-0.113552	0.001057	-0.343347	-0.001057	0.000000	0.164842	
2	0.262580	0.747218	0.099826	-1.006854	-0.237484	1.006854	-0.172504	-0.131132	-0.362350	0.131132	0.000000	0.150687	
3	-0.082111	0.427037	0.099873	-1.740531	-0.113442	1.740531	-0.168962	-0.358674	-0.412301	0.358674	0.000000	0.140068	
4	-0.600467	-0.024333	0.105914	-2.678394	0.002804	2.678394	-0.096907	-0.729026	-0.509565	0.729026	0.000000	0.136433	
5	-1.031517	-0.401897	0.117769	-3.672760	0.100745	3.672760	-0.018161	-1.114018	-0.591142	1.114018	0.250779	0.142013	
6	-1.186997	-0.543540	0.132804	-4.325453	0.137641	4.325453	0.053599	-1.352555	-0.622611	1.352555	0.000000	0.153852	
7	-1.122130	-0.468989	0.147940	-4.279072	0.080593	4.279072	0.155909	-1.380333	-0.637347	1.380333	0.000000	0.170425	
8	-0.870715	-0.226022	0.160341	-3.690840	-0.039508	3.690840	0.247426	-1.115678	-0.621791	1.115678	0.000000	0.194537	
9	-0.487334	0.081816	0.167209	-2.924729	-0.135706	2.924729	0.230000	-0.593940	-0.528170	0.593940	0.000000	0.227226	
10	-0.201511	0.276638	0.167948	-2.041756	-0.163146	2.041756	0.121125	-0.128653	-0.421646	0.128653	0.000000	0.264424	
11	-0.109400	0.351034	0.164617	-1.136181	-0.159987	1.136181	0.024798	0.136852	-0.401932	-0.136852	0.244601	0.300946	
12	0.044550	0.511868	0.158562	-0.463193	-0.133951	0.463193	-0.067057	0.469105	-0.404776	-0.469105	0.245528	0.334851	
13	0.432241	0.831902	0.149941	0.091443	-0.058208	-0.091443	-0.206185	0.966604	-0.320636	-0.966604	0.164955	0.365045	
14	0.795682	1.108244	0.140443	0.821571	0.005690	-0.821571	-0.312925	1.319952	-0.226424	-1.319952	0.062003	0.389517	
15	0.894043	1.213979	0.132993	1.712963	-0.011638	-1.712963	-0.311036	1.436576	-0.247593	-1.436576	0.040019	0.406649	
16	0.901350	1.276892	0.128769	2.648821	-0.030155	-2.648821	-0.305618	1.628173	-0.323018	-1.628173	0.046355	0.415010	
17	0.906946	1.300119	0.127306	3.605919	0.032740	-3.605919	-0.391608	1.861372	-0.364669	-1.861372	0.028120	0.413879	
18	0.695730	1.132886	0.129420	4.351806	0.076511	-4.351806	-0.424975	1.884021	-0.462727	-1.884021	0.062748	0.405524	
19	0.547149	1.054203	0.135541	4.528254	0.076602	-4.528254	-0.367236	2.014061	-0.586854	-2.014061	0.089205	0.394411	
20	0.998330	1.428682	0.140325	4.036978	0.215835	-4.036978	-0.497164	2.135836	-0.430686	-2.135836	-0.047977	0.381793	
21	1.532227	1.772726	0.137148	2.995113	0.408572	-2.995113	-0.712770	1.644545	-0.066860	-1.644545	-0.214053	0.367009	
22	1.303766	1.502605	0.128467	1.842784	0.339415	-1.842784	-0.498283	0.951962	-0.003103	-0.951962	-0.176186	0.356177	
23	0.834757	1.128006	0.122056	1.354110	0.138562	-1.354110	-0.032395	0.530933	-0.160986	-0.530933	-0.045565	0.357568	
24	1.004343	1.279425	0.119936	1.592143	0.169530	-1.592143	-0.046481	0.078312	-0.014907	-0.078312	-0.080223	0.366008	
25	1.296469	1.481739	0.122225	1.799092	0.358069	-1.799092	-0.482172	-0.138420	0.229041	0.138420	-0.191183	0.369034	
26	0.848966	1.130514	0.130630	1.835605	0.399841	-1.835605	-0.627682	0.356317	-0.002717	-0.356317	-0.049368	0.367390	
27	0.067793	0.599830	0.139519	2.107554	0.292432	-2.107554	-0.377756	1.065722	-0.525404	-1.065722	0.309228	0.367870	
28	-0.222854	0.457865	0.141416	2.386945	0.230588	-2.386945	-0.263863	1.366520	-0.767599	-1.366520	0.505424	0.363707	
29	-0.172092	0.549627	0.133841	1.902515	0.246476	-1.902515	-0.366897	1.366712	-0.778345	-1.366712	0.523993	0.344273	
30	-0.279344	0.556224	0.116810	0.785619	0.213216	-0.785619	-0.266831	1.167276	-0.900209	-1.167276	0.598446	0.315975	
31	-0.318499	0.629145	0.095426	-0.462359	0.137791	0.462359	0.006154	0.613338	-0.978184	-0.613338	0.599571	0.292710	
32	-0.075140	0.787235	0.080940	-1.713335	0.133922	1.713335	0.093986	-0.007519	-0.786470	0.007519	0.399416	0.278078	
33	-0.114735	0.584084	0.078745	-2.714276	0.123262	2.714276	0.102205	-0.191333	-0.621781	0.191333	0.307992	0.267708	
34	-0.641663	0.032150	0.082958	-2.936697	-0.005970	2.936697	0.292171	0.192157	-0.738738	-0.192157	0.472457	0.260558	
35	-0.923468	-0.232170	0.089090	-2.085471	-0.101224	2.085471	0.404278	0.629415	-0.828631	-0.629415	0.550038	0.259773	
36	-0.633934	-0.045457	0.094822	-0.713823	-0.020872	0.713823	0.128529	0.621274	-0.635357	-0.621274	0.378706	0.264434	
37	-0.249846	0.199194	0.095442	0.315052	0.119562	-0.315052	-0.331720	0.454050	-0.384015	-0.454050	0.179617	0.267728	
38	0.008780	0.382733	0.089495	0.919307	0.183903	-0.919307	-0.671374	0.389186	-0.237192	-0.389186	0.052890	0.266559	
39	0.211829	0.534797	0.081642	1.384057	0.162147	-1.384057	-0.765864	0.380222	-0.146242	-0.380222	-0.041048	0.266004	
40	0.127651	0.440449	0.078001	1.685291	0.036273	-1.685291	-0.543682	0.550391	-0.186787	-0.550391	-0.005389	0.269830	
41	-0.330834	0.080864	0.081486	1.898339	-0.192615	-1.898339	-0.075208	0.897225	-0.404806	-0.897225	0.198113	0.275003	
42	-0.718868	-0.177814	0.092536	2.207160	-0.380926	-2.207160	0.404524	1.171981	-0.612158	-1.171981	0.360897	0.278056	
43	-0.744082	-0.164528	0.109632	2.515758	-0.381581	-2.515758	0.711666	1.235526	-0.661749	-1.235526	0.358838	0.277648	
44	-0.703071	-0.121654	0.129737	2.754900	-0.256887	-2.754900	0.883287	1.259271	-0.675988	-1.259271	0.337571	0.271644	
45	-0.830943	-0.192979	0.150519	3.039350	-0.131950	-3.039350	1.017965	1.451246	-0.780564	-1.451246	0.395486	0.259289	
46	-0.791822	-0.137867	0.168692	3.369545	0.069847	-3.369545	0.944864	1.717881	-0.823122	-1.717881	0.385306	0.243641	
47	-0.359976	0.171689	0.179242	3.684290	0.380410	-3.684290	0.463329	1.888949	-0.649801	-1.888949	0.214562	0.230922	
48	-0.021280	0.377389	0.180185	4.011962	0.554588	-4.011962	-0.092807	1.970379	-0.459410	-1.970379	0.079007	0.228418	
49	-0.139977	0.223901	0.176733	4.253975	0.480805	-4.253975	-0.274150	1.793507	-0.440758	-1.793507	0.119492	0.237846	
50	-0.261835	0.056441	0.176872	4.055276	0.423914	-4.055276	-0.242099	1.240371	-0.400014	-1.240371	0.152620	0.254111	
51	0.001354	0.230658	0.184554	3.323743	0.591143	-3.323743	-0.284377	0.751976	-0.232565	-0.751976	0.052476	0.272298	
52	0.362675	0.604885	0.198346	2.582715	0.844200	-2.582715	-0.273144	0.680831	-0.168265	-0.680831	-0.019959	0.288469	
53	0.578300	0.937738	0.213777	2.382510	0.967552	-2.382510	-0.108956	0.843308	-0.271913	-0.843308	0.024734	0.298356	
54	0.722809	1.186306	0.225918	2.755675	0.936519	-2.755675	0.055378	1.109438	-0.396973	-1.109438	0.092319	0.300417	
55	0.746030	1.344959	0.228757	3.381937	0.828127	-3.381937	0.180912	1.713493	-0.601487	-1.713493	0.178096	0.298297	
56	0.516068	1.342975	0.217115	4.055252	0.628569	-4.055252	0.371720	2.632099	-0.979582	-2.632099	0.279419	0.299185	
57	0.027515	1.036760	0.194356	4.577113	0.280708	-4.577113	0.539733	3.351300	-1.335480	-3.351300	0.301313	0.310436	
58	-0.558627	0.472514	0.169639	4.585311	-0.038888	-4.585311	0.406433	3.678000	-1.462334	-3.678000	0.266723	0.335785	
59	-0.688438	0.248599	0.144207	4.321013	0.073815	-4.321013	-0.177679	4.110382	-1.361780	-4.110382	0.131710	0.372804	
60	0.208888	0.916802	0.112849	4.507062	0.785203	-4.507062	-1.118941	4.816355	-1.000917	-4.816355	-0.240743	0.416414	
61	1.680301	1.980848	0.076057	4.984913	1.766206	-4.984913	-2.115909	4.941118	-0.375815	-4.941118	-0.692357	0.461391	
62	2.574337	2.486783	0.041998	4.655429	2.479394	-4.655429	-2.727557	3.968059	0.187194	-3.968059	-0.912886	0.499411	
63	2.627921	2.410853	0.032836	3.034132	2.671919	-3.034132	-2.670848	2.724548	0.360825	-2.724548	-0.950997	0.522536	
64	2.586323	2.412092	0.058235	1.044313	2.574362	-1.044313	-2.152469	1.680761	0.327316	-1.680761	-1.081463	0.529955	
65	2.733663	2.575916	0.089471	-0.354705	2.447298	0.354705	-1.560393	0.527430	0.373539	-0.527430	-1.286996	0.522101	
66	2.457468	2.370516	0.116841	-0.983847	2.075598	0.983847	-0.901240	-0.317528	0.307709	0.317528	-1.338456	0.491315	
67	1.625037	1.778369	0.136832	-0.647104	1.277690	0.647104	-0.082880	-0.350579	-0.045727	0.350579	-1.265388	0.433195	
68	1.223659	1.544272	0.148784	0.305201	0.657248	-0.305201	0.480648	-0.427013	-0.252668	0.427013	-1.302036	0.363673	
69	1.676431	1.868374	0.156186	0.415320	0.789741	-0.415320	0.421283	-1.157595	0.002855	1.157595	-1.401213	0.308149	
70	1.865018	1.896573	0.163998	-0.799508	1.083246	0.799508	0.175291	-1.547982	0.232028	1.547982	-1.288161	0.275729	
71	1.049735	1.189085	0.173397	-2.263796	0.809758	2.263796	0.207214	-1.115179	0.033731	1.115179	-0.894043	0.258700	
72	0.101653	0.439734	0.180699	-2.975512	0.375865	2.975512	0.275731	-0.475825	-0.266668	0.475825	-0.476081	0.252883	
73	-0.327068	0.075164	0.184728	-2.710592	0.238837	2.710592	0.104260	0.001135	-0.365023	-0.001135	-0.202030	0.260289	
74	-0.881273	-0.383214	0.185249	-1.865704	-0.012484	1.865704	-0.008273	0.687399	-0.533789	-0.687399	0.112508	0.278028	
75	-1.812451	-1.051646	0.178764	-0.792449	-0.625567	0.792449	0.188055	1.669967	-0.945765	-1.669967	0.513935	0.298472	
76	-2.268082	-1.313920	0.165430	0.071965	-1.007180	-0.071965	0.367699	2.271789	-1.226265	-2.271789	0.692087	0.316420	
77	-1.881953	-0.983780	0.153200	0.092104	-0.752950	-0.092104	0.271554	2.122035	-1.127112	-2.122035	0.544796	0.329591	
78	-1.318422	-0.566268	0.148255	-0.640336	-0.323709	0.640336	0.208966	1.631190	-0.919464	-1.631190	0.341777	0.333821	
79	-0.986959	-0.329080	0.148054	-1.185777	-0.214177	1.185777	0.445881	1.137478	-0.812752	-1.137478	0.233595	0.326917	
80	-0.652766	-0.102531	0.148542	-0.795657	-0.290092	0.795657	0.739053	0.463901	-0.675640	-0.463901	0.127997	0.315099	
81	-0.362669	0.069323	0.150179	0.548043	-0.402326	-0.548043	0.865675	-0.172047	-0.515803	0.172047	0.044358	0.306643	
82	-0.435588	-0.019275	0.154166	2.372330	-0.675551	-2.372330	0.950066	-0.139091	-0.536932	0.139091	0.111175	0.303624	
83	-0.664157	-0.200684	0.160254	3.895101	-0.943534	-3.895101	0.975836	0.343769	-0.651843	-0.343769	0.237389	0.306074	
84	-0.649756	-0.203489	0.168930	4.463613	-0.848506	-4.463613	0.759479	0.721232	-0.631024	-0.721232	0.244649	0.315433	
85	-0.410490	-0.024998	0.178998	4.203897	-0.403771	-4.203897	0.390391	1.048523	-0.503227	-1.048523	0.130894	0.330749	
86	0.073387	0.400833	0.187106	3.731597	0.185681	-3.731597	0.039756	1.331231	-0.308395	-1.331231	-0.127989	0.350691	
87	0.895263	1.119654	0.191773	3.463208	0.838656	-3.463208	-0.347651	1.378810	0.038756	-1.378810	-0.572653	0.373711	
88	1.516040	1.639749	0.192566	3.484844	1.307819	-3.484844	-0.706213	1.465661	0.347686	-1.465661	-0.921074	0.392836	
89	1.330025	1.487752	0.186295	3.753258	1.196654	-3.753258	-0.740200	1.953761	0.294804	-1.953761	-0.857234	0.400075	
90	0.737836	1.014489	0.170232	4.273805	0.617665	-4.273805	-0.507686	2.419708	0.040150	-2.419708	-0.582869	0.397010	
91	0.360754	0.699197	0.148840	4.830380	0.062775	-4.830380	-0.329381	2.399180	-0.099389	-2.399180	-0.392005	0.392530	
92	-0.098712	0.309635	0.130087	4.968260	-0.459026	-4.968260	-0.127561	2.435425	-0.285988	-2.435425	-0.157856	0.388559	
93	-1.014660	-0.421535	0.119542	4.760789	-1.150664	-4.760789	0.268962	2.894223	-0.700716	-2.894223	0.232920	0.377427	
94	-1.868224	-1.109331	0.125489	4.676630	-1.603524	-4.676630	0.604580	3.227021	-1.064100	-3.227021	0.551321	0.355772	
95	-2.175874	-1.389257	0.151670	4.837869	-1.432729	-4.837869	0.623010	3.264169	-1.146982	-3.264169	0.635423	0.329291	
96	-2.324142	-1.507365	0.185022	5.198338	-1.029064	-5.198338	0.567501	3.610879	-1.171557	-3.610879	0.632781	0.301510	
97	-2.559349	-1.646850	0.212475	5.545786	-0.777845	-5.545786	0.672539	4.143103	-1.266052	-4.143103	0.637968	0.272182	
98	-2.296647	-1.427078	0.228928	5.290679	-0.391334	-5.290679	0.650462	3.729395	-1.126910	-3.729395	0.520432	0.244436	
99	-1.361491	-0.708489	0.232534	4.207241	0.299310	-4.207241	0.308006	2.336552	-0.661588	-2.336552	0.230596	0.218636	
100	-0.570619	-0.028791	0.226087	3.355922	0.769197	-3.355922	0.015809	1.589621	-0.286383	-1.589621	-0.075598	0.189193	
101	-0.269024	0.334825	0.217355	4.024144	0.659036	-4.024144	-0.012305	1.910207	-0.163892	-1.910207	-0.295875	0.156497	
102	0.139207	0.717233	0.213228	5.688071	0.427513	-5.688071	-0.101020	1.910220	0.042570	-1.910220	-0.530709	0.130579	
103	0.773459	1.197333	0.215404	6.771157	0.483912	-6.771157	-0.388254	1.599306	0.390926	-1.599306	-0.801573	0.119225	
