kww	// User ID
16-2-2021	// Evaluation date
alex-pilot_02_35.6	11-2-2021	13:21:02:708	// Source file name and timestamp
238.095	// Sampling rate
4.067	// Data capture period

1.890237	// height
89.628650	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.031312	0.312550	0.106914	-1.028029	0.000000	1.028029	-1.885594	-0.776028	2.220865	0.776028	-4.014214	0.156630	
1	0.621747	-0.101005	0.094274	-0.478867	0.000000	0.478867	-1.665821	-0.750522	2.337138	0.750522	-4.384857	0.158405	
2	0.395282	-0.317104	0.081138	-0.042060	0.000000	0.042060	-1.713876	-0.419465	2.315957	0.419465	-4.411085	0.157258	
3	0.439525	-0.242993	0.068594	0.272180	0.000000	-0.272180	-1.635108	-0.056484	2.142764	0.056484	-4.030224	0.152769	
4	0.465373	-0.233608	0.058835	0.615629	0.000000	-0.615629	-1.253460	-0.048608	2.094279	0.048608	-3.782419	0.144893	
5	0.363303	-0.406397	0.052651	0.913408	0.000000	-0.913408	-0.935064	-0.237943	2.209438	0.237943	0.000000	0.136482	
6	0.347931	-0.467408	0.055329	1.104664	0.000000	-1.104664	-0.911335	-0.221947	2.205172	0.221947	0.000000	0.131466	
7	0.477177	-0.306454	0.067116	1.175978	0.000000	-1.175978	-0.986487	-0.080783	1.951430	0.080783	0.000000	0.130831	
8	0.563554	-0.150070	0.079851	1.093631	0.000000	-1.093631	-0.939603	-0.090126	1.625626	0.090126	0.000000	0.132919	
9	0.514926	-0.156568	0.089899	0.907009	0.000000	-0.907009	-0.789158	-0.234417	1.418908	0.234417	-1.594049	0.137013	
10	0.381041	-0.296171	0.097907	0.687872	0.000000	-0.687872	-0.675073	-0.357799	1.343465	0.357799	-1.304672	0.144365	
11	0.285921	-0.419647	0.104865	0.410088	0.000000	-0.410088	-0.652482	-0.425741	1.304597	0.425741	0.000000	0.155525	
12	0.355712	-0.375434	0.111179	0.082102	0.000000	-0.082102	-0.686539	-0.468936	1.248664	0.468936	0.000000	0.168255	
13	0.549126	-0.211354	0.116745	-0.134828	0.000000	0.134828	-0.761803	-0.440490	1.197320	0.440490	-0.769474	0.179194	
14	0.811904	0.010694	0.120702	-0.119505	0.000000	0.119505	-0.883043	-0.252926	1.162124	0.252926	0.000000	0.186124	
15	1.218234	0.415379	0.121620	0.062961	0.000000	-0.062961	-1.002552	0.100671	1.089193	-0.100671	0.000000	0.187839	
16	1.597777	0.888717	0.118911	0.245500	0.000000	-0.245500	-1.031268	0.418597	0.928717	-0.418597	-0.000000	0.183156	
17	1.548891	0.969017	0.113701	0.291372	0.000000	-0.291372	-0.935654	0.486394	0.719940	-0.486394	-0.000000	0.171774	
18	1.087453	0.558020	0.107472	0.209296	0.000000	-0.209296	-0.796577	0.390422	0.545133	-0.390422	-0.110204	0.156831	
19	0.651597	0.106234	0.099518	0.053178	0.000000	-0.053178	-0.699644	0.324378	0.423845	-0.324378	-0.128789	0.144028	
20	0.446349	-0.084951	0.087723	-0.185539	0.000000	0.185539	-0.610280	0.271819	0.322645	-0.271819	-0.108742	0.136066	
21	0.327692	-0.165441	0.072864	-0.479317	0.000000	0.479317	-0.459206	0.109783	0.233733	-0.109783	-0.074290	0.130762	
22	0.199618	-0.312500	0.059026	-0.705792	0.000000	0.705792	-0.280579	-0.139077	0.172917	0.139077	-0.053094	0.125567	
23	0.144170	-0.437717	0.049006	-0.754636	0.000000	0.754636	-0.160278	-0.304132	0.133800	0.304132	0.000000	0.120829	
24	0.225315	-0.402032	0.042301	-0.616110	0.000000	0.616110	-0.119691	-0.283168	0.097478	0.283168	0.000929	0.117419	
25	0.350606	-0.285634	0.037550	-0.358540	0.000000	0.358540	-0.117436	-0.159684	0.056674	0.159684	0.000000	0.114748	
26	0.410511	-0.233322	0.035230	-0.061723	0.000000	0.061723	-0.118187	-0.021957	0.014011	0.021957	0.000000	0.113602	
27	0.465987	-0.178181	0.036697	0.227044	0.000000	-0.227044	-0.121761	0.140984	-0.022665	-0.140984	0.000000	0.116975	
28	0.585172	-0.035906	0.041075	0.479999	0.000000	-0.479999	-0.128920	0.290689	-0.048500	-0.290689	0.000000	0.125368	
29	0.673245	0.070397	0.046682	0.668526	0.000000	-0.668526	-0.120706	0.356359	-0.063385	-0.356359	0.000000	0.134939	
30	0.756927	0.158482	0.052219	0.808627	0.000000	-0.808627	-0.095516	0.386361	-0.069454	-0.386361	0.000000	0.140957	
31	1.043765	0.478393	0.055333	0.892020	0.000000	-0.892020	-0.076612	0.443052	-0.074995	-0.443052	0.176842	0.140972	
32	1.436151	0.923029	0.053420	0.799069	0.000000	-0.799069	-0.074495	0.446743	-0.081164	-0.446743	-0.000000	0.134927	
33	1.611682	1.088840	0.045853	0.449223	0.000000	-0.449223	-0.079446	0.321236	-0.074630	-0.321236	0.199101	0.123921	
34	1.608922	0.998436	0.033938	-0.107026	0.000000	0.107026	-0.087721	0.098603	-0.048921	-0.098603	-0.000000	0.110321	
35	1.683054	0.986546	0.019446	-0.772441	0.000000	0.772441	-0.096946	-0.169371	-0.018420	0.169371	-0.000000	0.097457	
36	1.895001	1.152881	0.009503	-1.402546	0.000000	1.402546	-0.094895	-0.445308	0.001685	0.445308	-0.000000	0.087375	
37	2.162833	1.371118	0.022934	-1.840387	0.000000	1.840387	-0.077187	-0.697871	0.011017	0.697871	-0.000000	0.079800	
38	2.342069	1.489543	0.042339	-2.012340	0.000000	2.012340	-0.050744	-0.883696	0.011196	0.883696	-0.000000	0.074044	
39	2.343749	1.487861	0.062434	-1.922141	0.000000	1.922141	-0.011138	-0.928887	-0.007672	0.928887	-0.000000	0.069991	
40	2.229601	1.444460	0.081978	-1.662203	0.000000	1.662203	0.040011	-0.834012	-0.043079	0.834012	-0.000000	0.067366	
