kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_28_45.1	3-2-2021	12:05:07:406	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	6.842986	7.608645	1.536833	1.684218	-0.500678	-1.684218	59.172304	-0.312389	-56.800417	0.312389	46.854641	1.179734	
1	4.097379	4.788124	1.574601	-1.044615	-0.415376	1.044615	37.907776	2.118379	-36.671026	-2.118379	32.411082	1.151000	
2	1.543805	1.695017	1.599233	-3.703620	1.920994	3.703620	12.440898	1.552052	-12.633142	-1.552052	9.932249	1.131006	
3	-1.612196	-2.021376	1.609413	-8.009380	4.621620	8.009380	-18.533943	-0.495629	17.243951	0.495629	-18.385383	1.123646	
4	-5.560092	-6.159136	1.587942	-8.241652	5.956632	8.241652	-51.293125	0.721500	50.014948	-0.721500	-44.862543	1.130274	
5	-7.492196	-8.279736	1.531237	-4.128849	6.371211	4.128849	-65.895790	2.004191	64.606917	-2.004191	-54.148865	1.146219	
6	-6.754206	-8.079415	1.456447	-5.479961	7.159182	5.479961	-60.349412	-2.691168	58.948598	2.691168	-48.359085	1.167392	
7	-6.091816	-7.886607	1.369073	-11.812967	7.124859	11.812967	-53.899145	-7.326274	52.618036	7.326274	-40.037206	1.195118	
8	-6.352094	-8.133901	1.258931	-13.658456	5.120805	13.658456	-51.679873	-5.245136	49.473781	5.245136	-30.929645	1.229609	
9	-5.318580	-6.857563	1.134074	-12.805248	3.980935	12.805248	-39.929939	-2.665345	36.878536	2.665345	-17.869312	1.267771	
10	-2.414854	-3.932481	1.029911	-19.313350	6.493971	19.313350	-16.711323	-8.315855	16.431391	8.315855	-5.459432	1.308137	
11	0.063101	-1.673986	0.974285	-31.318516	9.861426	31.318516	2.494727	-18.821193	2.579593	18.821193	1.035719	1.351072	
12	0.783190	-1.121980	0.963583	-35.707282	10.430883	35.707282	9.310316	-25.185627	-0.814541	25.185627	3.170396	1.395140	
13	0.839445	-1.081671	0.980567	-30.940085	9.423822	30.940085	10.883507	-26.547500	-1.252843	26.547500	4.114719	1.437423	
14	0.861841	-1.021339	1.011035	-27.819510	8.797299	27.819510	12.045958	-25.193373	-1.697090	25.193373	4.705772	1.477852	
15	-0.198633	-1.943846	1.034215	-24.225488	6.609380	24.225488	7.395925	-16.476873	1.084101	16.476873	5.740000	1.519064	
16	-2.435793	-3.906037	1.023995	-8.806781	1.278773	8.806781	-3.651695	0.424874	6.173342	-0.424874	7.885264	1.559979	
17	-4.039524	-5.392516	0.977727	11.084606	-4.365636	-11.084606	-11.194135	13.263016	8.076823	-13.263016	9.953439	1.596256	
18	-4.228743	-5.817283	0.922729	17.062432	-7.341444	-17.062432	-10.118918	15.074561	5.552971	-15.074561	10.795686	1.628892	
19	-4.173017	-6.015267	0.880458	9.742922	-8.240827	-9.742922	-5.121798	14.056645	1.950536	-14.056645	10.702030	1.663548	
20	-3.992888	-5.874719	0.850419	-0.366503	-7.920676	0.366503	1.825385	13.521686	-1.553510	-13.521686	9.432057	1.700778	
21	-2.434043	-4.448874	0.835321	-13.357329	-6.074131	13.357329	11.779359	6.836564	-5.759279	-6.836564	6.727211	1.736498	
22	-0.062567	-2.413363	0.849260	-32.231968	-3.762146	32.231968	21.106836	-5.884663	-9.424391	5.884663	4.341460	1.770967	
