kww	// User ID
16-2-2021	// Evaluation date
kevin-pilot_05_48.9	16-2-2021	11:40:50:075	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.790705	// height
85.991959	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	-0.595157	-0.007217	0.117964	-1.424531	-0.184604	1.424531	0.000196	0.179813	-0.334270	-0.179813	0.788277	0.575619	
1	-0.502999	0.181347	0.126690	-1.453898	-0.291517	1.453898	0.024679	-0.056822	-0.216528	0.056822	0.712047	0.575560	
2	0.041436	0.649240	0.131771	-1.197211	-0.472299	1.197211	-0.076139	-0.845641	0.213400	0.845641	0.205469	0.575276	
3	0.371094	0.866606	0.131427	-0.803615	-0.603095	0.803615	-0.056269	-1.256512	0.450850	1.256512	-0.126051	0.571815	
4	0.506316	0.946494	0.125877	-0.140779	-0.614100	0.140779	-0.007116	-1.066822	0.519206	1.066822	-0.250402	0.565722	
5	0.834468	1.210105	0.114268	0.484957	-0.548037	-0.484957	-0.061228	-0.882589	0.673094	0.882589	-0.495245	0.559494	
6	1.157962	1.449519	0.099145	0.811772	-0.514853	-0.811772	-0.061063	-0.763388	0.782747	0.763388	-0.721184	0.554376	
7	0.827311	1.137439	0.087370	1.070638	-0.558896	-1.070638	0.179275	-0.037508	0.492883	0.037508	-0.388847	0.550740	
8	-0.032677	0.392812	0.082237	1.415138	-0.583470	-1.415138	0.484854	1.243836	-0.071339	-1.243836	0.371425	0.549664	
9	-0.700488	-0.202206	0.082726	1.669491	-0.508036	-1.669491	0.554727	2.263265	-0.481716	-2.263265	0.900611	0.552700	
10	-0.941660	-0.440130	0.086819	1.650098	-0.416113	-1.650098	0.421980	2.600594	-0.614267	-2.600594	1.022083	0.560546	
11	-0.877019	-0.377396	0.091001	1.463474	-0.406877	-1.463474	0.319823	2.417158	-0.565983	-2.417158	0.922847	0.572150	
12	-0.543993	-0.048899	0.092220	1.536917	-0.396356	-1.536917	0.231313	1.912529	-0.385276	-1.912529	0.679768	0.583868	
13	-0.127020	0.342864	0.092053	2.290354	-0.208074	-2.290354	-0.067154	1.493429	-0.180888	-1.493429	0.402949	0.590999	
14	0.228674	0.671660	0.095380	3.635100	0.154415	-3.635100	-0.554788	1.357071	-0.032193	-1.357071	0.184104	0.591954	
15	0.704828	1.116870	0.102232	4.790713	0.467994	-4.790713	-0.898504	0.974278	0.150590	-0.974278	-0.092637	0.590002	
16	1.261684	1.615144	0.107234	4.887345	0.555194	-4.887345	-0.884296	0.241144	0.348851	-0.241144	-0.426569	0.588897	
17	1.430076	1.732457	0.108140	3.969441	0.443930	-3.969441	-0.616291	-0.107736	0.380036	0.107736	-0.539075	0.588822	
18	1.082041	1.399414	0.106438	2.923416	0.242550	-2.923416	-0.285384	0.137207	0.239600	-0.137207	-0.327804	0.588894	
19	0.709327	1.066599	0.100979	2.335007	0.008123	-2.335007	0.037009	0.452688	0.115726	-0.452688	-0.089336	0.589296	
20	0.629968	0.976361	0.092016	2.109931	-0.217191	-2.109931	0.336292	0.483471	0.093812	-0.483471	-0.035550	0.588346	
21	0.558405	0.896463	0.087068	2.009758	-0.349121	-2.009758	0.512956	0.577864	0.065842	-0.577864	0.025463	0.584143	
22	0.276941	0.685340	0.090474	2.032340	-0.337207	-2.032340	0.470812	1.209607	-0.056096	-1.209607	0.265239	0.579235	
23	0.061845	0.537299	0.097560	2.246913	-0.227176	-2.246913	0.235264	2.017496	-0.178081	-2.017496	0.460380	0.576833	
24	0.045449	0.497177	0.107222	2.627479	-0.131937	-2.627479	-0.121611	2.361366	-0.201470	-2.361366	0.450956	0.575696	
25	-0.105581	0.316238	0.121224	3.269603	-0.140926	-3.269603	-0.456611	2.426616	-0.229443	-2.426616	0.458949	0.574803	
26	-0.430928	0.027271	0.136927	4.330473	-0.218502	-4.330473	-0.595782	2.575173	-0.324763	-2.575173	0.570562	0.577081	
27	-0.475147	-0.002842	0.150388	5.411541	-0.287823	-5.411541	-0.551136	2.489549	-0.330907	-2.489549	0.584926	0.583113	
28	-0.156551	0.256139	0.161195	5.608521	-0.360082	-5.608521	-0.440373	2.007764	-0.196099	-2.007764	0.477968	0.588164	
29	0.155635	0.527714	0.169539	4.798832	-0.429052	-4.798832	-0.267216	1.604305	-0.065959	-1.604305	0.417090	0.589852	
30	0.413525	0.804062	0.173316	3.922627	-0.386178	-3.922627	-0.037623	1.463455	0.036323	-1.463455	0.419518	0.591127	
31	0.795628	1.178834	0.172080	3.616235	-0.253233	-3.616235	0.163383	1.205867	0.187990	-1.205867	0.372793	0.592833	
32	1.115346	1.445119	0.170293	3.558797	-0.224105	-3.558797	0.278746	0.717786	0.326236	-0.717786	0.283181	0.591881	
33	1.070500	1.391982	0.172227	3.306096	-0.306768	-3.306096	0.272805	0.434475	0.330372	-0.434475	0.247728	0.589567	
34	0.751778	1.124539	0.177208	3.001616	-0.328033	-3.001616	0.109261	0.542083	0.218418	-0.542083	0.259489	0.592426	
35	0.411295	0.804676	0.183303	2.868779	-0.280103	-2.868779	-0.157423	0.615240	0.092407	-0.615240	0.249330	0.601516	
36	0.081201	0.455227	0.190410	2.556154	-0.258422	-2.556154	-0.388754	0.473969	-0.031197	-0.473969	0.226827	0.610034	
37	-0.219467	0.171123	0.199007	1.836368	-0.209837	-1.836368	-0.500425	0.376027	-0.154945	-0.376027	0.213991	0.614000	
38	-0.307634	0.129153	0.209055	0.981844	-0.064959	-0.981844	-0.540182	0.276339	-0.177014	-0.276339	0.184989	0.615438	
39	-0.193407	0.260814	0.220285	-0.090086	0.084478	0.090086	-0.571502	-0.067293	-0.079468	0.067293	0.135284	0.614842	
40	-0.146439	0.322737	0.232924	-1.807871	0.155267	1.807871	-0.566333	-0.607589	-0.009122	0.607589	0.088710	0.610446	
41	-0.174253	0.353945	0.246799	-4.015193	0.202423	4.015193	-0.544946	-1.078754	0.018370	1.078754	0.046797	0.604630	
42	-0.012460	0.578156	0.259666	-5.808564	0.267828	5.808564	-0.624198	-1.120355	0.136822	1.120355	0.001435	0.602539	
43	0.258675	0.869505	0.268116	-6.098125	0.244313	6.098125	-0.747940	-0.626207	0.284012	0.626207	-0.000000	0.604845	
44	0.304294	0.921481	0.270170	-4.549873	0.021313	4.549873	-0.748052	0.047478	0.292106	-0.047478	-0.000000	0.607458	
45	0.199511	0.827672	0.265885	-1.992239	-0.286686	1.992239	-0.641208	0.645324	0.222730	-0.645324	-0.073797	0.606770	
46	0.176032	0.788277	0.256486	0.585419	-0.552244	-0.585419	-0.501255	0.983535	0.193200	-0.983535	-0.054013	0.602614	
47	0.054382	0.622513	0.244301	2.376288	-0.828867	-2.376288	-0.266902	0.748086	0.125561	-0.748086	-0.004174	0.597208	
48	-0.208056	0.307363	0.231433	2.693046	-1.098596	-2.693046	0.031519	0.211521	0.004312	-0.211521	0.079122	0.591787	
