kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_23_66.6	3-2-2021	12:03:07:990	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.633543	0.236712	0.103270	0.102403	0.101854	-0.102403	0.135891	-0.595300	0.796229	0.595300	-0.552117	0.133978	
1	1.571758	0.105619	0.110742	0.293745	0.046399	-0.293745	0.161396	-0.528560	0.861021	0.528560	-0.558508	0.135205	
2	1.636991	0.069399	0.117089	0.587795	0.079896	-0.587795	0.047082	-0.335881	0.935669	0.335881	-0.606885	0.137317	
3	1.777641	0.178507	0.120089	0.719253	0.159448	-0.719253	-0.066302	-0.234844	0.961088	0.234844	-0.656370	0.137540	
4	1.901408	0.281447	0.119944	0.622976	0.213501	-0.622976	-0.134194	-0.219218	0.954421	0.219218	-0.693594	0.135571	
5	1.959464	0.318629	0.116783	0.468064	0.229562	-0.468064	-0.193266	-0.192378	0.916004	0.192378	-0.715896	0.134004	
6	1.949786	0.358940	0.109977	0.335651	0.253840	-0.335651	-0.257339	-0.153490	0.819997	0.153490	-0.701459	0.133895	
7	1.904786	0.408919	0.099867	0.213929	0.295602	-0.213929	-0.292222	-0.129403	0.688222	0.129403	-0.653265	0.133209	
8	1.900128	0.445650	0.088279	0.131624	0.308561	-0.131624	-0.277760	-0.106728	0.565432	0.106728	-0.613089	0.130198	
9	1.953372	0.492810	0.076811	0.086557	0.265238	-0.086557	-0.223151	-0.070971	0.449212	0.070971	-0.586274	0.125367	
10	1.968003	0.505761	0.066228	0.029969	0.194892	-0.029969	-0.145435	-0.046707	0.328678	0.046707	-0.556001	0.119176	
11	1.877365	0.385435	0.057628	-0.109745	0.128391	0.109745	-0.073377	-0.087402	0.232068	0.087402	-0.543674	0.111356	
12	1.724986	0.148184	0.052380	-0.437371	0.053380	0.437371	-0.034629	-0.242689	0.188690	0.242689	-0.572724	0.102715	
13	1.573187	-0.088308	0.051845	-1.083026	-0.060248	1.083026	-0.025057	-0.552845	0.202019	0.552845	-0.630150	0.095128	
