kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_03_46.1	3-2-2021	11:56:59:872	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.725794	0.392485	0.296862	1.591405	0.549373	-1.591405	0.007992	0.173743	0.754962	-0.173743	-1.999612	0.262833	
1	1.533572	0.226404	0.298179	1.568243	0.474366	-1.568243	-0.121739	0.294728	0.832955	-0.294728	-1.999869	0.263920	
2	1.280332	0.020971	0.300374	1.571551	0.336798	-1.571551	-0.251073	0.242650	0.932845	-0.242650	-1.988749	0.263113	
3	0.953186	-0.387393	0.301283	1.589644	0.204591	-1.589644	-0.583830	0.200681	1.280141	-0.200681	-2.302268	0.259145	
4	0.757279	-0.699383	0.296639	1.472949	0.043885	-1.472949	-0.966006	0.302175	1.638720	-0.302175	-2.690417	0.249096	
5	0.918462	-0.508909	0.287725	0.645980	-0.172178	-0.645980	-0.948307	0.194362	1.593891	-0.194362	-2.647316	0.233437	
6	1.286713	-0.036634	0.280882	-0.767645	-0.326743	0.767645	-0.504651	-0.227066	1.268678	0.227066	-2.320066	0.217426	
7	1.529854	0.187421	0.278566	-1.877100	-0.320700	1.877100	-0.179718	-0.744827	1.178578	0.744827	-2.308600	0.205539	
8	1.668835	0.244268	0.277896	-2.470209	-0.242186	2.470209	-0.100425	-1.081969	1.250820	1.081969	-2.516344	0.196562	
9	1.931992	0.529018	0.278320	-2.448093	-0.107873	2.448093	0.167975	-1.066375	1.038774	1.066375	-2.421974	0.189532	
10	2.192999	0.800016	0.281456	-1.846132	0.158966	1.846132	0.446936	-1.125557	0.831197	1.125557	-2.316702	0.188360	
11	2.209729	0.656069	0.283585	-1.523962	0.444716	1.523962	0.188142	-1.665572	1.119589	1.665572	-2.749768	0.193458	
12	2.132341	0.438957	0.279416	-1.743670	0.557188	1.743670	-0.321977	-2.086798	1.462969	2.086798	-3.227576	0.198670	
13	2.097854	0.474566	0.271659	-1.726572	0.476721	1.726572	-0.575425	-2.070543	1.405068	2.070543	-3.134900	0.201372	
14	1.920248	0.358000	0.264535	-1.494479	0.274425	1.494479	-0.762086	-2.208273	1.414269	2.208273	-3.087388	0.204670	
15	1.583371	-0.115077	0.254910	-1.603433	-0.006062	1.603433	-1.097003	-2.511859	1.808433	2.511859	-3.671721	0.209360	
16	1.282474	-0.514112	0.240831	-1.786584	-0.257949	1.786584	-1.281525	-2.420268	2.111382	2.420268	-4.196949	0.213107	
17	1.024392	-0.641147	0.228547	-1.787985	-0.350708	1.787985	-1.129263	-2.144541	2.063943	2.144541	-4.054215	0.215257	
18	0.799703	-0.710878	0.222791	-1.809871	-0.354265	1.809871	-0.908151	-2.040982	1.992214	2.040982	-3.781289	0.215683	
19	0.824332	-0.660984	0.220494	-2.048212	-0.454775	2.048212	-0.787247	-1.951376	2.012263	1.951376	-3.696400	0.212446	
20	1.194083	-0.213155	0.218201	-2.509478	-0.573847	2.509478	-0.503636	-1.636243	1.757575	1.636243	-3.179609	0.206284	
21	1.609849	0.414134	0.217475	-2.946489	-0.484926	2.946489	0.016857	-1.183550	1.197198	1.183550	-2.179966	0.202931	
22	1.782247	0.708372	0.218869	-3.111194	-0.242691	3.111194	0.300206	-0.894759	0.888885	0.894759	-1.581247	0.205893	
23	1.841564	0.729487	0.218599	-3.187284	-0.010538	3.187284	0.176547	-0.787263	0.944504	0.787263	-1.507567	0.212252	
24	1.968334	0.864414	0.215451	-2.860490	0.293580	2.860490	0.103034	-0.503888	0.849812	0.503888	-1.275811	0.219414	
25	1.976332	0.978435	0.214618	-1.633133	0.731358	1.633133	0.202619	-0.301800	0.612885	0.301800	-0.908630	0.228222	
26	1.733402	0.778136	0.220270	-0.356819	1.039448	0.356819	0.137798	-0.642362	0.675624	0.642362	-0.897929	0.236763	
27	1.498050	0.473057	0.229614	-0.023447	0.947088	0.023447	-0.115052	-1.082231	0.951266	1.082231	-1.156954	0.240605	
28	1.396329	0.260100	0.237637	-0.266916	0.519739	0.266916	-0.355485	-1.190750	1.186127	1.190750	-1.425884	0.240151	
29	1.213053	-0.055424	0.241098	-0.506919	-0.036947	0.506919	-0.597024	-1.199944	1.492369	1.199944	-1.780799	0.237917	
30	0.940017	-0.468259	0.238167	-0.672888	-0.614806	0.672888	-0.850975	-1.250684	1.891033	1.250684	-2.223018	0.231610	
31	0.817564	-0.693061	0.229579	-1.014173	-1.105648	1.014173	-0.963686	-1.330249	2.170889	1.330249	-2.547680	0.219091	
32	0.847470	-0.723767	0.218252	-1.728928	-1.368088	1.728928	-0.879978	-1.557301	2.308288	1.557301	-2.727106	0.204251	
33	0.825829	-0.747360	0.207437	-2.762559	-1.416520	2.762559	-0.695079	-1.986832	2.390962	1.986832	-2.834160	0.191852	
34	0.677556	-0.756821	0.200528	-4.057332	-1.413307	4.057332	-0.467979	-2.404604	2.306954	2.404604	-2.728863	0.182566	
35	0.503847	-0.675455	0.199831	-5.306637	-1.428852	5.306637	-0.251180	-2.540356	1.995057	2.540356	-2.353156	0.175687	
36	0.527748	-0.479683	0.204446	-5.785310	-1.393442	5.785310	-0.126757	-2.266602	1.634752	2.266602	-1.969506	0.172290	
37	0.952424	-0.049122	0.210256	-4.519102	-1.182991	4.519102	0.022698	-1.257546	1.203757	1.257546	-1.608773	0.175498	
38	1.645438	0.664471	0.212713	-0.813292	-0.685249	0.813292	0.439726	0.602012	0.461536	-0.602012	-0.933263	0.187962	
39	2.185421	1.333349	0.211239	4.088925	0.011197	-4.088925	0.965180	2.338589	-0.352071	-2.338589	-0.083735	0.208693	
40	2.384103	1.577469	0.208667	7.556415	0.600604	-7.556415	1.097554	3.020645	-0.630167	-3.020645	0.262532	0.233614	
41	2.495448	1.568505	0.204354	8.647357	0.898394	-8.647357	0.873132	3.130498	-0.441150	-3.130498	0.099142	0.258274	
42	2.787338	1.794641	0.195426	8.472007	1.003347	-8.472007	0.967786	3.424323	-0.487644	-3.424323	0.170576	0.279755	
43	3.093075	2.153599	0.185205	7.891643	1.110223	-7.891643	1.433938	3.582463	-0.771270	-3.582463	0.493504	0.298016	
44	3.152248	2.158044	0.179700	6.858165	1.254571	-6.858165	1.570321	3.072872	-0.633294	-3.072872	0.335419	0.313395	
45	3.179325	2.019540	0.180508	5.488571	1.332543	-5.488571	1.503613	2.254212	-0.241501	-2.254212	-0.133730	0.324616	
46	3.270096	2.096471	0.191492	4.377489	1.358293	-4.377489	1.920976	1.560042	-0.202591	-1.560042	-0.219870	0.334311	
47	2.904175	1.865267	0.214264	3.364724	1.338469	-3.364724	2.295858	0.633417	-0.106838	-0.633417	-0.278509	0.347879	
48	2.050920	1.068924	0.236775	1.704537	1.055865	-1.704537	1.777037	-0.531024	0.542342	0.531024	-0.845315	0.362201	
49	1.463052	0.485433	0.248983	-0.366872	0.500785	0.366872	1.001951	-1.270297	1.108047	1.270297	-1.352608	0.369951	
50	1.259462	0.383956	0.255263	-1.810623	0.091818	1.810623	0.849413	-1.480615	1.126837	1.480615	-1.327940	0.373971	
51	0.865409	0.081094	0.262007	-2.057305	0.058200	2.057305	0.816949	-1.683102	1.255761	1.683102	-1.451394	0.381024	
52	0.314846	-0.541224	0.266822	-1.807435	0.133963	1.807435	0.287842	-2.181947	1.873210	2.181947	-2.160090	0.389239	
53	0.143729	-0.814487	0.266242	-1.668937	0.064500	1.668937	-0.082558	-2.505869	2.260188	2.505869	-2.710771	0.395491	
54	0.371216	-0.546548	0.263216	-0.868040	-0.084103	0.868040	0.499185	-2.437152	1.961186	2.437152	-2.500554	0.403159	
55	0.572565	-0.232123	0.261185	0.718375	-0.211768	-0.718375	1.554359	-2.346734	1.490712	2.346734	-2.024501	0.414359	
56	0.644489	-0.066586	0.259063	1.621334	-0.386991	-1.621334	2.172162	-2.187710	1.202430	2.187710	-1.713886	0.425990	
57	0.855322	0.318497	0.256877	1.424159	-0.686990	-1.424159	2.562672	-1.728953	0.670916	1.728953	-1.009668	0.435921	
58	1.242073	1.024600	0.259989	1.031692	-1.147150	-1.031692	3.356443	-1.425944	-0.318950	1.425944	0.416037	0.445018	
59	1.453320	1.545114	0.272043	0.651762	-1.729658	-0.651762	4.088636	-1.462082	-1.186197	1.462082	1.675382	0.454143	
60	1.281220	1.524352	0.290199	0.383366	-2.036853	-0.383366	4.124215	-1.349149	-1.430189	1.349149	1.979972	0.463059	
61	0.988821	1.227755	0.312784	1.101380	-1.477289	-1.101380	4.044390	-0.841976	-1.253751	0.841976	1.632365	0.472434	
62	0.878024	0.935671	0.343062	3.277222	-0.135085	-3.277222	4.267288	-0.160891	-0.815022	0.160891	0.960226	0.484478	
63	0.930290	0.633581	0.381731	5.476743	1.129548	-5.476743	4.129688	0.376733	0.000142	-0.376733	-0.153531	0.499506	
64	1.090930	0.476863	0.423165	6.277817	1.701425	-6.277817	3.554204	0.934047	0.692920	-0.934047	-1.200841	0.515816	
65	1.258955	0.503032	0.461631	6.047761	1.667571	-6.047761	2.972833	1.429076	0.890766	-1.429076	-1.734254	0.534770	
66	1.165775	0.278812	0.492594	5.386120	1.281209	-5.386120	1.987111	1.240938	1.364813	-1.240938	-2.618403	0.559194	
67	0.892838	-0.175868	0.511307	4.605640	0.730844	-4.605640	0.786330	0.403061	2.247379	-0.403061	-3.994384	0.587358	
68	0.850946	-0.236560	0.517905	4.273860	0.336564	-4.273860	0.711892	-0.388418	2.342323	0.388418	-4.352149	0.615260	
69	1.214526	0.268495	0.518208	4.747670	0.302861	-4.747670	2.087029	-0.877465	1.379284	0.877465	-3.399483	0.641316	
70	1.900902	0.988240	0.516142	5.490041	0.459947	-5.490041	3.923176	-1.275040	0.338493	1.275040	-2.623359	0.665067	
71	2.619611	1.611789	0.511740	5.665588	0.535918	-5.665588	5.483149	-1.733352	-0.246086	1.733352	-2.599402	0.686454	
72	3.039268	2.009253	0.509060	5.264287	0.527289	-5.264287	6.836629	-2.290570	-0.571541	2.290570	-2.591504	0.706925	
73	3.079422	2.072905	0.515124	4.740472	0.545752	-4.740472	7.731719	-2.881765	-0.509667	2.881765	-2.682635	0.727890	
