kww	// User ID
16-2-2021	// Evaluation date
caitlin-pilot_17_51.4	10-2-2021	16:11:54:314	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	0.349832	0.439030	0.631471	0.359658	3.299217	-0.359658	0.058574	4.621655	-0.162766	-4.621655	0.474688	0.720035	
1	0.298756	0.279413	0.632955	1.300327	3.196719	-1.300327	-0.288177	7.405897	-0.103595	-7.405897	0.483293	0.711446	
2	1.141089	-0.192992	0.617038	6.597105	4.971261	-6.597105	-3.765202	10.010087	1.876030	-10.010087	-1.300786	0.703978	
3	2.060694	-0.664168	0.586744	12.985722	7.409947	-12.985722	-7.956910	11.373486	3.868067	-11.373486	-2.917733	0.699587	
4	2.028762	-0.879177	0.552290	21.566667	7.402709	-21.566667	-9.186323	12.811739	3.920973	-12.811739	-2.964116	0.697713	
5	1.234316	-0.884468	0.519286	32.373078	4.726590	-32.373078	-7.306925	13.545246	2.603647	-13.545246	-2.094493	0.699125	
6	0.476295	-0.849221	0.489501	39.196553	1.604920	-39.196553	-4.613970	11.593334	1.368870	-11.593334	-1.241928	0.699577	
7	-0.293732	-0.736786	0.469748	37.882472	-1.567006	-37.882472	-1.626164	8.515016	0.168241	-8.515016	-0.177174	0.691795	
8	-1.454881	-0.473711	0.466765	31.769270	-5.839972	-31.769270	1.898623	7.298792	-1.242518	-7.298792	1.200975	0.677318	
9	-2.362108	-0.259558	0.496341	25.788303	-9.625132	-25.788303	4.382376	7.877316	-1.944056	-7.877316	1.910731	0.662731	
10	-1.979989	-0.361848	0.561410	20.819831	-9.472218	-20.819831	4.172532	7.475805	-1.303009	-7.475805	1.303314	0.645609	
11	-0.514881	-0.706197	0.616899	14.747495	-5.202538	-14.747495	2.055186	5.519886	-0.143393	-5.519886	0.143505	0.619951	
12	0.902000	-1.005391	0.624602	8.004578	-0.202394	-8.004578	-0.091328	4.572941	0.536730	-4.572941	-0.579814	0.591384	
13	1.717944	-1.158911	0.595382	2.045298	2.930333	-2.045298	-1.329555	5.171135	0.643837	-5.171135	-0.714054	0.572032	
14	2.122231	-1.240675	0.563078	-3.494879	4.130179	3.494879	-1.719886	5.957103	0.470936	-5.957103	-0.573474	0.563627	
15	2.278019	-1.267359	0.548951	-8.686169	4.341191	8.686169	-1.685377	6.248224	0.177319	-6.248224	-0.351839	0.556932	
16	2.208582	-1.204433	0.554134	-11.108627	4.256487	11.108627	-1.593462	6.378789	-0.144160	-6.378789	-0.133166	0.545496	
17	2.060489	-1.068666	0.568079	-7.013396	4.306779	7.013396	-1.606616	7.230010	-0.397365	-7.230010	0.004580	0.529052	
18	1.972681	-0.894070	0.578631	4.018045	4.774679	-4.018045	-1.684062	8.746042	-0.570978	-8.746042	0.054912	0.506191	
19	1.889018	-0.684721	0.582903	16.000002	5.601243	-16.000002	-1.686579	9.445164	-0.726703	-9.445164	0.099572	0.474566	
20	1.710791	-0.458375	0.586074	22.243879	6.240606	-22.243879	-1.406521	9.031035	-0.885123	-9.031035	0.199398	0.436713	
21	1.506743	-0.279649	0.588690	23.012072	6.238051	-23.012072	-0.920968	8.958675	-0.956979	-8.958675	0.268166	0.399278	
22	1.433283	-0.203958	0.585440	22.649134	5.912234	-22.649134	-1.106586	9.613302	-0.772230	-9.613302	0.109999	0.368863	
23	1.478431	-0.201473	0.574223	23.385672	5.623724	-23.385672	-2.523679	10.123503	-0.334338	-10.123503	-0.273091	0.348890	
24	1.415784	-0.173684	0.557071	26.166627	4.886851	-26.166627	-3.970785	10.630721	0.020476	-10.630721	-0.545480	0.336133	
25	1.059896	-0.053840	0.532214	31.258669	3.279092	-31.258669	-4.127264	12.205212	0.071715	-12.205212	-0.461618	0.324483	
26	0.535940	0.122475	0.488965	35.223054	1.580134	-35.223054	-3.661835	14.298600	0.021774	-14.298600	-0.220830	0.314138	
27	0.207925	0.258683	0.420474	32.865469	1.082715	-32.865469	-3.612769	14.380819	0.010977	-14.380819	-0.096675	0.307288	
28	0.218199	0.316787	0.340348	24.500062	1.830165	-24.500062	-3.540543	11.687156	-0.097207	-11.687156	-0.019872	0.299170	
29	0.223574	0.365683	0.272808	15.771538	2.287627	-15.771538	-2.734654	8.237448	-0.305681	-8.237448	0.166896	0.288088	
30	-0.129343	0.466002	0.230087	10.647511	1.235268	-10.647511	-1.475547	5.881081	-0.427114	-5.881081	0.397105	0.282296	
31	-0.600920	0.550551	0.212411	9.000559	-0.635804	-9.000559	-0.520313	4.734504	-0.393719	-4.734504	0.490729	0.286214	
32	-0.652718	0.511614	0.221323	8.277395	-1.661540	-8.277395	-0.109592	3.747222	-0.322045	-3.747222	0.422670	0.296090	
33	-0.232339	0.368142	0.244452	6.831395	-1.362048	-6.831395	0.160107	2.579786	-0.327626	-2.579786	0.311284	0.309908	
