kww	// User ID
16-2-2021	// Evaluation date
caitlin-pilot_07_44.8	10-2-2021	16:08:53:829	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.018969	0.811096	1.722301	-0.648149	-1.775786	0.648149	-7.749676	12.788048	3.408403	-12.788048	-6.080473	0.548387	
1	0.494993	0.368218	1.710143	8.751212	-0.572604	-8.751212	-8.845793	10.246081	3.236297	-10.246081	-5.447057	0.563986	
2	0.051855	-0.010934	1.705934	17.213539	0.802334	-17.213539	-9.632809	7.790163	3.167784	-7.790163	-5.044797	0.577064	
3	0.021290	-0.014077	1.700772	25.020192	1.277979	-25.020192	-10.902337	8.183623	2.994498	-8.183623	-4.704158	0.587590	
4	0.158593	0.139839	1.689616	28.939444	0.950116	-28.939444	-11.469184	7.885187	2.494441	-7.885187	-3.980320	0.594879	
5	0.247758	0.230378	1.680921	25.491031	0.469415	-25.491031	-10.132660	5.422076	1.960536	-5.422076	-3.218852	0.589503	
6	0.268631	0.235968	1.682021	18.860099	0.257088	-18.860099	0.000000	2.630719	-0.000000	-2.630719	-3.001293	0.563925	
7	0.187357	0.153325	1.692487	13.946192	0.324990	-13.946192	-5.980578	-0.290068	1.860497	0.290068	-3.044740	0.527287	
8	-0.022818	-0.035975	1.715311	10.418030	0.543569	-10.418030	-4.099464	-3.648221	1.858303	3.648221	-2.838748	0.494030	
9	-0.182056	-0.197831	1.752671	7.040129	0.761015	-7.040129	-2.806334	-4.865380	1.976768	4.865380	-2.834590	0.466987	
10	-0.070690	-0.144544	1.791169	4.622838	0.759505	-4.622838	-2.930574	-2.388102	2.378878	2.388102	-3.591602	0.447309	
11	0.188312	0.037311	1.812176	3.226700	0.430400	-3.226700	-3.544268	1.137911	2.780608	-1.137911	-4.582410	0.441014	
12	0.235261	0.039151	1.814318	0.426788	0.048485	-0.426788	-3.389522	3.021533	3.040630	-3.021533	-5.129102	0.445729	
13	0.031170	-0.181920	1.808638	-5.497568	0.067987	5.497568	-3.114459	4.083608	3.385282	-4.083608	-5.553478	0.450498	
14	-0.087117	-0.317231	1.798922	-10.131918	0.384749	10.131918	-3.786771	4.964718	3.872271	-4.964718	-6.333771	0.450560	
15	0.018161	-0.220737	1.786519	-8.514518	0.485101	8.514518	-4.787957	2.751750	4.220352	-2.751750	-7.012168	0.451497	
16	0.128901	-0.095233	1.781714	-3.283624	0.447182	3.283624	-4.996534	-2.434620	4.235953	2.434620	-7.031826	0.458038	
17	0.131567	-0.080557	1.790741	2.121422	0.585331	-2.121422	-5.014745	-4.967684	4.205386	4.967684	-6.864801	0.467951	
18	0.182010	-0.042250	1.803702	8.262582	0.668853	-8.262582	-6.050951	-2.673239	4.313745	2.673239	-6.913000	0.478018	
19	0.392065	0.162159	1.808382	13.444870	0.338615	-13.444870	-7.291412	0.399759	4.020248	-0.399759	-6.378208	0.491674	
20	0.640372	0.439823	1.805800	13.978277	-0.205405	-13.978277	-6.955753	0.924363	2.947198	-0.924363	-4.697576	0.514595	
21	0.732322	0.572342	1.805042	10.627794	-0.508375	-10.627794	-5.108540	-0.129962	1.770259	0.129962	-2.887219	0.544230	
22	0.664005	0.513198	1.810656	6.494211	-0.480599	-6.494211	-3.278733	-0.823731	1.418663	0.823731	-2.298899	0.574005	
23	0.595771	0.417352	1.821753	2.962048	-0.379619	-2.962048	-2.139807	-1.152760	1.946526	1.152760	-3.023152	0.605244	
24	0.550477	0.350181	1.837989	0.497890	-0.310973	-0.497890	-1.473227	-2.106220	2.715060	2.106220	-4.107242	0.642638	
25	0.383070	0.199651	1.860184	-0.056557	-0.095095	0.056557	-1.574318	-2.950589	3.343193	2.950589	-4.966814	0.677925	
26	0.098799	-0.064495	1.886041	2.272605	0.386517	-2.272605	-3.641449	-0.899063	4.259427	0.899063	-6.224993	0.690023	
27	-0.048209	-0.247080	1.903409	7.575414	0.961253	-7.575414	-8.460231	4.870510	5.955470	-4.870510	-8.530441	0.668147	
28	0.100093	-0.168904	1.896039	13.283032	1.335611	-13.283032	-14.021424	9.858744	7.626714	-9.858744	-10.657179	0.626978	
29	0.311942	0.018037	1.866982	15.140564	1.359112	-15.140564	-16.307152	9.562554	7.958958	-9.562554	-10.857765	0.588904	
30	0.274967	-0.002931	1.838818	11.961450	1.252708	-11.961450	-14.498971	6.287665	7.585497	-6.287665	-10.141599	0.559300	
31	0.096529	-0.211633	1.820763	7.088834	1.255905	-7.088834	-11.847728	5.049906	8.197621	-5.049906	-10.771968	0.532079	
32	0.053049	-0.328890	1.801529	3.986385	1.194544	-3.986385	-10.273139	5.907513	9.387016	-5.907513	-12.177547	0.507373	
33	0.048276	-0.342622	1.777321	2.843313	0.969784	-2.843313	-8.232359	5.151951	9.360483	-5.151951	-12.018310	0.487860	
34	-0.079457	-0.393049	1.760912	1.574419	0.673548	-1.574419	-4.415265	1.724691	7.809636	-1.724691	-9.930881	0.470431	
35	-0.067208	-0.326651	1.758797	-0.552200	0.315904	0.552200	-0.650474	-0.808010	5.860554	0.808010	-7.349938	0.456950	
