kww	// User ID
16-2-2021	// Evaluation date
kevin-pilot_07_54.3	16-2-2021	11:41:20:180	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.790705	// height
85.991959	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	-0.310328	0.349241	0.285815	3.786530	0.144184	-3.786530	0.537364	1.282978	-0.526167	-1.282978	-0.509621	0.275053	
1	1.266482	1.737383	0.301164	1.678636	0.747742	-1.678636	-0.400787	0.514707	-0.144176	-0.514707	-1.082354	0.266701	
2	1.946134	2.090347	0.312420	0.576582	0.768577	-0.576582	-2.256021	2.086898	0.205337	-2.086898	-1.015802	0.260349	
3	1.677110	1.774441	0.324731	-0.249803	0.525303	0.249803	-2.759676	2.427956	0.211841	-2.427956	-0.797078	0.257750	
4	1.494721	2.023119	0.347124	-1.161262	0.582295	1.161262	-1.529867	0.527833	-0.128640	-0.527833	-1.212106	0.258520	
5	0.798841	1.918852	0.362956	-0.306164	0.587687	0.306164	0.071788	0.117806	-0.666140	-0.117806	-1.642212	0.262501	
6	-1.006976	0.381897	0.357243	2.665655	0.230629	-2.665655	1.151265	2.331900	-1.094028	-2.331900	-1.347668	0.271294	
7	-2.138106	-0.908069	0.330665	5.182795	-0.149029	-5.182795	1.815686	3.002718	-1.087878	-3.002718	-0.720120	0.284695	
8	-1.356755	-0.343218	0.295982	6.374522	-0.076009	-6.374522	1.964433	1.709066	-0.788352	-1.709066	-0.634740	0.297719	
9	-0.347281	0.653337	0.268238	7.528478	0.212111	-7.528478	1.461615	2.409988	-0.636518	-2.409988	-1.016733	0.304629	
10	-0.482943	0.435908	0.243965	8.055103	0.085560	-8.055103	0.711854	4.461782	-0.574344	-4.461782	-0.859745	0.304544	
11	-0.755288	-0.231206	0.221169	6.406361	-0.234496	-6.406361	0.320906	4.019864	-0.326642	-4.019864	-0.243908	0.299790	
12	-0.499081	-0.357340	0.214361	3.412180	-0.206440	-3.412180	0.298913	1.877600	-0.055737	-1.877600	0.067871	0.291323	
13	-0.699298	-0.471671	0.224436	1.456017	-0.135195	-1.456017	0.412304	1.636548	-0.133635	-1.636548	0.130598	0.280320	
14	-1.529164	-0.927161	0.235283	1.452220	-0.289716	-1.452220	0.652943	2.997784	-0.448934	-2.997784	0.343707	0.270171	
15	-1.502057	-0.853121	0.244326	2.292657	-0.197734	-2.292657	0.759697	2.628055	-0.487944	-2.628055	0.323956	0.263155	
