kww	// User ID
16-2-2021	// Evaluation date
caitlin-pilot_29_37.2	10-2-2021	16:17:41:146	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.044659	0.542078	0.068865	-1.546763	-0.000000	1.546763	-0.239871	-0.350611	-0.037059	0.350611	0.066068	0.056551	
1	1.248837	0.738929	0.065952	-2.154267	-0.069236	2.154267	-0.281949	-0.515199	-0.090958	0.515199	0.000000	0.058370	
2	1.631921	1.036937	0.065180	-2.765872	0.000000	2.765872	-0.347568	-0.762055	-0.155267	0.762055	0.000000	0.057039	
3	2.109051	1.384395	0.066341	-2.987837	0.000000	2.987837	-0.361249	-0.988912	-0.232452	0.988912	0.000000	0.052654	
4	2.551902	1.683991	0.068341	-2.700695	-0.028595	2.700695	-0.311435	-1.083277	-0.295370	1.083277	0.077918	0.043629	
5	2.768507	1.803695	0.071069	-2.120153	-0.025602	2.120153	-0.211668	-0.948287	-0.315879	0.948287	0.112579	0.030431	
6	2.715307	1.761632	0.075242	-1.358486	0.000000	1.358486	-0.043722	-0.627258	-0.332210	0.627258	0.000000	0.018405	
7	2.448134	1.601353	0.080280	-0.608352	0.000000	0.608352	0.127758	-0.264855	-0.352905	0.264855	0.000000	0.015523	
8	2.016844	1.251004	0.084322	-0.159281	0.000000	0.159281	0.144939	0.010828	-0.277473	-0.010828	0.000000	0.021545	
9	1.554427	0.762473	0.086164	-0.006050	-0.000000	0.006050	0.002529	0.109658	-0.092371	-0.109658	0.200715	0.029266	
10	1.321707	0.484398	0.085799	-0.113626	-0.000000	0.113626	-0.093004	0.081391	-0.001307	-0.081391	0.229933	0.034528	
11	1.424089	0.640105	0.083971	-0.418479	-0.000000	0.418479	-0.004881	0.079862	-0.152008	-0.079862	0.000000	0.037225	
12	1.637515	0.983999	0.081925	-0.584662	-0.000000	0.584662	0.158730	0.113398	-0.398763	-0.113398	0.000000	0.037733	
13	1.700780	1.165089	0.080540	-0.582473	-0.039678	0.582473	0.240735	0.058519	-0.536796	-0.058519	0.000000	0.035103	
14	1.567736	1.108392	0.079649	-0.690057	-0.000000	0.690057	0.220515	-0.068997	-0.533405	0.068997	0.022523	0.031476	
15	1.339222	0.919806	0.078198	-0.870529	-0.000000	0.870529	0.148330	-0.181230	-0.448220	0.181230	0.000000	0.031475	
16	1.149840	0.726220	0.074693	-1.042610	0.067679	1.042610	0.069244	-0.263917	-0.347562	0.263917	0.000000	0.035828	
17	1.066547	0.604471	0.068313	-1.219837	0.081152	1.219837	0.022917	-0.313575	-0.277157	0.313575	0.000000	0.042948	
18	1.026248	0.517534	0.059939	-1.220129	0.069532	1.220129	0.015601	-0.320041	-0.227024	0.320041	0.035812	0.052045	
19	0.985735	0.439391	0.052494	-0.874523	0.046995	0.874523	0.037094	-0.273442	-0.188561	0.273442	0.035203	0.062696	
20	1.061951	0.494210	0.049995	-0.387109	-0.000000	0.387109	0.114417	-0.162664	-0.216335	0.162664	0.026552	0.074493	
21	1.282806	0.715065	0.053574	0.002349	0.000000	-0.002349	0.233539	0.012379	-0.309934	-0.012379	0.011171	0.087254	
22	1.393605	0.862590	0.060103	0.294620	0.000000	-0.294620	0.289778	0.209159	-0.357085	-0.209159	0.000000	0.100832	
