kww	// User ID
16-2-2021	// Evaluation date
nate-pilot_09_58.0	12-2-2021	09:39:08:333	// Source file name and timestamp
238.095	// Sampling rate
4.759	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	-1.234252	-0.514569	0.249882	-1.689884	-0.296204	1.689884	0.527474	-1.083280	-0.002306	1.083280	0.631438	0.159016	
1	-1.281108	-0.414954	0.250556	-1.983321	-0.180914	1.983321	0.087373	-0.870134	0.177061	0.870134	0.783933	0.155886	
2	-1.274681	-0.350069	0.253492	-2.263905	-0.137613	2.263905	-0.126174	-0.829762	0.264245	0.829762	0.807037	0.152851	
3	-1.221193	-0.368405	0.256276	-2.120603	-0.274489	2.120603	0.221458	-0.909636	0.178061	0.909636	0.671990	0.150481	
4	-1.131335	-0.424956	0.253523	-1.380389	-0.550092	1.380389	0.998346	-1.027030	0.006609	1.027030	0.481973	0.150222	
5	-1.025335	-0.448980	0.243040	-0.702268	-0.786323	0.702268	1.718447	-1.246689	-0.117885	1.246689	0.345037	0.152214	
6	-0.942128	-0.425912	0.227893	-0.900402	-0.850630	0.900402	2.019240	-1.591058	-0.157050	1.591058	0.284570	0.154071	
7	-0.934694	-0.405408	0.212702	-1.814576	-0.781752	1.814576	1.966336	-1.919005	-0.172472	1.919005	0.269496	0.152819	
8	-1.016211	-0.435197	0.199101	-2.633656	-0.709352	2.633656	1.891450	-2.121335	-0.235830	2.121335	0.266858	0.147590	
9	-1.120366	-0.490676	0.185989	-2.883661	-0.682204	2.883661	1.931976	-2.203281	-0.327282	2.203281	0.262713	0.139890	
10	-1.161593	-0.511736	0.173219	-2.757797	-0.639908	2.757797	1.904410	-2.193030	-0.379272	2.193030	0.249850	0.132181	
11	-1.105159	-0.475436	0.162176	-2.671425	-0.521839	2.671425	1.605417	-2.076344	-0.371742	2.076344	0.221416	0.126745	
12	-0.977542	-0.390026	0.153192	-2.709872	-0.333788	2.709872	1.044497	-1.823902	-0.304136	1.823902	0.182469	0.125203	
13	-0.850313	-0.280641	0.144720	-2.720803	-0.136738	2.720803	0.445189	-1.470406	-0.182498	1.470406	0.142650	0.128304	
14	-0.814230	-0.211051	0.135184	-2.563729	-0.015909	2.563729	0.088996	-1.122458	-0.078759	1.122458	0.105453	0.135427	
15	-0.955810	-0.258324	0.124784	-2.204951	-0.021357	2.204951	0.095560	-0.863711	-0.080907	0.863711	0.077459	0.144274	
16	-1.295402	-0.434481	0.114830	-1.689208	-0.133370	1.689208	0.383548	-0.688188	-0.185744	0.688188	0.055072	0.152261	
17	-1.698248	-0.667536	0.105169	-0.973083	-0.308396	0.973083	0.820183	-0.551271	-0.333885	0.551271	0.021381	0.157735	
18	-1.936240	-0.865378	0.094600	-0.132825	-0.515458	0.132825	1.268027	-0.462242	-0.485467	0.462242	-0.006515	0.159063	
19	-1.901092	-0.972237	0.083906	0.365036	-0.715662	-0.365036	1.563091	-0.474455	-0.602352	0.474455	0.013578	0.154931	
20	-1.670083	-0.981861	0.075167	0.200429	-0.866220	-0.200429	1.625005	-0.589331	-0.648928	0.589331	0.083882	0.146372	
21	-1.350142	-0.913618	0.069218	-0.364849	-0.942906	0.364849	1.506550	-0.746412	-0.619737	0.746412	0.173866	0.135655	
22	-0.992652	-0.781462	0.066740	-0.933844	-0.929690	0.933844	1.280874	-0.883768	-0.528000	0.883768	0.255485	0.123693	
23	-0.654026	-0.609480	0.068809	-1.354580	-0.824721	1.354580	0.994426	-0.965230	-0.400996	0.965230	0.304697	0.111034	
24	-0.378575	-0.440370	0.074238	-1.619883	-0.664706	1.619883	0.704439	-0.957494	-0.276391	0.957494	0.322066	0.099010	
25	-0.145284	-0.298453	0.081667	-1.659521	-0.508831	1.659521	0.468707	-0.842917	-0.175205	0.842917	0.339756	0.088676	
26	0.039162	-0.194644	0.092615	-1.437879	-0.400909	1.437879	0.314032	-0.666570	-0.102617	0.666570	0.370292	0.080463	
27	0.076005	-0.146257	0.108688	-1.141964	-0.341514	1.141964	0.225314	-0.519250	-0.060935	0.519250	0.348540	0.073998	
28	-0.098875	-0.153920	0.128470	-0.970198	-0.307975	0.970198	0.175493	-0.447015	-0.047433	0.447015	0.178847	0.068399	
29	-0.420051	-0.206388	0.149098	-0.874466	-0.303644	0.874466	0.167060	-0.417178	-0.058775	0.417178	-0.122089	0.063771	
30	-0.761445	-0.276942	0.167272	-0.730348	-0.324510	0.730348	0.197066	-0.391780	-0.084008	0.391780	-0.451641	0.060978	
31	-1.035048	-0.302125	0.179138	-0.550867	-0.326724	0.550867	0.233269	-0.369775	-0.105976	0.369775	-0.799114	0.060115	
32	-1.224370	-0.254837	0.182437	-0.401873	-0.301309	0.401873	0.261802	-0.343308	-0.123513	0.343308	-1.191833	0.060467	
33	-1.325504	-0.187829	0.178392	-0.279058	-0.287432	0.279058	0.284517	-0.295154	-0.140907	0.295154	-1.513685	0.061013	
34	-1.324427	-0.151809	0.170206	-0.168581	-0.296904	0.168581	0.286849	-0.224978	-0.149427	0.224978	-1.621104	0.060629	
35	-1.287796	-0.166423	0.161281	-0.106634	-0.320578	0.106634	0.262456	-0.140012	-0.146337	0.140012	-1.556032	0.059409	
36	-1.302277	-0.237163	0.154813	-0.142459	-0.356155	0.142459	0.218225	-0.059314	-0.136265	0.059314	-1.437053	0.059324	
37	-1.314469	-0.314555	0.151945	-0.299196	-0.374755	0.299196	0.161499	-0.046583	-0.117714	0.046583	-1.289348	0.062001	
38	-1.227562	-0.319057	0.149936	-0.528957	-0.337412	0.528957	0.116941	-0.150539	-0.100290	0.150539	-1.138242	0.066565	
39	-1.048878	-0.232588	0.146215	-0.724445	-0.250926	0.724445	0.106229	-0.307014	-0.105684	0.307014	-1.045649	0.070456	
40	-0.833762	-0.098327	0.142211	-0.809101	-0.156816	0.809101	0.122514	-0.415425	-0.142316	0.415425	-1.010167	0.071741	
41	-0.643330	0.029713	0.139731	-0.773508	-0.090594	0.773508	0.154586	-0.452610	-0.201618	0.452610	-1.005281	0.069601	
42	-0.542992	0.110413	0.138416	-0.644693	-0.062567	0.644693	0.195378	-0.416281	-0.268293	0.416281	-1.036207	0.063835	
43	-0.550193	0.131168	0.137738	-0.456685	-0.062498	0.456685	0.229785	-0.283023	-0.326833	0.283023	-1.099274	0.055101	
44	-0.664790	0.080460	0.138036	-0.217102	-0.079619	0.217102	0.218040	-0.053342	-0.355528	0.053342	-1.168662	0.045363	
45	-0.900577	-0.066543	0.139938	0.107705	-0.107701	-0.107705	0.100236	0.259336	-0.319294	-0.259336	-1.206910	0.037008	
46	-1.204538	-0.279503	0.143308	0.531126	-0.139511	-0.531126	-0.115466	0.629446	-0.215434	-0.629446	-1.194753	0.030610	
47	-1.470493	-0.467992	0.146060	1.008292	-0.171850	-1.008292	-0.327555	0.993339	-0.107718	-0.993339	-1.173303	0.024810	
48	-1.642300	-0.565903	0.145870	1.459381	-0.207700	-1.459381	-0.439759	1.249315	-0.073620	-1.249315	-1.207928	0.019343	
49	-1.737120	-0.565100	0.143094	1.775696	-0.261732	-1.775696	-0.384299	1.269706	-0.153861	-1.269706	-1.338091	0.015383	
50	-1.809342	-0.516183	0.139440	1.894257	-0.344374	-1.894257	-0.167621	1.048887	-0.312033	-1.048887	-1.523918	0.013436	
51	-1.856609	-0.488846	0.135290	1.865940	-0.416709	-1.865940	0.042654	0.797876	-0.427281	-0.797876	-1.608629	0.013216	
52	-1.799091	-0.483756	0.130447	1.796148	-0.421719	-1.796148	0.088030	0.725732	-0.428606	-0.725732	-1.493240	0.013115	
53	-1.630191	-0.452069	0.125463	1.773963	-0.370494	-1.773963	0.029938	0.821216	-0.387981	-0.821216	-1.293267	0.011586	
54	-1.447027	-0.386628	0.122245	1.794514	-0.319320	-1.794514	0.027029	0.892674	-0.391666	-0.892674	-1.159969	0.008730	
