kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_18_62.1	3-2-2021	12:02:04:724	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.340437	-0.141272	0.052002	0.554930	0.000000	-0.554930	0.047337	0.391496	-0.153864	-0.391496	0.361795	0.077180	
1	1.519837	0.020000	0.043264	0.381032	0.000000	-0.381032	0.048182	0.271275	-0.160118	-0.271275	0.319772	0.069913	
2	1.827628	0.335100	0.038720	0.109181	0.000000	-0.109181	0.042789	0.119118	-0.173462	-0.119118	0.278529	0.064585	
3	2.116228	0.637207	0.039088	-0.063034	0.000000	0.063034	0.034270	0.041296	-0.189405	-0.041296	0.255244	0.061923	
4	2.400373	0.947591	0.044458	-0.097039	0.000000	0.097039	0.029128	0.026491	-0.205859	-0.026491	0.237072	0.062608	
5	2.650435	1.245543	0.055375	-0.087684	0.000000	0.087684	-0.000000	0.004857	0.000000	-0.004857	0.210991	0.067641	
6	2.763545	1.377196	0.071031	-0.140744	0.000000	0.140744	-0.000000	-0.053195	0.000000	0.053195	0.198484	0.078505	
7	2.701883	1.256926	0.087308	-0.221871	0.000000	0.221871	-0.000000	-0.086110	0.000000	0.086110	0.239909	0.094243	
8	2.606408	1.080372	0.100283	-0.273391	0.000000	0.273391	-0.000000	-0.086789	0.000000	0.086789	0.301060	0.108563	
9	2.576317	1.008611	0.110034	-0.406107	0.000000	0.406107	-0.000000	-0.135274	0.000000	0.135274	0.319433	0.116142	
10	2.515858	0.902790	0.117447	-0.637122	0.000000	0.637122	0.000000	-0.181296	0.000000	0.181296	0.325883	0.118118	
11	2.374845	0.682163	0.121076	-0.742312	0.000000	0.742312	0.000000	-0.124505	0.000000	0.124505	0.350266	0.117362	
12	2.262327	0.539305	0.120367	-0.615519	0.000000	0.615519	0.000000	-0.063385	0.000000	0.063385	0.325677	0.114093	
13	2.198688	0.551716	0.117597	-0.457624	0.000000	0.457624	-0.000000	-0.116945	0.000000	0.116945	0.236518	0.108959	
14	2.062687	0.524756	0.114433	-0.349527	0.000000	0.349527	0.000000	-0.152127	0.000000	0.152127	0.165760	0.104207	
15	1.850003	0.382817	0.110434	-0.162741	0.000000	0.162741	0.000000	-0.065589	0.000000	0.065589	0.142935	0.100194	
16	1.697884	0.294854	0.105471	0.050420	0.000000	-0.050420	0.000000	0.027973	0.000000	-0.027973	0.119605	0.095605	
17	1.631970	0.310386	0.100894	0.141136	0.000000	-0.141136	0.000000	0.067370	0.000000	-0.067370	0.085898	0.090300	
18	1.514143	0.241847	0.097248	0.190378	0.000000	-0.190378	0.000000	0.174052	0.000000	-0.174052	0.081962	0.085702	
19	1.277373	0.015308	0.092507	0.354933	0.000000	-0.354933	0.000000	0.407836	0.000000	-0.407836	0.112147	0.083117	
20	1.048287	-0.189667	0.084914	0.582950	0.000000	-0.582950	0.000000	0.646324	0.000000	-0.646324	0.135180	0.082433	
21	0.940556	-0.267696	0.075583	0.737172	0.000000	-0.737172	0.000000	0.802350	0.000000	-0.802350	0.138996	0.082747	
22	0.903603	-0.316049	0.066202	0.884576	0.000000	-0.884576	0.000000	0.953791	0.000000	-0.953791	0.145141	0.083035	
23	0.886019	-0.376560	0.057022	1.173311	0.000000	-1.173311	0.000000	1.128658	0.000000	-1.128658	0.157724	0.081677	
24	0.932410	-0.377315	0.048246	1.546897	0.000000	-1.546897	0.000000	1.230862	0.000000	-1.230862	0.168090	0.077568	
25	1.078620	-0.283798	0.040872	1.851967	0.000000	-1.851967	0.000000	1.211268	0.000000	-1.211268	0.176964	0.071586	
26	1.330296	-0.081290	0.035962	1.996486	0.000000	-1.996486	0.000000	1.066435	0.000000	-1.066435	0.186625	0.065526	
27	1.666113	0.232870	0.034019	1.881953	0.000000	-1.881953	0.000000	0.804160	0.000000	-0.804160	0.198135	0.060614	
28	1.984480	0.552133	0.034669	1.525263	0.000000	-1.525263	-0.000000	0.522615	0.000000	-0.522615	0.214125	0.057488	
29	2.178899	0.751092	0.036996	1.140466	0.000000	-1.140466	-0.000000	0.312628	0.000000	-0.312628	0.233102	0.056147	
30	2.253128	0.838820	0.040348	0.870686	0.000000	-0.870686	-0.000000	0.145136	0.000000	-0.145136	0.250264	0.055635	
31	2.265355	0.875565	0.045057	0.658553	0.000000	-0.658553	-0.000000	-0.015297	0.000000	0.015297	0.264775	0.054731	
32	2.220720	0.842141	0.051482	0.491418	0.000000	-0.491418	-0.000000	-0.108503	0.000000	0.108503	0.281187	0.053026	
33	2.108659	0.719916	0.058363	0.491687	0.000000	-0.491687	0.041011	-0.089620	-0.041236	0.089620	0.302554	0.050682	
34	1.973441	0.579982	0.063831	0.647816	0.000000	-0.647816	0.043379	-0.020960	-0.038722	0.020960	0.325121	0.047769	
35	1.853544	0.466091	0.067266	0.786667	0.000000	-0.786667	0.050120	0.052489	-0.039884	-0.052489	0.347744	0.044717	
36	1.726876	0.321109	0.068618	0.890422	0.000000	-0.890422	0.058120	0.179300	-0.040621	-0.179300	0.375533	0.042652	
37	1.580104	0.132547	0.067315	1.018091	0.000000	-1.018091	0.061578	0.351838	-0.034545	-0.351838	0.402910	0.042449	
38	1.461539	0.001387	0.063856	1.046219	0.000000	-1.046219	0.060136	0.464477	-0.034515	-0.464477	0.413309	0.043928	
39	1.409076	-0.040967	0.060790	0.914590	0.000000	-0.914590	0.041802	0.484632	-0.050559	-0.484632	0.408065	0.046470	
40	1.389939	-0.094249	0.059970	0.798131	0.000000	-0.798131	-0.007371	0.474283	-0.066400	-0.474283	0.399852	0.049567	
41	1.409679	-0.131061	0.060997	0.784641	0.000000	-0.784641	-0.052640	0.477984	-0.087239	-0.477984	0.381930	0.052572	
42	1.557876	0.020369	0.063124	0.825681	0.000000	-0.825681	-0.043638	0.497994	-0.145796	-0.497994	0.350458	0.054992	
43	1.809094	0.310437	0.065549	0.796115	0.000000	-0.796115	0.000143	0.484337	-0.219132	-0.484337	0.321068	0.057296	
44	2.011695	0.507445	0.066769	0.599195	0.000000	-0.599195	0.037050	0.424823	-0.252440	-0.424823	0.296232	0.060243	
45	2.127740	0.599321	0.065157	0.340616	0.000000	-0.340616	0.068977	0.353242	-0.248508	-0.353242	0.265481	0.063447	
46	2.209816	0.714831	0.060283	0.080504	0.000000	-0.080504	0.096312	0.230190	-0.235500	-0.230190	0.225701	0.065578	
47	2.261416	0.835480	0.053415	-0.241379	0.000000	0.241379	0.105242	0.040601	-0.221011	-0.040601	0.186486	0.066306	
48	2.294105	0.904607	0.046244	-0.549240	0.000000	0.549240	0.102018	-0.138400	-0.208552	0.138400	0.155692	0.066937	
49	2.336873	0.962305	0.040575	-0.746950	0.000000	0.746950	0.099524	-0.284842	-0.200603	0.284842	0.000000	0.068591	
50	2.366186	1.028713	0.039712	-0.890201	0.000000	0.890201	0.000000	-0.435637	0.000000	0.435637	0.106332	0.071246	
51	2.348352	1.035008	0.045897	-1.020829	0.000000	1.020829	0.000000	-0.536695	0.000000	0.536695	0.092438	0.075088	
52	2.298700	0.930329	0.056036	-0.992205	0.000000	0.992205	0.000000	-0.487302	0.000000	0.487302	0.102556	0.080556	
53	2.226369	0.754633	0.065492	-0.664472	0.000000	0.664472	0.000000	-0.296357	0.000000	0.296357	0.133080	0.086903	
54	2.098145	0.558049	0.071994	-0.163663	0.000000	0.163663	0.000000	-0.067186	0.000000	0.067186	0.166097	0.092921	
55	1.915079	0.347459	0.074983	0.289005	0.000000	-0.289005	0.000000	0.160179	0.000000	-0.160179	0.193680	0.097890	
56	1.743676	0.156198	0.074254	0.689413	0.000000	-0.689413	0.000000	0.392223	0.000000	-0.392223	0.211179	0.100377	
57	1.639150	0.055497	0.070510	1.036420	0.000000	-1.036420	0.000000	0.570347	0.000000	-0.570347	0.208564	0.098464	
58	1.571226	0.036450	0.065475	1.249358	0.000000	-1.249358	0.000000	0.666623	0.000000	-0.666623	0.189846	0.092139	
59	1.488376	0.019690	0.060112	1.385756	0.000000	-1.385756	0.000000	0.739789	0.000000	-0.739789	0.171457	0.083105	
