kww	// User ID
16-2-2021	// Evaluation date
caitlin-pilot_04_40.1	10-2-2021	16:08:09:566	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	0.536412	0.085658	0.076215	-1.194536	0.067342	1.194536	-0.077445	-0.524201	0.033555	0.524201	0.050562	0.170214	
1	0.793047	0.175154	0.073005	-1.486846	0.057935	1.486846	-0.072564	-0.619397	0.042468	0.619397	0.028162	0.158459	
2	0.792052	0.182366	0.071504	-1.543843	0.029745	1.543843	-0.056585	-0.635943	0.043147	0.635943	0.024023	0.152565	
3	0.610931	0.130176	0.071302	-1.396150	0.004664	1.396150	-0.044409	-0.601926	0.039206	0.601926	0.034204	0.151522	
4	0.391766	0.069033	0.072558	-1.191957	-0.015366	1.191957	-0.034084	-0.528581	0.031616	0.528581	0.043203	0.155654	
5	0.188875	0.011811	0.075310	-1.008373	-0.031447	1.008373	-0.023468	-0.416951	0.021414	0.416951	0.050580	0.166893	
6	0.028013	-0.041608	0.078609	-0.829269	-0.044641	0.829269	-0.014038	-0.273176	0.009050	0.273176	0.063711	0.181181	
7	-0.047773	-0.073068	0.081914	-0.620586	-0.058050	0.620586	-0.007302	-0.143558	-0.002159	0.143558	0.072628	0.192819	
8	-0.023415	-0.069976	0.085974	-0.449529	-0.066784	0.449529	-0.009345	-0.089507	-0.004705	0.089507	0.064479	0.202837	
9	0.040871	-0.057218	0.090678	-0.387214	-0.064096	0.387214	-0.018761	-0.079525	-0.000605	0.079525	0.051116	0.215517	
10	0.062274	-0.065958	0.093879	-0.332594	-0.050214	0.332594	-0.021934	-0.034487	-0.000240	0.034487	0.048239	0.229031	
11	0.035554	-0.084896	0.093602	-0.190436	-0.024214	0.190436	-0.016905	0.041252	-0.004230	-0.041252	0.047250	0.237315	
12	-0.001521	-0.088789	0.090261	-0.037248	0.013860	0.037248	-0.013087	0.091709	-0.005977	-0.091709	0.036377	0.239033	
13	-0.051907	-0.082656	0.085348	0.045597	0.048324	-0.045597	-0.009667	0.116888	-0.006129	-0.116888	0.023915	0.237809	
14	-0.104991	-0.074619	0.079259	0.080980	0.062681	-0.080980	-0.003694	0.129227	-0.006321	-0.129227	0.015787	0.234990	
15	-0.101964	-0.051938	0.071887	0.070440	0.063620	-0.070440	-0.003084	0.088827	-0.001268	-0.088827	0.006170	0.228966	
16	-0.036683	-0.014555	0.063289	-0.035349	0.062913	0.035349	-0.010323	-0.016877	0.009352	0.016877	-0.005529	0.221405	
17	0.013331	0.008772	0.053180	-0.241919	0.058681	0.241919	-0.014883	-0.128670	0.016576	0.128670	-0.012147	0.218220	
18	-0.009006	-0.004234	0.040625	-0.473632	0.052972	0.473632	-0.012612	-0.201309	0.016382	0.201309	-0.010766	0.223208	
19	-0.074983	-0.042788	0.024951	-0.648716	0.055391	0.648716	-0.015240	-0.244015	0.015017	0.244015	-0.007657	0.234638	
20	-0.117016	-0.079082	0.006975	-0.730461	0.066723	0.730461	-0.032457	-0.265571	0.018613	0.265571	-0.011220	0.249815	
21	-0.102264	-0.095119	0.011213	-0.691375	0.080210	0.691375	-0.055786	-0.247121	0.025452	0.247121	-0.022967	0.269309	
22	-0.036702	-0.086964	0.025594	-0.516918	0.091631	0.516918	-0.069106	-0.174945	0.030274	0.174945	-0.037981	0.292856	
23	0.072303	-0.056435	0.034425	-0.228374	0.101396	0.228374	-0.069700	-0.064778	0.032264	0.064778	-0.051997	0.314313	
24	0.213181	-0.010674	0.037838	0.105189	0.110675	-0.105189	-0.065405	0.060813	0.033014	-0.060813	-0.062819	0.324955	
25	0.353708	0.036812	0.038126	0.418764	0.113873	-0.418764	-0.059845	0.186123	0.032692	-0.186123	-0.068308	0.323531	
26	0.461034	0.073645	0.039349	0.695453	0.100687	-0.695453	-0.052483	0.295573	0.031876	-0.295573	-0.068625	0.319335	
27	0.529447	0.096918	0.043338	0.916840	0.067389	-0.916840	-0.044977	0.390641	0.031423	-0.390641	-0.068115	0.320816	
28	0.570984	0.110481	0.046552	1.044031	0.013683	-1.044031	-0.043192	0.462406	0.032160	-0.462406	-0.071398	0.326888	
29	0.580281	0.113985	0.046257	0.956022	-0.060704	-0.956022	-0.059078	0.446932	0.036683	-0.446932	-0.077827	0.333918	
30	0.529660	0.099358	0.044999	0.547253	-0.138105	-0.547253	-0.095785	0.316621	0.044450	-0.316621	-0.080885	0.341972	
31	0.410722	0.062942	0.045601	0.048206	-0.190802	-0.048206	-0.124427	0.163062	0.047707	-0.163062	-0.076274	0.348977	
32	0.262225	0.017003	0.045982	-0.170699	-0.211996	0.170699	-0.119936	0.072537	0.043904	-0.072537	-0.068801	0.348080	
33	0.137021	-0.020802	0.043978	-0.118827	-0.208823	0.118827	-0.098835	0.034623	0.039812	-0.034623	-0.065212	0.338237	
34	0.050534	-0.046986	0.040514	-0.023680	-0.183998	0.023680	-0.080056	0.019878	0.038670	-0.019878	-0.065415	0.329898	
35	-0.017965	-0.069693	0.037344	0.064045	-0.150387	-0.064045	-0.059300	0.023088	0.037639	-0.023088	-0.067362	0.332525	
36	-0.076093	-0.089636	0.038232	0.160328	-0.133175	-0.160328	-0.036653	0.027261	0.036384	-0.027261	-0.073998	0.343499	
37	-0.106473	-0.100334	0.048405	0.198138	-0.137271	-0.198138	-0.020834	0.014526	0.036494	-0.014526	-0.086855	0.354971	
38	-0.101388	-0.102648	0.065571	0.195771	-0.142755	-0.195771	-0.011016	0.007106	0.036889	-0.007106	-0.101089	0.363337	
39	-0.057826	-0.098349	0.083944	0.264823	-0.126623	-0.264823	-0.011158	0.046039	0.037683	-0.046039	-0.116954	0.366020	
40	0.045899	-0.077582	0.099945	0.399540	-0.070242	-0.399540	-0.041795	0.135223	0.044035	-0.135223	-0.143169	0.356951	
41	0.219501	-0.032281	0.110171	0.461172	0.037593	-0.461172	-0.117540	0.209095	0.062384	-0.209095	-0.180651	0.333820	
42	0.433727	0.028670	0.111387	0.276005	0.196411	-0.276005	-0.235389	0.186610	0.096209	-0.186610	-0.222197	0.304474	
43	0.656937	0.094219	0.103730	-0.183828	0.386373	0.183828	-0.382603	0.067124	0.146973	-0.067124	-0.268356	0.277717	
44	0.889090	0.168560	0.090363	-0.759996	0.594817	0.759996	-0.555447	-0.109490	0.216735	0.109490	-0.321555	0.253513	
45	1.116568	0.251459	0.073594	-1.369379	0.834596	1.369379	-0.753249	-0.321402	0.299865	0.321402	-0.371755	0.230020	
46	1.247378	0.309913	0.055884	-2.007561	1.050490	2.007561	-0.935783	-0.542107	0.376096	0.542107	-0.398652	0.210314	
47	1.195639	0.310765	0.046477	-2.567968	1.083876	2.567968	-1.049764	-0.738253	0.430650	0.738253	-0.384888	0.196004	
48	1.041961	0.278069	0.052358	-3.075628	0.888107	3.075628	-1.123350	-0.902373	0.474609	0.902373	-0.341591	0.185987	
49	0.938723	0.257261	0.065437	-3.727647	0.658077	3.727647	-1.233078	-1.025178	0.517563	1.025178	-0.299690	0.182600	
50	0.874586	0.238201	0.080892	-4.347230	0.539364	4.347230	-1.347745	-1.095462	0.540403	1.095462	-0.258164	0.190935	
51	0.736968	0.183877	0.094686	-4.640927	0.436905	4.640927	-1.368369	-1.191955	0.537343	1.191955	-0.194227	0.211599	
52	0.528603	0.102183	0.100284	-4.767142	0.256556	4.767142	-1.306333	-1.317981	0.534927	1.317981	-0.115997	0.240574	
53	0.339959	0.027802	0.095313	-4.797667	0.072741	4.797667	-1.235816	-1.331012	0.547353	1.331012	-0.052173	0.272730	
54	0.211907	-0.026683	0.083169	-4.527917	-0.026534	4.527917	-1.161280	-1.179652	0.575882	1.179652	-0.011723	0.301801	
55	0.155046	-0.057335	0.067854	-3.952010	-0.087202	3.952010	-1.108429	-0.920095	0.642804	0.920095	0.010294	0.319684	
56	0.195913	-0.050536	0.051752	-3.314186	-0.159837	3.314186	-1.191955	-0.662988	0.763294	0.662988	0.017204	0.320018	
57	0.300119	-0.015168	0.037288	-2.779340	-0.199938	2.779340	-1.427532	-0.528191	0.903467	0.528191	0.019645	0.305478	
58	0.362891	0.011192	0.026524	-2.257152	-0.203048	2.257152	-1.656494	-0.485165	1.016510	0.485165	0.034833	0.286994	
59	0.350858	0.015412	0.021138	-1.550935	-0.220349	1.550935	-1.745661	-0.393855	1.085154	0.393855	0.069043	0.272860	
60	0.315491	0.018048	0.023968	-0.747431	-0.252114	0.747431	-1.714669	-0.210423	1.089744	0.210423	0.111625	0.262649	
61	0.251153	0.020714	0.034138	-0.190728	-0.280599	0.190728	-1.614372	-0.034478	0.986415	0.034478	0.149292	0.252737	
62	0.102643	-0.002518	0.048307	-0.059223	-0.330736	0.059223	-1.408588	0.049724	0.776353	-0.049724	0.179226	0.243442	
63	-0.113236	-0.064256	0.063751	-0.000542	-0.470129	0.000542	-1.089070	0.115640	0.575048	-0.115640	0.212237	0.240121	
64	-0.291813	-0.136359	0.077216	0.450424	-0.742385	-0.450424	-0.823128	0.264893	0.525069	-0.264893	0.263112	0.246442	
65	-0.286642	-0.148308	0.085821	1.121175	-1.008833	-1.121175	-0.807707	0.435065	0.621124	-0.435065	0.306144	0.258250	
66	-0.039082	-0.054121	0.090288	1.424449	-0.976313	-1.424449	-0.968485	0.475565	0.708343	-0.475565	0.289146	0.270149	
67	0.255953	0.076293	0.094212	1.254734	-0.644581	-1.254734	-1.008584	0.422378	0.680959	-0.422378	0.233492	0.282068	
68	0.334103	0.130488	0.097739	1.147064	-0.463787	-1.147064	-0.797023	0.423214	0.605227	-0.423214	0.211563	0.294230	
69	0.228286	0.114840	0.095858	1.249312	-0.681439	-1.249312	-0.517236	0.430943	0.574640	-0.430943	0.234182	0.302502	
70	0.169996	0.114912	0.084406	0.954950	-0.954725	-0.954950	-0.411517	0.328352	0.564028	-0.328352	0.255734	0.304793	
71	0.212713	0.134108	0.066121	0.210956	-0.867026	-0.210956	-0.551414	0.179950	0.557911	-0.179950	0.275831	0.305225	
72	0.244287	0.113409	0.048857	-0.095464	-0.419875	0.095464	-0.883227	0.140033	0.650047	-0.140033	0.359221	0.306758	
73	0.274229	0.076462	0.039819	0.103097	0.162655	-0.103097	-1.315394	0.230687	0.837256	-0.230687	0.524551	0.302710	
74	0.408062	0.102920	0.042932	0.025126	0.751170	-0.025126	-1.640517	0.333454	0.934751	-0.333454	0.674589	0.284901	
75	0.563348	0.163624	0.055112	-0.174728	1.162410	0.174728	-1.624173	0.354457	0.880204	-0.354457	0.738042	0.258591	
76	0.530951	0.149904	0.068448	0.094941	1.039274	-0.094941	-1.357381	0.443558	0.833565	-0.443558	0.799325	0.237033	
77	0.339846	0.070915	0.078905	0.746231	0.378849	-0.746231	-1.153448	0.818414	0.843149	-0.818414	0.905111	0.225382	
78	0.200405	0.025727	0.088965	1.596593	-0.202756	-1.596593	-1.013469	1.267856	0.765933	-1.267856	0.917935	0.225850	
79	0.092768	-0.008443	0.098839	2.511740	-0.359178	-2.511740	-0.750628	1.434896	0.606208	-1.434896	0.798830	0.244631	
80	-0.139856	-0.120162	0.103536	3.289125	-0.491767	-3.289125	-0.453549	1.448691	0.534290	-1.448691	0.733375	0.280914	
81	-0.348550	-0.232134	0.102566	3.740603	-0.718509	-3.740603	-0.323074	1.474728	0.557702	-1.474728	0.787709	0.323367	
82	-0.238578	-0.193782	0.100156	3.544553	-0.498713	-3.544553	-0.332773	1.339326	0.548637	-1.339326	0.828281	0.360082	
83	0.154122	-0.031542	0.097781	2.656941	0.351074	-2.656941	-0.378938	0.978025	0.534639	-0.978025	0.857805	0.387256	
84	0.570727	0.130474	0.095914	1.586997	1.356683	-1.586997	-0.469403	0.616624	0.603154	-0.616624	0.960609	0.405030	
85	0.853779	0.248882	0.101242	0.791557	2.076659	-0.791557	-0.602789	0.370537	0.677107	-0.370537	1.009133	0.410656	
86	0.902625	0.290762	0.119403	0.339572	2.254425	-0.339572	-0.735282	0.192813	0.667022	-0.192813	0.894776	0.404725	
87	0.690652	0.209438	0.143707	0.189195	1.784929	-0.189195	-0.879847	0.147966	0.631063	-0.147966	0.786404	0.395655	
88	0.445628	0.090493	0.163983	0.314991	1.096126	-0.314991	-1.081435	0.314702	0.635610	-0.314702	0.792032	0.387880	
89	0.408828	0.075276	0.176045	0.519239	0.852550	-0.519239	-1.299507	0.503140	0.628063	-0.503140	0.753721	0.376500	
90	0.477757	0.129127	0.180316	0.557873	1.006927	-0.557873	-1.392387	0.509927	0.546377	-0.509927	0.579790	0.358172	
91	0.456581	0.124778	0.177535	0.495799	1.005498	-0.495799	-1.315574	0.448805	0.462990	-0.448805	0.440017	0.336519	
92	0.413534	0.077161	0.167758	0.589211	0.834862	-0.589211	-1.237704	0.529509	0.498056	-0.529509	0.490720	0.317915	
93	0.484204	0.084914	0.153919	0.838927	0.951297	-0.838927	-1.321938	0.691206	0.635268	-0.691206	0.620138	0.305122	
94	0.575355	0.127471	0.142506	0.866670	1.347017	-0.866670	-1.494068	0.724172	0.741616	-0.724172	0.657864	0.295849	
