kww	// User ID
16-2-2021	// Evaluation date
kevin-pilot_08_54.3	16-2-2021	11:41:36:881	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.790705	// height
85.991959	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	0.068060	0.584962	0.221593	1.357345	0.586234	-1.357345	2.150925	-0.230799	-0.541299	0.230799	0.573432	0.090795	
1	-0.585245	0.244960	0.213076	1.420974	0.592946	-1.420974	1.660389	0.229240	-0.426962	-0.229240	0.235248	0.087398	
2	-0.801459	0.164370	0.200673	1.408112	0.621134	-1.408112	1.569430	0.251804	-0.414551	-0.251804	0.120481	0.085974	
3	-0.406357	0.351973	0.191618	1.216037	0.598059	-1.216037	1.815647	-0.218417	-0.444463	0.218417	0.274973	0.088369	
4	-0.053413	0.501128	0.188134	0.889908	0.546064	-0.889908	2.061983	-0.669516	-0.456604	0.669516	0.394905	0.093617	
5	-0.024806	0.518380	0.187870	0.630680	0.516752	-0.630680	2.135496	-0.845321	-0.465741	0.845321	0.380043	0.098926	
6	0.125359	0.588482	0.188156	0.570214	0.473629	-0.570214	2.134489	-0.924072	-0.500462	0.924072	0.423011	0.102815	
7	0.539949	0.735112	0.187995	0.594685	0.378494	-0.594685	2.156244	-0.989017	-0.527147	0.989017	0.558905	0.104682	
8	0.780540	0.796085	0.187702	0.619253	0.295860	-0.619253	2.207253	-0.971972	-0.516702	0.971972	0.628265	0.102994	
9	0.681446	0.763757	0.189334	0.678977	0.284407	-0.678977	2.289442	-0.965825	-0.510898	0.965825	0.622494	0.097315	
10	0.470216	0.726080	0.195101	0.690929	0.318430	-0.690929	2.323972	-0.999404	-0.532706	0.999404	0.628127	0.089574	
11	0.191659	0.643639	0.203538	0.591698	0.357522	-0.591698	2.186904	-0.937275	-0.540320	0.937275	0.609342	0.081053	
12	-0.212925	0.489394	0.209399	0.426971	0.411787	-0.426971	1.980047	-0.815222	-0.544977	0.815222	0.540648	0.070989	
13	-0.530616	0.380434	0.209596	0.329926	0.486260	-0.329926	1.912216	-0.781451	-0.588646	0.781451	0.491589	0.059620	
14	-0.533577	0.381459	0.205855	0.297000	0.527977	-0.297000	1.924529	-0.783365	-0.621652	0.783365	0.484030	0.049184	
15	-0.362297	0.404144	0.199859	0.196118	0.518858	-0.196118	1.837117	-0.735085	-0.586097	0.735085	0.471614	0.041135	
16	-0.281476	0.394237	0.191183	-0.004054	0.530287	0.004054	1.715630	-0.708059	-0.546601	0.708059	0.447046	0.035305	
17	-0.251829	0.421681	0.180771	-0.221101	0.597195	0.221101	1.692110	-0.753466	-0.566162	0.753466	0.464182	0.031782	
18	-0.107149	0.517705	0.170921	-0.404352	0.647170	0.404352	1.672541	-0.794372	-0.587723	0.794372	0.529474	0.030308	
19	0.036271	0.582453	0.161841	-0.547930	0.633928	0.547930	1.529317	-0.769286	-0.558546	0.769286	0.569948	0.029191	
20	-0.012029	0.544918	0.151884	-0.586884	0.594150	0.586884	1.336881	-0.689593	-0.518396	0.689593	0.544665	0.027239	
21	-0.180184	0.454147	0.140779	-0.466531	0.538473	0.466531	1.186275	-0.590307	-0.489883	0.590307	0.490239	0.024564	
22	-0.392483	0.336003	0.129355	-0.264306	0.445966	0.264306	1.059296	-0.480531	-0.453734	0.480531	0.418394	0.021562	
23	-0.707826	0.170872	0.117437	-0.105109	0.321197	0.105109	0.947882	-0.380942	-0.415819	0.380942	0.319911	0.018422	
24	-1.021281	0.016417	0.104688	-0.047535	0.187570	0.047535	0.849336	-0.324766	-0.376617	0.324766	0.237000	0.015026	
25	-1.168983	-0.070236	0.091799	-0.083151	0.072747	0.083151	0.722726	-0.292340	-0.314818	0.292340	0.194916	0.011120	
26	-1.267800	-0.146233	0.078763	-0.191554	-0.018444	0.191554	0.561337	-0.265605	-0.237052	0.265605	0.162152	0.007373	
27	-1.485013	-0.255271	0.064372	-0.338380	-0.117321	0.338380	0.396069	-0.283881	-0.166893	0.283881	0.144097	0.006467	
28	-1.665946	-0.315567	0.049305	-0.455292	-0.232462	0.455292	0.238350	-0.333398	-0.109017	0.333398	0.198301	0.009254	
29	-1.524479	-0.229381	0.039049	-0.474630	-0.311025	0.474630	0.099549	-0.304932	-0.065282	0.304932	0.342533	0.012890	
30	-1.026317	0.002733	0.041487	-0.387333	-0.279356	0.387333	0.019975	-0.141241	-0.050543	0.141241	0.551734	0.016332	
31	-0.412850	0.292813	0.054494	-0.249401	-0.127128	0.249401	0.016678	0.133539	-0.067365	-0.133539	0.798182	0.019531	
32	0.085432	0.541774	0.069994	-0.135700	0.072651	0.135700	0.036853	0.506455	-0.084044	-0.506455	1.039492	0.023044	
33	0.488834	0.742922	0.082886	-0.016003	0.301173	0.016003	0.091844	0.993806	-0.090071	-0.993806	1.240114	0.028318	
34	0.878694	0.944899	0.091146	0.293689	0.606410	-0.293689	0.274044	1.598089	-0.103403	-1.598089	1.437007	0.035703	
35	1.152057	1.116903	0.096696	1.008713	0.925845	-1.008713	0.457344	2.253081	-0.052548	-2.253081	1.700341	0.042725	
36	1.287383	1.224614	0.102987	2.386435	1.217176	-2.386435	0.509895	2.793931	0.127787	-2.793931	2.011106	0.046259	
37	1.430619	1.317261	0.110990	4.691710	1.592975	-4.691710	0.685523	3.099036	0.360798	-3.099036	2.301054	0.045264	
38	1.562997	1.402702	0.120359	7.757096	2.036059	-7.757096	1.098346	3.234278	0.654381	-3.234278	2.601583	0.040732	
39	1.552847	1.406582	0.131228	10.694840	2.331873	-10.694840	1.610800	3.121809	1.041386	-3.121809	2.864412	0.035022	
40	1.255975	1.231922	0.144630	12.283273	2.246290	-12.283273	2.044104	2.438036	1.488126	-2.438036	2.991113	0.033148	
41	0.504710	0.841513	0.162525	11.983748	1.762210	-11.983748	1.740339	1.574642	2.297964	-1.574642	3.401682	0.039285	
42	-0.467782	0.389813	0.185096	10.373214	1.198165	-10.373214	0.659737	1.459712	3.523522	-1.459712	4.378674	0.050768	
43	-1.162903	0.046176	0.210272	8.305296	0.726230	-8.305296	0.164613	1.531861	4.282586	-1.531861	4.998989	0.063519	
44	-1.594563	-0.236651	0.236110	6.388219	0.252249	-6.388219	0.433831	0.730220	4.289512	-0.730220	4.751586	0.075904	
45	-1.915122	-0.398756	0.263303	4.987647	-0.105298	-4.987647	-0.320699	0.282482	4.577085	-0.282482	4.808808	0.088217	
46	-1.753181	-0.171108	0.292946	4.148151	-0.184875	-4.148151	-2.392886	1.075060	5.225058	-1.075060	5.604037	0.100701	
47	-1.044714	0.328880	0.321710	3.628950	-0.103191	-3.628950	-3.830565	1.611072	4.955493	-1.611072	5.755191	0.112344	
48	-0.506486	0.627184	0.345897	3.407462	0.074578	-3.407462	-4.360026	1.675108	4.130303	-1.675108	5.175000	0.122388	
49	-0.389456	0.731140	0.364716	3.862201	0.443343	-3.862201	-5.602762	3.381934	4.343863	-3.381934	5.617440	0.130876	
50	0.057119	1.124361	0.377228	4.969506	0.801718	-4.969506	-6.246987	6.524649	4.462980	-6.524649	6.781420	0.136027	
51	1.149537	1.824969	0.384516	7.213226	0.668425	-7.213226	-3.247394	7.476273	2.279715	-7.476273	6.491503	0.134282	
52	1.913811	2.202283	0.393020	11.022962	0.150286	-11.022962	1.239987	5.513646	-0.308518	-5.513646	5.210593	0.124963	
53	1.573776	1.928317	0.408400	13.785926	0.030810	-13.785926	2.001076	4.345320	0.021394	-4.345320	5.162970	0.112354	
54	0.826179	1.446876	0.429206	13.376057	0.445671	-13.376057	-0.410066	4.660180	1.817937	-4.660180	5.738194	0.101433	
55	0.472278	1.108904	0.452839	11.449685	0.582677	-11.449685	-1.414727	3.080122	1.924761	-3.080122	4.807908	0.093748	
56	0.115916	0.645011	0.479885	9.006832	0.208125	-9.006832	-0.519805	-0.314450	1.424722	0.314450	2.841465	0.089049	
57	-0.506240	0.050254	0.509890	6.301574	-0.165013	-6.301574	0.017954	-2.134380	2.230789	2.134380	1.620557	0.088392	
58	-0.638127	-0.096848	0.539565	4.160680	-0.476247	-4.160680	0.831013	-2.219386	2.396704	2.219386	1.233934	0.092703	
59	-0.020572	0.311410	0.567746	4.429285	-0.909368	-4.429285	3.554193	-2.509239	0.439727	2.509239	1.062176	0.100766	
60	0.531261	0.708593	0.597305	8.243031	-1.100362	-8.243031	6.257167	-2.187110	-1.091830	2.187110	1.427291	0.111457	
61	0.558806	0.807890	0.627635	12.066628	-0.690600	-12.066628	5.656585	0.256122	-0.435656	-0.256122	2.375663	0.124485	
