kww	// User ID
16-2-2021	// Evaluation date
caitlin-pilot_22_54.3	10-2-2021	16:13:34:276	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	0.317642	-0.092460	0.097866	-1.283195	-0.221706	1.283195	-0.268132	-0.488933	0.277595	0.488933	-0.419137	0.106764	
1	0.156417	-0.222602	0.101211	-1.250122	-0.109862	1.250122	-0.341631	-0.693159	0.349833	0.693159	-0.428468	0.113647	
2	0.125421	-0.242400	0.101726	-1.115277	-0.058394	1.115277	-0.337104	-0.791172	0.369206	0.791172	-0.419575	0.114782	
3	0.276630	-0.067538	0.102404	-1.117600	-0.165507	1.117600	-0.257754	-0.699083	0.280683	0.699083	-0.329368	0.108694	
4	0.424214	0.125723	0.101485	-0.849570	-0.286383	0.849570	-0.189042	-0.439159	0.161208	0.439159	-0.218580	0.097213	
5	0.459089	0.196783	0.096462	-0.213585	-0.308090	0.213585	-0.162650	-0.176151	0.092371	0.176151	-0.168197	0.085027	
6	0.417112	0.188286	0.089611	0.204991	-0.256696	-0.204991	-0.128949	0.020194	0.052577	-0.020194	-0.152998	0.075360	
7	0.313194	0.156004	0.082604	0.243919	-0.164163	-0.243919	-0.058220	0.184870	0.005023	-0.184870	-0.106373	0.071086	
8	0.138110	0.072622	0.070431	0.217844	-0.050389	-0.217844	-0.001750	0.183221	-0.006585	-0.183221	-0.050427	0.074242	
9	0.001241	-0.021607	0.050708	0.229237	0.009356	-0.229237	0.007812	0.038085	0.021993	-0.038085	-0.042032	0.083864	
10	0.054234	0.004785	0.038061	0.610400	-0.011669	-0.610400	0.023825	0.062877	0.006358	-0.062877	-0.046714	0.095261	
11	0.260274	0.144802	0.050039	1.648208	-0.026976	-1.648208	0.070537	0.404829	-0.065014	-0.404829	-0.025362	0.100693	
12	0.440109	0.224314	0.072081	2.700237	0.042036	-2.700237	0.078741	0.829064	-0.083129	-0.829064	-0.041376	0.097540	
13	0.569262	0.218905	0.096274	2.567478	0.157525	-2.567478	0.035650	0.877208	0.001695	-0.877208	-0.131840	0.090870	
14	0.813567	0.345728	0.122025	0.739258	0.199069	-0.739258	0.033213	0.255043	0.092961	-0.255043	-0.224969	0.086648	
15	1.187307	0.670570	0.152982	-2.108488	0.125695	2.108488	0.099617	-0.866876	0.117937	0.866876	-0.276855	0.087686	
16	1.421440	0.909339	0.192944	-4.594467	0.026434	4.594467	0.132948	-1.978859	0.145126	1.978859	-0.348918	0.094202	
17	1.352625	0.860141	0.232163	-5.659849	-0.024380	5.659849	0.031717	-2.620422	0.234788	2.620422	-0.466241	0.104753	
