kww	// User ID
16-2-2021	// Evaluation date
luke-pilot_26_51.0	3-2-2021	12:04:29:831	// Source file name and timestamp
238.095	// Sampling rate
4.000	// Data capture period

1.835409	// height
81.720696	// mass


Sample #	elbVar	shldrIR	RwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	LwristLinVelo	
0	1.667877	0.176394	0.045572	-0.546450	0.000000	0.546450	-0.024619	-0.263685	0.040095	0.263685	-0.301883	0.017929	
1	1.829657	0.337610	0.045646	-0.553659	0.000000	0.553659	-0.014312	-0.255839	0.015764	0.255839	-0.256155	0.020798	
2	2.006722	0.510744	0.044483	-0.606659	0.000000	0.606659	-0.003848	-0.263556	-0.002412	0.263556	-0.225107	0.021871	
3	2.198163	0.676546	0.041814	-0.683939	0.000000	0.683939	-0.000000	-0.289024	0.000000	0.289024	-0.214011	0.020431	
4	2.327289	0.755747	0.038185	-0.769166	0.000000	0.769166	-0.000000	-0.336235	0.000000	0.336235	-0.235507	0.016811	
5	2.332122	0.731015	0.035152	-0.821680	0.000000	0.821680	-0.000000	-0.377406	0.000000	0.377406	-0.278393	0.013849	
6	2.237778	0.644277	0.033796	-0.806641	0.000000	0.806641	0.010885	-0.384211	0.027431	0.384211	-0.324720	0.015869	
7	2.094840	0.512319	0.034153	-0.745364	0.000000	0.745364	0.010376	-0.362446	0.049497	0.362446	-0.378102	0.021695	
8	1.940530	0.372872	0.035634	-0.689276	0.000000	0.689276	0.009294	-0.329661	0.075317	0.329661	-0.430701	0.027923	
9	1.811403	0.288808	0.036843	-0.668452	0.000000	0.668452	0.009002	-0.297801	0.099597	0.297801	-0.454887	0.032845	
10	1.739434	0.255386	0.036728	-0.687750	0.000000	0.687750	0.010013	-0.290747	0.124278	0.290747	-0.458018	0.035510	
11	1.737616	0.238339	0.036098	-0.755777	0.000000	0.755777	0.011512	-0.329835	0.158052	0.329835	-0.468357	0.035032	
12	1.764889	0.241561	0.036015	-0.856307	0.000000	0.856307	0.012223	-0.387170	0.196124	0.387170	-0.476132	0.030947	
13	1.748530	0.244209	0.036352	-0.904803	0.000000	0.904803	0.014245	-0.430883	0.229741	0.430883	-0.467170	0.023907	
14	1.692757	0.208829	0.037520	-0.840051	0.000000	0.840051	0.018971	-0.484951	0.265910	0.484951	-0.460696	0.015185	
15	1.660795	0.175797	0.040872	-0.694321	0.000000	0.694321	0.015836	-0.535184	0.299140	0.535184	-0.454615	0.006666	
16	1.664791	0.219972	0.046054	-0.498123	0.000000	0.498123	-0.001280	-0.502224	0.299397	0.502224	-0.408073	0.007216	
17	1.703706	0.333044	0.051484	-0.282899	0.000000	0.282899	-0.023171	-0.399923	0.269383	0.399923	-0.324320	0.014812	
18	1.804071	0.433444	0.056990	-0.158422	0.000000	0.158422	-0.052552	-0.332851	0.258011	0.332851	-0.267089	0.023807	
19	1.965702	0.514564	0.062092	-0.213374	0.000000	0.213374	-0.099593	-0.311270	0.272410	0.311270	-0.250338	0.034227	
20	2.162786	0.665239	0.064824	-0.406586	0.000000	0.406586	-0.150964	-0.275399	0.261112	0.275399	-0.219622	0.044325	
21	2.350161	0.858748	0.065050	-0.656975	0.000000	0.656975	-0.190569	-0.270105	0.225254	0.270105	-0.173676	0.053471	
22	2.478067	0.968265	0.064802	-0.871377	0.000000	0.871377	-0.221905	-0.327756	0.215342	0.327756	-0.166701	0.062900	
23	2.558972	1.042468	0.065380	-0.970858	0.000000	0.970858	-0.254564	-0.343475	0.209195	0.343475	-0.173288	0.072589	
24	2.582574	1.166072	0.068659	-0.970576	0.000000	0.970576	-0.282789	-0.278831	0.158900	0.278831	-0.137438	0.080985	
25	2.419999	1.145084	0.077088	-0.910243	0.000000	0.910243	-0.267475	-0.261946	0.129036	0.261946	-0.114769	0.087928	
26	2.067107	0.840921	0.087400	-0.766240	0.000000	0.766240	-0.179758	-0.338479	0.193878	0.338479	-0.165386	0.093712	
27	1.782464	0.533004	0.093625	-0.579817	0.000000	0.579817	-0.074335	-0.393729	0.281285	0.393729	-0.230215	0.096447	
28	1.717575	0.460675	0.095728	-0.508081	0.000000	0.508081	-0.024430	-0.413811	0.313619	0.413811	-0.250035	0.095355	
29	1.719351	0.434123	0.097399	-0.575687	0.000000	0.575687	-0.015082	-0.490466	0.347263	0.490466	-0.272040	0.094301	
30	1.687693	0.283552	0.099354	-0.680153	0.000000	0.680153	-0.001042	-0.631195	0.443110	0.631195	-0.353528	0.097140	
31	1.761952	0.207099	0.100571	-0.782178	0.000000	0.782178	0.016544	-0.751558	0.545972	0.751558	-0.454593	0.102709	
32	1.975345	0.335059	0.102675	-0.901883	0.000000	0.901883	0.028322	-0.849695	0.601272	0.849695	-0.517570	0.108069	
33	2.066861	0.405006	0.107536	-0.984636	0.000000	0.984636	0.053261	-0.935474	0.645230	0.935474	-0.576137	0.113008	
34	1.858442	0.202852	0.113156	-0.913544	0.000000	0.913544	0.104794	-0.949665	0.716809	0.949665	-0.674033	0.118052	
35	1.523407	-0.093483	0.116178	-0.732226	0.000000	0.732226	0.171892	-0.893519	0.786166	0.893519	-0.766714	0.121907	
36	1.257695	-0.302738	0.116833	-0.618452	0.000000	0.618452	0.237629	-0.874242	0.830735	0.874242	-0.817030	0.124449	
37	1.038606	-0.495331	0.118242	-0.596450	0.000000	0.596450	0.304415	-0.939703	0.879419	0.939703	-0.867985	0.128203	
38	0.928964	-0.611422	0.123058	-0.587976	0.000000	0.587976	0.378438	-1.025364	0.921820	1.025364	-0.924298	0.134277	
39	1.143175	-0.404308	0.131688	-0.581875	0.000000	0.581875	0.421577	-1.037521	0.893682	1.037521	-0.900683	0.141552	
40	1.616272	0.062246	0.141464	-0.563292	0.000000	0.563292	0.386418	-0.906870	0.795888	0.906870	-0.793499	0.149366	
41	2.042381	0.481141	0.149078	-0.473622	0.000000	0.473622	0.292103	-0.648595	0.689931	0.648595	-0.700895	0.157226	
42	2.329183	0.780916	0.153536	-0.312137	0.000000	0.312137	0.184492	-0.380398	0.598304	0.380398	-0.649559	0.163690	
43	2.528968	1.003388	0.156056	-0.084659	0.000000	0.084659	0.073339	-0.211742	0.529922	0.211742	-0.636625	0.167389	
44	2.635265	1.130457	0.158814	0.260529	0.000000	-0.260529	-0.037263	-0.126349	0.492131	0.126349	-0.665105	0.168917	
45	2.722514	1.281430	0.163527	0.715389	0.000000	-0.715389	-0.129447	-0.037044	0.439534	0.037044	-0.666378	0.170232	
46	2.838527	1.517311	0.171708	1.052718	0.000000	-1.052718	-0.189206	-0.007860	0.356977	0.007860	-0.613301	0.173371	
47	2.825607	1.598690	0.185392	1.031970	0.000000	-1.031970	-0.200182	-0.146171	0.317084	0.146171	-0.583632	0.180570	
48	2.587487	1.371572	0.203426	0.741193	0.000000	-0.741193	-0.167712	-0.309284	0.360091	0.309284	-0.599193	0.192460	
49	2.250691	1.019461	0.220133	0.467903	0.000000	-0.467903	-0.133145	-0.288742	0.424042	0.288742	-0.597246	0.206078	
50	1.945109	0.719990	0.231339	0.246707	0.000000	-0.246707	-0.106136	-0.172780	0.462424	0.172780	-0.558915	0.217772	
51	1.666643	0.394408	0.236822	0.099987	0.000000	-0.099987	-0.054094	-0.044694	0.512288	0.044694	-0.539919	0.226348	
52	1.378260	-0.034586	0.236766	0.394885	0.000000	-0.394885	0.009780	0.197793	0.595311	-0.197793	-0.576243	0.231919	
53	1.147736	-0.381537	0.231967	1.021741	-0.000000	-1.021741	0.059704	0.322084	0.667320	-0.322084	-0.633043	0.234412	
54	1.073498	-0.489160	0.226929	1.093139	0.000000	-1.093139	0.123526	-0.024779	0.711081	0.024779	-0.671835	0.234763	
55	1.101412	-0.517622	0.225681	0.435531	0.000000	-0.435531	0.185194	-0.517118	0.767344	0.517118	-0.727125	0.235465	
56	1.155498	-0.544633	0.226362	-0.209598	0.000000	0.209598	0.168191	-0.722676	0.832040	0.722676	-0.813802	0.237000	
57	1.351738	-0.301314	0.225783	-0.592815	0.000000	0.592815	0.120117	-0.800107	0.819121	0.800107	-0.836893	0.236364	
58	1.740665	0.252962	0.225431	-1.028066	0.000000	1.028066	0.180213	-1.018421	0.710726	1.018421	-0.758236	0.233393	
59	2.095489	0.707178	0.228035	-1.468159	0.000000	1.468159	0.311409	-1.235438	0.610809	1.235438	-0.708040	0.232925	
60	2.268561	0.895203	0.232389	-1.564840	0.000000	1.564840	0.364383	-1.208782	0.558988	1.208782	-0.735259	0.237155	
61	2.344536	1.029234	0.236489	-1.299374	0.000000	1.299374	0.373807	-1.061541	0.480776	1.061541	-0.750180	0.242807	
62	2.310431	1.032189	0.241748	-1.151932	0.000000	1.151932	0.414686	-1.146279	0.416425	1.146279	-0.778504	0.247395	
63	2.051253	0.630369	0.248118	-1.307640	0.000000	1.307640	0.365036	-1.315165	0.500999	1.315165	-0.926222	0.251664	
