kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_16_66.1	12-2-2021	09:40:38:212	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-2.510083	-1.653353	431.735669	3.897507	3.292930	-3.897507	-18.742942	12.523566	4.482210	-12.523566	-15.325133	
1	-2.658706	-1.855400	424.741929	4.409991	3.243897	-4.409991	-17.968669	12.316239	4.279004	-12.316239	-14.357269	
2	-2.340426	-1.756641	419.568419	3.558828	2.633532	-3.558828	-15.696143	11.395734	3.026906	-11.395734	-10.165976	
3	-1.527028	-1.199136	418.379227	2.569796	2.005491	-2.569796	-12.783851	9.412959	1.606588	-9.412959	-5.422489	
4	-0.675679	-0.556362	421.432768	2.306098	1.521104	-2.306098	-9.157047	5.930406	0.590865	-5.930406	-1.908409	
5	-0.301522	-0.308549	427.983234	2.621133	1.130269	-2.621133	-5.599673	2.404786	-0.044366	-2.404786	0.197457	
6	-0.306077	-0.379022	437.183136	3.221512	0.925155	-3.221512	-2.938069	0.341822	-0.599552	-0.341822	1.780861	
7	-0.338720	-0.418570	448.201270	4.493402	1.233230	-4.493402	-1.329090	-0.254881	-0.884591	0.254881	2.495492	
8	-0.505425	-0.527912	459.744947	5.980498	1.993911	-5.980498	-0.482111	-0.213217	-0.650217	0.213217	1.731708	
9	-1.026461	-0.964590	470.340508	6.160817	2.486114	-6.160817	-0.327659	-0.083309	-0.104700	0.083309	0.262512	
10	-1.638911	-1.488806	478.972750	5.034239	2.343439	-5.034239	-1.284474	0.488908	0.544632	-0.488908	-1.242081	
11	-2.181872	-1.855975	485.006858	4.073609	2.239701	-4.073609	-3.840245	2.135733	1.745027	-2.135733	-4.536348	
12	-2.757557	-2.131206	487.890332	3.813630	2.622285	-3.813630	-7.635711	4.497666	3.697595	-4.497666	-10.672137	
13	-3.095870	-2.189695	487.517521	3.630774	2.881319	-3.630774	-11.227753	6.303112	5.418245	-6.303112	-16.615243	
14	-3.065415	-2.035602	484.445428	3.113740	2.717160	-3.113740	-13.249136	6.895755	6.103065	-6.895755	-19.236497	
15	-3.050210	-2.052645	479.407834	2.826094	2.655523	-2.826094	-13.520354	6.561327	6.169566	-6.561327	-18.951136	
16	-3.006965	-2.184034	473.138466	3.039838	2.806571	-3.039838	-12.421106	5.866966	5.814531	-5.866966	-16.523021	
17	-2.556807	-2.000657	466.646528	3.383338	2.743729	-3.383338	-10.186739	4.895537	4.712306	-4.895537	-12.227394	
18	-1.867890	-1.485464	460.909128	3.510746	2.313711	-3.510746	-7.448681	3.276297	3.481261	-3.276297	-8.828287	
19	-1.363623	-0.939586	456.261955	3.582579	1.871410	-3.582579	-5.716794	1.496346	3.122138	-1.496346	-8.926554	
20	-1.248179	-0.677590	452.684816	3.967224	1.963156	-3.967224	-6.245074	0.844544	3.667002	-0.844544	-11.318688	
21	-1.409558	-0.756032	450.621965	4.389277	2.471695	-4.389277	-7.863903	1.153506	4.348166	-1.153506	-13.082632	
22	-1.473984	-0.817123	450.858328	3.914717	2.641731	-3.914717	-8.219160	1.007163	4.531118	-1.007163	-13.179195	
23	-1.325649	-0.663332	453.585039	2.546541	2.350131	-2.546541	-7.250193	0.553812	4.411856	-0.553812	-12.854317	
24	-1.215859	-0.526101	458.265435	1.625640	2.126241	-1.625640	-6.493867	0.921261	4.486841	-0.921261	-13.109186	
25	-1.321562	-0.601571	464.232483	1.825888	2.129331	-1.825888	-6.614934	1.917505	4.902523	-1.917505	-13.895022	
26	-1.676736	-0.922770	470.583096	2.919698	2.276527	-2.919698	-6.621584	2.376966	5.666429	-2.376966	-15.184324	
