kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_02_44.7	12-2-2021	09:37:51:971	// Source file name and timestamp
238.095	// Sampling rate
4.608	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-1.414532	-0.682425	108.492752	0.839968	0.149304	-0.839968	1.120069	0.413094	-1.259145	-0.413094	-0.829904	
1	-1.264541	-0.506478	108.393859	0.565404	0.150731	-0.565404	0.998193	0.304566	-1.172914	-0.304566	-1.187885	
2	-1.041740	-0.288848	110.396834	0.305788	0.150360	-0.305788	0.787278	0.233862	-1.050222	-0.233862	-1.503540	
3	-0.849818	-0.136128	114.253424	0.159110	0.142988	-0.159110	0.581192	0.206725	-0.918837	-0.206725	-1.644265	
4	-0.655461	-0.014698	119.367749	0.074980	0.128319	-0.074980	0.363216	0.226093	-0.764353	-0.226093	-1.646656	
5	-0.453864	0.076443	125.290654	0.031995	0.115656	-0.031995	0.121194	0.277728	-0.581893	-0.277728	-1.490991	
6	-0.233759	0.167300	131.689480	0.034221	0.102574	-0.034221	-0.077398	0.284667	-0.393323	-0.284667	-1.227361	
7	0.081556	0.380727	138.064066	0.071843	0.081003	-0.071843	-0.136242	0.188407	-0.243070	-0.188407	-1.082324	
8	0.394225	0.648833	143.736374	0.132352	0.055625	-0.132352	-0.073579	0.051845	-0.172590	-0.051845	-1.129634	
9	0.467574	0.732258	148.214391	0.195385	0.036283	-0.195385	-0.002036	-0.016608	-0.169610	0.016608	-1.239573	
10	0.275048	0.596326	151.365921	0.228308	0.023674	-0.228308	0.017072	0.007287	-0.181520	-0.007287	-1.405525	
11	-0.018338	0.389749	153.058063	0.150178	0.016519	-0.150178	-0.036078	0.051914	-0.163792	-0.051914	-1.695258	
12	-0.289294	0.193609	152.970479	-0.112546	0.024693	0.112546	-0.202157	0.059594	-0.093498	-0.059594	-2.007133	
13	-0.528456	-0.019725	151.033923	-0.445835	0.056711	0.445835	-0.528385	0.099965	0.026198	-0.099965	-2.154129	
14	-0.813817	-0.311423	147.656280	-0.659907	0.100654	0.659907	-0.992913	0.239239	0.184017	-0.239239	-2.146526	
