kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_04_44.7	12-2-2021	09:38:14:676	// Source file name and timestamp
238.095	// Sampling rate
4.407	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-2.185373	-0.742088	137.339429	5.453796	0.617281	-5.453796	-0.080128	2.287416	-0.850863	-2.287416	1.321498	
1	-1.932045	-0.512063	138.812592	3.781219	0.629374	-3.781219	-0.192677	1.832692	-0.676050	-1.832692	1.120413	
2	-1.613021	-0.276826	139.899214	2.329188	0.438904	-2.329188	-0.140961	1.422505	-0.475343	-1.422505	0.908109	
3	-1.471761	-0.181837	140.530472	1.541099	0.124820	-1.541099	0.063565	1.108179	-0.371727	-1.108179	0.844121	
4	-1.481753	-0.204544	140.652102	1.107763	-0.141019	-1.107763	0.277565	0.811674	-0.359624	-0.811674	0.888316	
5	-1.513494	-0.208733	140.432049	0.718742	-0.238470	-0.718742	0.340848	0.534685	-0.347955	-0.534685	0.939915	
6	-1.419418	-0.121055	139.783150	0.321229	-0.146345	-0.321229	0.190990	0.309201	-0.260970	-0.309201	0.907231	
7	-1.170116	-0.020390	138.333733	0.020942	0.048804	-0.020942	-0.047404	0.152240	-0.136684	-0.152240	0.762941	
8	-0.933265	-0.018285	136.018975	-0.043790	0.214931	0.043790	-0.180668	0.053957	-0.080478	-0.053957	0.606255	
9	-0.807583	-0.121447	133.290512	0.198890	0.307657	-0.198890	-0.175720	0.031857	-0.119239	-0.031857	0.510756	
10	-0.735653	-0.274589	130.589407	0.600733	0.383310	-0.600733	-0.132565	0.153738	-0.207868	-0.153738	0.447190	
11	-0.738582	-0.425232	127.759200	1.000520	0.452173	-1.000520	-0.112375	0.458256	-0.292919	-0.458256	0.431834	
12	-0.886119	-0.512803	124.256928	1.542323	0.461094	-1.542323	-0.111845	0.824547	-0.309662	-0.824547	0.511403	
13	-1.044363	-0.461809	119.883472	2.169050	0.413681	-2.169050	-0.130756	1.070576	-0.216536	-1.070576	0.599568	
14	-1.009956	-0.273683	114.868245	2.597427	0.355898	-2.597427	-0.151904	1.153760	-0.059526	-1.153760	0.563335	
15	-0.862570	-0.107127	109.409107	2.722121	0.271354	-2.722121	-0.100574	1.072312	0.050433	-1.072312	0.453708	
16	-0.787978	-0.088439	103.732036	2.334472	0.145938	-2.334472	0.027909	0.740144	0.057819	-0.740144	0.390893	
17	-0.757601	-0.158443	98.341956	1.497912	0.080651	-1.497912	0.110930	0.287552	0.005232	-0.287552	0.361774	
18	-0.738787	-0.237364	93.596792	0.883326	0.177596	-0.883326	0.073214	0.060148	-0.052354	-0.060148	0.341439	
19	-0.840703	-0.306422	89.296835	0.921371	0.394459	-0.921371	-0.042938	0.206175	-0.083093	-0.206175	0.365484	
20	-1.086642	-0.328159	85.159105	1.325195	0.595952	-1.325195	-0.187824	0.578675	-0.053041	-0.578675	0.406027	
21	-1.358436	-0.272697	81.398808	1.551677	0.700536	-1.551677	-0.349901	0.901794	0.046227	-0.901794	0.397300	
22	-1.551177	-0.151418	78.439972	1.438883	0.718057	-1.438883	-0.525191	0.971779	0.191356	-0.971779	0.326577	
23	-1.628197	0.019845	76.235772	1.016212	0.682483	-1.016212	-0.689815	0.738500	0.356983	-0.738500	0.216372	
24	-1.552985	0.201305	74.336169	0.284400	0.605877	-0.284400	-0.761202	0.303487	0.485212	-0.303487	0.083123	
25	-1.286209	0.312038	72.614462	-0.405144	0.477430	0.405144	-0.653907	-0.098593	0.493579	0.098593	-0.047228	
26	-0.931576	0.304295	71.343988	-0.651852	0.306069	0.651852	-0.415227	-0.279540	0.385222	0.279540	-0.120033	
27	-0.734992	0.196526	70.557949	-0.541189	0.156664	0.541189	-0.174124	-0.282488	0.250338	0.282488	-0.106589	
28	-0.810785	0.012722	69.957175	-0.330159	0.118293	0.330159	0.007282	-0.236837	0.137738	0.236837	-0.026238	
29	-1.033443	-0.236747	69.347303	-0.273180	0.224123	0.273180	0.130047	-0.229756	0.023480	0.229756	0.109417	
30	-1.243738	-0.502783	68.720783	-0.475961	0.407631	0.475961	0.204056	-0.219771	-0.103907	0.219771	0.281223	
31	-1.359392	-0.681240	68.037851	-0.586991	0.545270	0.586991	0.241304	-0.139567	-0.205690	0.139567	0.409534	
32	-1.329634	-0.705198	67.239535	-0.413385	0.563402	0.413385	0.245375	-0.064491	-0.243584	0.064491	0.425853	
33	-1.173445	-0.630308	66.461167	-0.089842	0.478398	0.089842	0.225481	-0.004002	-0.233308	0.004002	0.368934	
34	-0.983266	-0.516895	66.029363	0.433750	0.339461	-0.433750	0.186686	0.121678	-0.199032	-0.121678	0.282641	
35	-0.838038	-0.310505	66.018735	1.114508	0.216769	-1.114508	0.104105	0.322347	-0.118491	-0.322347	0.080056	
36	-0.767649	0.007591	66.023314	1.467668	0.193652	-1.467668	-0.008988	0.476454	0.002335	-0.476454	-0.314933	
37	-0.729748	0.309557	65.675735	1.274186	0.252154	-1.274186	-0.075356	0.437418	0.089226	-0.437418	-0.767114	
38	-0.645834	0.475576	65.079843	0.866042	0.272510	-0.866042	-0.065417	0.236042	0.105957	-0.236042	-1.050886	
39	-0.525959	0.496038	64.460207	0.459982	0.199987	-0.459982	-0.024727	0.040704	0.079143	-0.040704	-1.095793	
40	-0.493625	0.384370	63.884540	0.238686	0.124396	-0.238686	0.009707	0.001333	0.024274	-0.001333	-0.977020	
41	-0.645245	0.138238	63.473393	0.460448	0.166451	-0.460448	0.052225	0.155714	-0.065127	-0.155714	-0.764526	
42	-0.900608	-0.192803	63.489662	0.992013	0.309016	-0.992013	0.109253	0.429797	-0.172951	-0.429797	-0.469712	
43	-1.082580	-0.498026	64.116440	1.507503	0.432957	-1.507503	0.141982	0.761788	-0.258569	-0.761788	-0.111596	
44	-1.141071	-0.663741	65.296535	1.903357	0.490467	-1.903357	0.127699	1.067608	-0.297301	-1.067608	0.144397	
45	-1.131142	-0.620106	66.795066	2.158115	0.494665	-2.158115	0.076076	1.250250	-0.284499	-1.250250	0.048989	
46	-1.068506	-0.410676	68.394205	2.278071	0.441958	-2.278071	0.018002	1.316094	-0.233252	-1.316094	-0.390853	
47	-1.023918	-0.213919	70.072578	2.401100	0.365165	-2.401100	0.021852	1.326048	-0.194438	-1.326048	-0.865656	
