kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_01_41.8	12-2-2021	09:37:41:236	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-0.919024	-0.627921	66.139173	-0.710396	0.229281	0.710396	-1.711231	0.787931	0.412400	-0.787931	-0.415606	
1	-0.933695	-0.571090	64.635604	-0.886440	0.203103	0.886440	-1.479328	0.639861	0.308356	-0.639861	-0.217423	
2	-1.044560	-0.493349	63.505834	-0.989338	0.131471	0.989338	-0.995794	0.312108	0.109540	-0.312108	0.188817	
3	-1.146919	-0.438792	62.960482	-0.947445	0.059591	0.947445	-0.561135	-0.010320	-0.049855	0.010320	0.520226	
4	-1.274512	-0.408300	62.924049	-0.773596	-0.007288	0.773596	-0.232084	-0.218397	-0.183933	0.218397	0.813211	
5	-1.426777	-0.363878	63.355579	-0.537449	-0.071940	0.537449	0.012639	-0.266803	-0.349813	0.266803	1.168635	
6	-1.567752	-0.269703	64.288100	-0.277430	-0.147371	0.277430	0.267297	-0.215376	-0.586344	0.215376	1.647145	
7	-1.714498	-0.167616	65.695898	-0.002392	-0.236373	0.002392	0.550495	-0.103064	-0.838767	0.103064	2.174893	
8	-1.844206	-0.100770	67.383019	0.285612	-0.325336	-0.285612	0.803899	0.048555	-1.018509	-0.048555	2.603489	
9	-1.901874	-0.078969	69.035517	0.559366	-0.393220	-0.559366	0.959493	0.188696	-1.077384	-0.188696	2.817821	
10	-1.933483	-0.150592	70.400583	0.755491	-0.419655	-0.755491	0.932195	0.285075	-0.985645	-0.285075	2.745694	
11	-1.968940	-0.348598	71.347844	0.829050	-0.376366	-0.829050	0.641242	0.375394	-0.727015	-0.375394	2.314101	
12	-1.905296	-0.589227	71.791750	0.800713	-0.243469	-0.800713	0.081982	0.557533	-0.354444	-0.557533	1.536912	
13	-1.669964	-0.747916	71.737773	0.760159	-0.045788	-0.760159	-0.625244	0.875664	0.009949	-0.875664	0.633798	
14	-1.359687	-0.793039	71.370779	0.721254	0.147861	-0.721254	-1.226859	1.159554	0.252257	-1.159554	-0.067989	
15	-1.141282	-0.768560	70.993359	0.487978	0.262012	-0.487978	-1.470069	1.152572	0.319076	-1.152572	-0.341920	
16	-1.066560	-0.709601	70.850354	-0.001814	0.273553	0.001814	-1.346295	0.888051	0.241781	-0.888051	-0.229509	
17	-1.056520	-0.636961	70.960743	-0.448382	0.226351	0.448382	-1.081364	0.613741	0.122148	-0.613741	0.010196	
18	-1.053766	-0.567925	71.188245	-0.629895	0.169771	0.629895	-0.853563	0.452601	0.021565	-0.452601	0.224834	
19	-1.078981	-0.520624	71.485467	-0.588372	0.123937	0.588372	-0.718542	0.404860	-0.061163	-0.404860	0.413956	
20	-1.140549	-0.517056	71.838592	-0.421196	0.096354	0.421196	-0.709345	0.473940	-0.105410	-0.473940	0.521476	
21	-1.207055	-0.545398	72.054446	-0.244319	0.090013	0.244319	-0.814076	0.635923	-0.104069	-0.635923	0.531266	
22	-1.296022	-0.595836	71.963086	-0.157782	0.105863	0.157782	-0.980378	0.825374	-0.086589	-0.825374	0.521266	
