kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_25_63.3	12-2-2021	09:43:36:424	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-0.749621	-0.326664	570.643087	1.260868	0.796468	-1.260868	1.040339	0.188649	-0.996017	-0.188649	2.248267	
1	-1.070467	-0.276315	576.900254	1.100868	0.453023	-1.100868	1.378153	0.341303	-1.031328	-0.341303	1.684884	
2	-1.279694	-0.046041	580.460233	0.923489	0.197334	-0.923489	1.333398	0.289258	-0.745155	-0.289258	-0.023200	
3	-1.135045	0.071909	582.476056	0.478120	0.175957	-0.478120	1.122230	0.267762	-0.483958	-0.267762	-0.831000	
4	-1.176473	-0.148900	585.609929	0.303166	0.338886	-0.303166	1.372517	0.521946	-0.819171	-0.521946	0.486940	
5	-1.586255	-0.554541	590.697651	0.850278	0.620561	-0.850278	2.015224	1.018773	-1.622180	-1.018773	2.937683	
6	-1.923499	-0.819477	596.726310	2.067937	0.896769	-2.067937	2.450880	1.859865	-2.179447	-1.859865	4.585648	
7	-1.829694	-0.810679	603.050062	3.661247	0.950529	-3.661247	2.341204	3.118515	-2.089908	-3.118515	4.599214	
8	-1.489548	-0.597294	609.339884	5.335798	0.658065	-5.335798	1.821280	4.277823	-1.566813	-4.277823	3.358540	
9	-1.434815	-0.358474	614.385650	6.996723	0.310042	-6.996723	1.390676	4.882083	-1.145361	-4.882083	2.040145	
10	-1.774915	-0.235331	616.996009	8.479118	0.242207	-8.479118	1.332567	4.948845	-1.074573	-4.948845	1.493765	
11	-1.943739	-0.144230	617.241281	9.708712	0.285871	-9.708712	1.258041	4.930410	-0.983649	-4.930410	1.082041	
12	-1.658827	0.061898	615.282601	11.009516	0.194204	-11.009516	0.828559	5.193126	-0.561207	-5.193126	0.038725	
13	-1.328569	0.300782	610.388319	11.864863	0.108546	-11.864863	0.384694	5.208969	-0.146934	-5.208969	-1.013042	
14	-1.176898	0.406375	602.438749	10.966821	0.211699	-10.966821	0.266799	4.486839	-0.081771	-4.486839	-1.289143	
15	-0.963800	0.416113	592.662029	8.738238	0.371395	-8.738238	0.290896	3.594551	-0.087432	-3.594551	-1.215829	
16	-0.560898	0.491591	581.960736	7.168395	0.356218	-7.168395	0.240385	3.076475	0.187695	-3.076475	-1.533674	
17	-0.059727	0.696618	569.911767	6.717892	0.155030	-6.717892	0.061856	2.583201	0.700423	-2.583201	-2.314994	
18	0.390825	0.944370	555.675793	5.552482	-0.012427	-5.552482	-0.220835	1.561621	1.187553	-1.561621	-3.085635	
19	0.645532	1.113404	539.058625	3.252550	0.013440	-3.252550	-0.440571	0.395490	1.421773	-0.395490	-3.378835	
20	0.753560	1.207080	520.616883	1.755531	0.066380	-1.755531	-0.563912	-0.208427	1.484700	0.208427	-3.291086	
21	0.807035	1.263302	501.025031	1.388539	-0.036003	-1.388539	-0.661412	-0.305557	1.496808	0.305557	-3.036089	
22	0.593665	1.146460	480.910243	1.403137	-0.111850	-1.403137	-0.498750	-0.210743	1.179786	0.210743	-2.245475	
23	-0.057695	0.766270	461.304053	1.892268	0.083062	-1.892268	0.138886	0.179584	0.374877	-0.179584	-0.811439	
