kww	// User ID
12-2-2021	// Evaluation date
nate-pilot_07_54.8	12-2-2021	09:38:48:181	// Source file name and timestamp
238.095	// Sampling rate
3.355	// Data capture period

1.632822	// height
82.450500	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-1.176918	-0.733641	73.201666	2.039820	0.331613	-2.039820	-1.718949	1.958944	-0.281550	-1.958944	0.336200	
1	-1.294207	-0.681249	74.227868	3.077218	0.156482	-3.077218	-0.327239	1.624991	-0.844674	-1.624991	0.093937	
2	-1.430626	-0.669404	78.896954	3.726891	0.022165	-3.726891	0.551839	1.587835	-1.302663	-1.587835	-0.112827	
3	-1.569352	-0.655384	86.128853	4.451377	-0.134643	-4.451377	1.409950	1.724415	-1.743925	-1.724415	-0.323476	
4	-1.700688	-0.567400	95.072952	5.350184	-0.374366	-5.350184	2.604470	1.894764	-2.520976	-1.894764	-0.682529	
5	-1.803569	-0.443026	105.064953	5.605825	-0.573688	-5.605825	3.573711	2.001233	-3.484642	-2.001233	-1.122141	
6	-1.842285	-0.368533	115.194546	5.144688	-0.611001	-5.144688	3.782526	2.083741	-4.058110	-2.083741	-1.402883	
7	-1.804383	-0.358842	124.354105	4.637763	-0.516667	-4.637763	3.346498	2.252656	-4.001048	-2.252656	-1.420925	
8	-1.683673	-0.350926	131.636372	4.119768	-0.350065	-4.119768	2.481819	2.508011	-3.599500	-2.508011	-1.288459	
9	-1.528488	-0.318404	136.579226	3.173830	-0.139109	-3.173830	1.393659	2.691951	-3.212155	-2.691951	-1.153713	
10	-1.400214	-0.300906	139.095521	2.102601	0.061876	-2.102601	0.464573	2.674678	-2.825619	-2.674678	-1.013033	
11	-1.222499	-0.274930	139.207895	1.637799	0.159510	-1.637799	-0.004655	2.504459	-2.254842	-2.504459	-0.798811	
12	-0.978403	-0.179962	136.879240	1.928171	0.065136	-1.928171	0.218593	2.255613	-1.820219	-2.255613	-0.652482	
13	-0.827867	-0.043711	132.190761	2.417959	-0.195872	-2.417959	1.143857	1.922999	-2.025932	-1.922999	-0.774483	
14	-0.736855	0.095210	125.331799	2.642944	-0.458346	-2.642944	2.153266	1.540393	-2.575225	-1.540393	-1.030012	
