kww	// User ID
11-2-2021	// Evaluation date
kyle-pilot2_21_65.0	10-2-2021	15:07:02:547	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.852879	// height
83.778452	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-1.883838	-1.432909	587.957915	3.712375	0.145311	-3.712375	-29.399432	21.587589	8.060297	-21.587589	-15.023228	
1	-2.108145	-1.447179	587.152664	6.174819	0.207224	-6.174819	-27.280881	14.725008	12.259068	-14.725008	-23.494042	
2	-2.137455	-1.474024	584.782045	8.064351	0.189521	-8.064351	-19.565919	7.434302	12.207391	-7.434302	-24.203933	
3	-2.202817	-1.574673	583.302805	8.745033	0.167622	-8.745033	-16.272876	5.865878	11.408592	-5.865878	-23.322456	
4	-1.846951	-1.210077	583.876449	10.087500	0.152553	-10.087500	-14.957998	4.394991	10.852180	-4.394991	-23.535617	
5	-1.262600	-0.757740	586.143712	9.546826	0.098188	-9.546826	-7.780675	-1.863998	8.331388	1.863998	-19.276492	
6	-1.172218	-0.940727	589.635642	7.255465	0.077641	-7.255465	0.697376	-6.089165	5.299049	6.089165	-11.551520	
7	-1.092004	-0.991900	594.245123	5.847392	0.099586	-5.847392	3.525793	-6.309094	4.013299	6.309094	-8.322127	
8	-0.418847	-0.225205	599.739804	2.382291	0.044121	-2.382291	3.079705	-6.878777	3.380458	6.878777	-10.466070	
9	-0.117820	0.185151	605.631119	-2.191287	-0.011339	2.191287	1.470487	-5.582174	3.050324	5.582174	-12.573777	
10	-0.799854	-0.421833	611.487737	-4.664143	0.017766	4.664143	-3.511354	-0.605720	4.136392	0.605720	-14.793569	
11	-1.348953	-0.797723	617.129378	-3.566564	-0.000945	3.566564	-10.076328	4.684860	5.449021	-4.684860	-19.543611	
12	-1.116964	-0.361090	622.011026	-1.729702	-0.070098	1.729702	-12.838079	6.245469	5.277048	-6.245469	-23.729721	
13	-1.049544	-0.206923	624.566265	-2.564951	-0.030351	2.564951	-11.498283	3.406546	4.921540	-3.406546	-25.408630	
14	-1.693977	-0.772223	623.625419	-7.465925	0.087544	7.465925	-10.590256	-0.139653	5.854958	0.139653	-28.461195	
15	-2.100681	-0.964106	619.687343	-10.477319	0.103667	10.477319	-10.438965	-2.718263	6.232475	2.718263	-33.272248	
16	-1.654181	-0.334015	612.803878	-8.142311	-0.001553	8.142311	-8.188131	-5.848791	4.433448	5.848791	-34.079665	
17	-1.234832	0.006156	601.213661	-6.022591	-0.049021	6.022591	-5.836586	-6.538472	2.548812	6.538472	-29.085360	
18	-1.276805	-0.313232	584.165931	-4.343083	-0.006518	4.343083	-6.091097	-2.239455	2.056054	2.239455	-22.522544	
19	-0.760081	-0.068311	563.268032	-2.611897	-0.021043	2.611897	-4.766118	-0.218377	0.568266	0.218377	-16.066408	
20	0.366186	0.814792	539.446041	-4.461735	-0.072379	4.461735	0.254611	-3.167685	-2.072909	3.167685	-8.562379	
