kww	// User ID
11-2-2021	// Evaluation date
kyle-pilot2_14_50.3	10-2-2021	15:04:08:733	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.852879	// height
83.778452	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-0.797006	-0.048982	62.441193	-11.888938	-0.018955	11.888938	-0.130646	-8.569883	1.353352	8.569883	-1.252706	
1	0.081346	0.631295	61.939842	-12.894584	-0.656561	12.894584	0.714383	-7.687979	0.983279	7.687979	-1.257775	
2	0.168768	0.479047	62.933691	-10.108361	-1.309354	10.108361	1.071081	-4.385947	0.609623	4.385947	-0.847258	
3	-0.511337	-0.243861	64.379219	-6.891104	-1.003704	6.891104	0.478226	-2.063028	0.624199	2.063028	-0.498030	
4	-1.096848	-0.799192	65.847032	-6.245225	-0.491364	6.245225	-0.091536	-1.083472	0.717883	1.083472	-0.324939	
5	-1.273984	-1.015655	67.705552	-6.654193	-0.687126	6.654193	0.048396	-0.465420	0.631286	0.465420	-0.176191	
6	-1.405023	-1.188533	69.874885	-5.521696	-1.202300	5.521696	0.415728	-0.040748	0.508937	0.040748	-0.059302	
7	-1.596716	-1.320960	71.686491	-4.177726	-1.356408	4.177726	0.486773	-0.589037	0.557498	0.589037	-0.098658	
8	-1.581443	-1.206362	72.851027	-4.844676	-1.379067	4.844676	0.502784	-2.010934	0.711273	2.010934	-0.243238	
9	-1.369081	-0.960950	73.546959	-6.763717	-1.623669	6.763717	0.709110	-3.106045	0.784396	3.106045	-0.330476	
10	-1.280846	-0.901631	73.712459	-8.014836	-1.866566	8.014836	0.874344	-3.194908	0.714386	3.194908	-0.290655	
11	-1.271502	-0.918881	73.147815	-8.373195	-1.886024	8.373195	0.884056	-3.057750	0.615235	3.057750	-0.225572	
12	-1.044007	-0.685516	72.038183	-9.068224	-1.702969	9.068224	0.866758	-3.821487	0.654623	3.821487	-0.278665	
13	-0.727302	-0.356560	70.725035	-10.431419	-1.480052	10.431419	0.885547	-5.162812	0.784828	5.162812	-0.399709	
14	-0.634116	-0.287648	69.240275	-11.129451	-1.353840	11.129451	0.896129	-5.774273	0.791208	5.774273	-0.419097	
15	-0.767362	-0.446897	67.351528	-10.496484	-1.022251	10.496484	0.683023	-5.516647	0.694160	5.516647	-0.344684	
16	-0.969628	-0.587248	64.912293	-9.911870	-0.192723	9.911870	0.092747	-5.511901	0.739169	5.511901	-0.348061	
17	-1.040040	-0.545644	62.230995	-10.464488	0.641854	10.464488	-0.496962	-5.882670	0.933275	5.882670	-0.447992	
18	-0.823737	-0.326108	60.063975	-10.738185	0.749872	10.738185	-0.576340	-5.357462	0.987013	5.357462	-0.483019	
19	-0.551301	-0.166332	58.914092	-8.648539	0.347579	8.648539	-0.351842	-3.542224	0.783507	3.542224	-0.379461	
20	-0.596649	-0.255317	58.474288	-4.866486	0.233116	4.866486	-0.411424	-2.079987	0.571133	2.079987	-0.254441	
21	-0.900473	-0.478920	58.117007	-2.386123	0.280040	2.386123	-0.611108	-2.160587	0.519724	2.160587	-0.203730	
