kww	// User ID
11-2-2021	// Evaluation date
kyle-pilot2_12_52.3	10-2-2021	15:03:43:429	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.852879	// height
83.778452	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-1.451828	-1.151989	161.121003	2.087257	0.015893	-2.087257	0.733047	0.849519	-1.135326	-0.849519	3.204194	
1	-1.370543	-1.029894	156.617009	2.436050	0.016100	-2.436050	0.888512	0.994251	-1.230527	-0.994251	3.724119	
2	-1.163970	-0.822868	154.192840	2.549159	0.028497	-2.549159	0.789025	1.111789	-1.187354	-1.111789	3.780990	
3	-0.917325	-0.590147	154.061743	2.376606	0.064660	-2.376606	0.653253	1.130093	-1.114889	-1.130093	3.716361	
4	-0.660151	-0.298984	156.467677	2.354747	0.101242	-2.354747	0.694556	1.332101	-1.214622	-1.332101	4.326666	
5	-0.371861	0.086231	161.462070	3.014436	0.090367	-3.014436	0.828183	2.038879	-1.521568	-2.038879	5.829366	
6	-0.051166	0.502780	168.319454	4.288639	0.011152	-4.288639	0.879245	2.943507	-1.826511	-2.943507	7.435393	
7	0.201953	0.789027	175.594518	5.279352	-0.105140	-5.279352	0.911224	3.312197	-1.927002	-3.312197	8.217924	
8	0.247947	0.845334	182.123173	5.419529	-0.203108	-5.419529	1.154344	3.097944	-1.938109	-3.097944	8.453680	
9	0.079092	0.732785	187.681486	5.078567	-0.244734	-5.078567	1.566312	2.885427	-2.077511	-2.885427	8.958344	
10	-0.116827	0.586351	192.215504	4.543557	-0.211157	-4.543557	1.719974	2.829008	-2.190273	-2.829008	9.196149	
11	-0.247711	0.388738	195.069644	3.642424	-0.117391	-3.642424	1.430260	2.483459	-1.941442	-2.483459	7.856821	
12	-0.402039	0.084814	195.759438	2.546664	-0.024672	-2.546664	1.101918	1.739211	-1.420000	-1.739211	5.394502	
13	-0.425429	-0.033180	194.881774	1.919845	0.043796	-1.919845	0.975111	1.319408	-1.066473	-1.319408	3.853108	
14	-0.082296	0.292783	193.440055	2.261332	0.148313	-2.261332	0.680524	1.772813	-1.022396	-1.772813	3.834429	
15	0.290583	0.647198	191.877594	3.180714	0.276844	-3.180714	0.070741	2.359150	-1.058796	-2.359150	4.035013	
16	0.204371	0.561677	190.580895	3.708265	0.309847	-3.708265	-0.339829	2.308116	-1.137627	-2.308116	4.062392	
17	-0.136306	0.313293	190.480225	3.762507	0.217681	-3.762507	-0.149639	2.149509	-1.464593	-2.149509	4.789988	
18	-0.270429	0.288968	192.128820	3.691910	0.088421	-3.691910	0.309549	2.238978	-1.857485	-2.238978	5.778007	
19	-0.259095	0.319948	195.155019	3.335933	-0.036711	-3.335933	0.765463	2.009426	-1.933241	-2.009426	5.812695	
20	-0.376776	0.220784	199.614121	2.827350	-0.185445	-2.827350	1.677591	1.366522	-1.954612	-1.366522	5.670006	
21	-0.573841	0.162282	206.500412	2.480703	-0.328539	-2.480703	3.148016	0.854590	-2.384924	-0.854590	6.782022	
22	-0.684186	0.198544	215.916950	1.924839	-0.353317	-1.924839	4.214157	0.612125	-2.868782	-0.612125	8.136836	
23	-0.774791	0.105880	226.389750	0.742411	-0.223229	-0.742411	4.279148	0.272266	-2.813166	-0.272266	7.947397	
24	-0.925945	-0.121934	236.678564	-0.664302	-0.059047	0.664302	3.892811	-0.100864	-2.455116	0.100864	6.890013	
25	-0.917793	-0.148162	246.414695	-1.633349	0.076396	1.633349	3.314085	0.271543	-2.331320	-0.271543	6.491395	
26	-0.560650	0.148489	254.922437	-1.732406	0.262586	1.732406	2.007052	1.776995	-2.324044	-1.776995	6.326247	
27	-0.079070	0.486071	261.525272	-1.018958	0.429877	1.018958	0.289688	3.083435	-2.132101	-3.083435	5.580386	
28	0.240340	0.683481	266.671907	-0.333564	0.392811	0.333564	-0.566624	2.766898	-1.951536	-2.766898	4.923765	
29	0.328576	0.735445	270.930024	-0.054885	0.221334	0.054885	-0.587414	1.908036	-1.901881	-1.908036	4.735609	
30	-0.005228	0.382328	273.552965	0.158799	0.108097	-0.158799	-1.264444	1.934168	-1.567624	-1.934168	3.962871	
31	-0.911310	-0.541411	273.520054	0.173269	0.049500	-0.173269	-2.942075	2.311893	-0.857319	-2.311893	2.353356	
32	-1.879896	-1.451182	271.125723	-0.256714	0.000828	0.256714	-4.241406	2.322657	-0.461944	-2.322657	1.540729	
33	-2.299307	-1.750353	267.197725	-0.925095	0.001498	0.925095	-4.429955	2.214304	-0.683970	-2.214304	2.164653	
34	-2.434964	-1.818918	261.715366	-1.469223	0.028468	1.469223	-4.241028	2.100087	-0.829527	-2.100087	2.585955	
35	-2.821876	-2.219574	254.356105	-1.864840	-0.010797	1.864840	-3.908552	1.410678	-0.494596	-1.410678	1.906629	
36	-3.291150	-2.706360	245.154579	-1.875708	-0.227314	1.875708	-2.723714	0.155371	-0.124690	-0.155371	1.177750	
37	-3.403070	-2.823030	233.755673	-0.982100	-0.597039	0.982100	-0.921592	-0.682385	0.014510	0.682385	0.941181	
38	-3.137960	-2.623134	219.454525	0.629828	-0.899111	-0.629828	0.329703	-0.692421	0.201243	0.692421	0.498694	
39	-2.709375	-2.355354	202.362483	1.951979	-1.022011	-1.951979	0.759313	-0.606777	0.572141	0.606777	-0.455507	
40	-2.209639	-2.048064	183.788864	2.479672	-1.067915	-2.479672	0.950388	-0.860249	0.898939	0.860249	-1.322867	
41	-1.702304	-1.661159	165.911907	2.461571	-1.086574	-2.461571	1.084027	-1.170090	0.956023	1.170090	-1.505755	
42	-1.363094	-1.324658	151.266711	2.324593	-1.003969	-2.324593	0.926418	-1.156624	0.789456	1.156624	-1.063316	
43	-1.277517	-1.162870	141.745375	2.436247	-0.800995	-2.436247	0.502113	-0.756410	0.580896	0.756410	-0.409833	
44	-1.277669	-1.042317	137.881215	2.933151	-0.575805	-2.933151	0.166216	-0.107289	0.352315	0.107289	0.296815	
45	-1.177514	-0.758704	138.995937	3.794367	-0.422169	-3.794367	0.158628	0.759403	0.016319	-0.759403	1.113846	
46	-0.990908	-0.341031	143.468595	4.931842	-0.317798	-4.931842	0.324954	1.844113	-0.358959	-1.844113	1.934879	
47	-0.842801	-0.003264	148.877504	5.934507	-0.186104	-5.934507	0.390469	2.860462	-0.591721	-2.860462	2.524994	
48	-0.860171	0.066563	152.739458	6.278442	-0.057272	-6.278442	0.288766	3.389535	-0.593127	-3.389535	2.815012	
49	-1.042728	-0.110249	153.714421	5.904276	-0.031563	-5.904276	0.145701	3.267578	-0.442916	-3.267578	2.943705	
50	-1.151659	-0.271367	151.887184	5.071390	-0.096727	-5.071390	0.103454	2.663816	-0.320838	-2.663816	2.969425	
51	-1.039307	-0.274875	147.966759	3.939517	-0.166717	-3.939517	0.147178	1.877610	-0.286867	-1.877610	2.809388	
52	-0.949334	-0.330795	142.801889	2.605316	-0.223850	-2.605316	0.164248	1.114132	-0.244735	-1.114132	2.527025	
53	-1.069830	-0.548105	137.547404	1.358017	-0.276018	-1.358017	0.184901	0.528669	-0.199815	-0.528669	2.364827	
54	-1.168128	-0.658510	133.456178	0.474100	-0.292896	-0.474100	0.323268	0.202217	-0.268134	-0.202217	2.473784	
55	-1.052966	-0.518429	131.167890	-0.094881	-0.249762	0.094881	0.533532	0.117910	-0.434873	-0.117910	2.729683	
56	-0.923213	-0.376019	130.581721	-0.417574	-0.168487	0.417574	0.700079	0.259672	-0.600248	-0.259672	2.914769	
57	-0.976094	-0.404377	131.487005	-0.475543	-0.109254	0.475543	0.899726	0.421658	-0.785300	-0.421658	3.067890	
58	-1.065660	-0.434953	133.666718	-0.482385	-0.095722	0.482385	1.258865	0.243930	-1.033253	-0.243930	3.293254	
59	-1.005538	-0.348742	136.349204	-0.572437	-0.087193	0.572437	1.561527	-0.128024	-1.203593	0.128024	3.311864	
60	-0.921139	-0.335148	138.365465	-0.470250	-0.071069	0.470250	1.590285	-0.340567	-1.164736	0.340567	2.786923	
61	-0.946423	-0.472391	138.975525	-0.068062	-0.055004	0.068062	1.654981	-0.565655	-1.023589	0.565655	1.955457	
62	-0.884812	-0.468417	138.178964	0.323998	-0.024605	-0.323998	1.887294	-0.866189	-0.867398	0.866189	1.402723	
63	-0.651605	-0.230006	136.266776	0.606243	0.001676	-0.606243	1.848476	-0.851840	-0.674654	0.851840	1.254249	
64	-0.590626	-0.137110	133.396365	0.967624	0.000675	-0.967624	1.541740	-0.548900	-0.573359	0.548900	1.167673	
65	-0.868136	-0.348579	129.675230	1.490936	0.010432	-1.490936	1.441829	-0.246084	-0.646707	0.246084	1.073177	
66	-1.179523	-0.555458	125.352520	2.053982	0.040686	-2.053982	1.553060	0.047457	-0.733096	-0.047457	1.163085	
67	-1.360086	-0.650609	120.680301	2.343909	0.019590	-2.343909	1.614126	0.236244	-0.714883	-0.236244	1.283666	
68	-1.590564	-0.859675	115.779595	2.117804	-0.086494	-2.117804	1.686908	0.043576	-0.646940	-0.043576	1.157961	
69	-1.927796	-1.194560	110.895654	1.329966	-0.214270	-1.329966	1.865695	-0.441411	-0.569145	0.441411	0.941923	
70	-2.202386	-1.426301	106.637144	0.135797	-0.288057	-0.135797	1.985811	-0.843357	-0.456479	0.843357	0.948663	
71	-2.294013	-1.469054	103.691601	-1.287699	-0.280739	1.287699	1.864188	-0.940173	-0.294521	0.940173	1.120248	
72	-2.184081	-1.374308	102.447963	-2.321665	-0.212177	2.321665	1.534255	-0.675523	-0.117475	0.675523	1.233138	
73	-1.892356	-1.140928	103.058923	-2.252272	-0.130309	2.252272	1.147207	-0.234603	0.005681	0.234603	1.329142	
74	-1.515246	-0.792672	105.566042	-1.225522	-0.068072	1.225522	0.782342	0.246927	0.048415	-0.246927	1.548881	
75	-1.208549	-0.487512	109.780998	0.438122	-0.026839	-0.438122	0.455608	0.887093	0.056878	-0.887093	1.779398	
76	-1.071261	-0.377651	115.257171	2.377960	-0.001469	-2.377960	0.234124	1.360480	0.075199	-1.360480	1.818346	
77	-1.062018	-0.413465	121.483679	3.583368	0.014007	-3.583368	0.184907	1.255977	0.098435	-1.255977	1.724559	
78	-1.024135	-0.397225	128.017100	3.573404	0.028906	-3.573404	0.227776	0.936375	0.111703	-0.936375	1.673816	
79	-0.889393	-0.280211	134.477545	2.977112	0.036927	-2.977112	0.209465	0.776338	0.128339	-0.776338	1.630388	
80	-0.816352	-0.249702	140.486897	2.284669	0.012950	-2.284669	0.144637	0.548883	0.148738	-0.548883	1.491476	
81	-0.923679	-0.391223	145.578465	1.460459	-0.048052	-1.460459	0.151049	0.076300	0.154001	-0.076300	1.341602	
