kww	// User ID
11-2-2021	// Evaluation date
kyle-pilot2_01_36.8	10-2-2021	15:01:00:328	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.852879	// height
83.778452	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	-0.154308	-0.510779	143.175575	-2.446538	-1.027226	2.446538	1.661244	-1.205411	-1.491503	1.205411	3.028989	
1	0.129062	-0.259742	141.334791	-4.981617	-1.458500	4.981617	2.010984	-2.317485	-1.359167	2.317485	3.098977	
2	-0.060619	-0.478239	139.776622	-6.852962	-1.954664	6.852962	2.834729	-2.826860	-1.881656	2.826860	3.929941	
3	-0.387643	-0.876339	138.538040	-7.240961	-2.813291	7.240961	4.205807	-3.582058	-2.741279	3.582058	5.365380	
4	-0.455065	-1.016209	138.031599	-7.685414	-3.536223	7.685414	5.077758	-4.551844	-3.206240	4.551844	6.412314	
5	-0.408151	-0.990678	138.656931	-8.133822	-3.688677	8.133822	5.094993	-4.816227	-3.250942	4.816227	6.755709	
6	-0.512650	-1.099677	140.183512	-7.172943	-3.681858	7.172943	5.082832	-4.521981	-3.374416	4.521981	7.091427	
7	-0.498370	-1.123267	142.183123	-5.909119	-3.793492	5.909119	5.159456	-4.772350	-3.498733	4.772350	7.534956	
8	-0.128229	-0.790921	144.612478	-6.162415	-3.667191	6.162415	4.772888	-5.453710	-3.289104	5.453710	7.489347	
9	0.268585	-0.391133	147.493093	-6.927264	-3.302783	6.927264	4.194438	-5.665668	-2.961771	5.665668	7.049653	
10	0.472980	-0.192283	150.603212	-6.850620	-3.109598	6.850620	3.997797	-5.525696	-2.916516	5.525696	6.998529	
11	0.675192	-0.036640	153.886128	-6.837179	-2.914019	6.837179	3.814920	-5.434434	-3.086825	5.434434	7.405187	
12	0.818245	0.092904	157.591635	-7.780058	-2.283463	7.780058	3.027222	-4.867143	-3.141842	4.867143	7.546539	
13	0.584500	-0.081382	161.686009	-8.621698	-1.697066	8.621698	2.261449	-3.772387	-3.056914	3.772387	7.337826	
14	0.070843	-0.532395	165.733583	-8.240742	-1.983008	8.240742	2.663678	-3.364082	-3.038484	3.364082	7.412490	
15	-0.242437	-0.810447	169.606354	-7.529161	-2.712120	7.529161	3.674695	-4.001050	-2.960065	4.001050	7.529808	
16	-0.216103	-0.721727	173.565087	-7.976029	-2.807439	7.976029	3.806394	-4.450776	-2.544954	4.450776	6.848562	
17	-0.227240	-0.640675	177.429382	-9.107466	-2.403218	9.107466	3.286065	-4.212098	-2.027289	4.212098	5.771588	
18	-0.458641	-0.823566	180.489570	-9.535916	-2.341440	9.535916	3.284010	-4.145854	-1.852185	4.145854	5.509002	
19	-0.574448	-0.963269	182.373455	-9.277853	-2.548201	9.277853	3.644574	-4.620833	-1.983513	4.620833	6.115173	
20	-0.422780	-0.851558	183.239932	-9.115770	-2.457512	9.115770	3.567181	-4.853189	-2.084117	4.853189	6.640772	
21	-0.322047	-0.754596	183.113331	-8.791406	-2.165984	8.791406	3.234301	-4.409286	-2.050896	4.409286	6.684598	
