kww	// User ID
12-2-2021	// Evaluation date
alex-pilot_01_34.4	11-2-2021	13:20:51:950	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.890237	// height
89.628650	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	2.049576	0.648618	170.953471	-1.621043	-0.000000	1.621043	-1.498948	-0.620987	1.253503	0.620987	-7.055730	
1	1.629419	0.460828	172.322327	-1.426880	-0.000000	1.426880	-1.093367	-0.577230	0.990614	0.577230	-5.914042	
2	1.272961	0.325310	172.160737	-1.099806	-0.000000	1.099806	-0.813168	-0.433050	0.767763	0.433050	-4.871113	
3	1.264531	0.493088	170.635456	-0.758032	0.000000	0.758032	-0.839545	-0.242486	0.795713	0.242486	-4.083326	
4	1.443601	0.798113	167.625689	-0.442805	0.000000	0.442805	-0.991766	-0.025061	0.943648	0.025061	-3.562615	
5	1.676090	1.066200	163.361296	-0.167883	0.000000	0.167883	-1.190111	0.168170	1.094004	-0.168170	-3.469225	
6	1.909227	1.230561	158.521701	0.021633	0.000000	-0.021633	-1.427991	0.256575	1.214833	-0.256575	-3.850990	
7	2.090437	1.286836	153.477752	0.112767	0.000000	-0.112767	-1.639532	0.262632	1.296807	-0.262632	-4.507991	
8	2.291175	1.346877	148.140565	0.094767	0.000000	-0.094767	-1.852086	0.272803	1.395457	-0.272803	-5.257423	
9	2.509357	1.435982	142.697626	-0.107601	0.000000	0.107601	-2.071429	0.248389	1.499905	-0.248389	-5.929574	
10	2.596887	1.469456	137.857504	-0.514313	0.000000	0.514313	-2.161692	0.132470	1.514733	-0.132470	-6.169497	
11	2.649949	1.553997	134.347331	-1.024520	0.000000	1.024520	-2.146853	-0.007763	1.480108	0.007763	-5.817882	
12	2.823603	1.775951	132.520322	-1.506473	0.000000	1.506473	-2.143792	-0.073373	1.477828	0.073373	-5.202876	
13	2.878441	1.898696	132.302283	-1.766657	0.000000	1.766657	-1.974823	-0.038968	1.416560	0.038968	-4.531527	
14	2.668738	1.824578	133.490300	-1.654279	0.000000	1.654279	-1.534056	0.068960	1.230305	-0.068960	-3.616469	
15	2.553106	1.846793	136.189126	-1.264216	0.000000	1.264216	-1.149916	0.224651	1.047694	-0.224651	-2.538515	
16	2.705989	2.052476	140.454963	-0.666693	0.000000	0.666693	-0.957227	0.455364	0.961703	-0.455364	-1.773605	
17	2.734044	2.106048	145.607404	0.169859	0.000000	-0.169859	-0.630227	0.723828	0.880073	-0.723828	-1.447532	
18	2.342796	1.824551	150.784630	1.053456	0.000000	-1.053456	-0.017155	0.834295	0.693448	-0.834295	-1.116014	
19	1.802431	1.463725	155.929461	1.665157	0.000000	-1.665157	0.601723	0.723082	0.440207	-0.723082	-0.488749	
20	1.505621	1.306119	161.416494	1.835862	0.000000	-1.835862	0.916290	0.561904	0.237046	-0.561904	0.112210	
21	1.366499	1.231527	167.120633	1.646788	0.000000	-1.646788	0.976405	0.410306	0.124148	-0.410306	0.231727	
22	1.142090	1.025238	172.522269	1.292360	0.000000	-1.292360	0.902191	0.180257	0.111152	-0.180257	-0.284047	
23	1.154722	0.946237	177.485390	0.897614	0.000000	-0.897614	0.467954	0.077352	0.216707	-0.077352	-1.366096	
24	1.738618	1.290871	182.339799	0.645559	0.000000	-0.645559	-0.185535	0.373399	0.277546	-0.373399	-2.658310	
25	2.399340	1.741106	187.135418	0.693512	0.000000	-0.693512	-0.337377	0.787858	0.091820	-0.787858	-3.450402	
26	2.676873	1.965285	191.528943	0.862745	0.000000	-0.862745	0.108239	0.915209	-0.282838	-0.915209	-3.465916	
27	2.937377	2.159880	195.537325	0.927397	0.000000	-0.927397	0.688593	0.884182	-0.745288	-0.884182	-3.480763	
28	3.400795	2.424014	199.468253	0.920151	0.000000	-0.920151	1.363009	0.789377	-1.267996	-0.789377	-4.143132	
29	3.638581	2.490368	203.144794	0.851447	0.000000	-0.851447	2.077616	0.416658	-1.671577	-0.416658	-4.969441	
30	3.525908	2.315607	206.249252	0.502142	0.000000	-0.502142	2.428704	-0.038860	-1.840831	0.038860	-5.486337	
31	3.497389	2.211567	209.078567	-0.269385	0.000000	0.269385	2.503071	-0.248198	-2.055759	0.248198	-5.782168	
32	3.705441	2.319547	211.918526	-1.183672	0.000000	1.183672	2.852737	-0.439393	-2.553736	0.439393	-5.623334	
33	3.775061	2.369276	214.242130	-1.924883	0.000000	1.924883	3.355374	-0.851153	-2.953801	0.851153	-5.033414	
34	3.497695	2.131555	215.474601	-2.373516	0.000000	2.373516	3.387236	-1.253125	-2.802481	1.253125	-4.793520	
35	3.251614	1.889330	215.923235	-2.322823	0.000000	2.322823	3.313143	-1.446591	-2.583869	1.446591	-4.680158	
36	3.373876	1.986024	216.171922	-1.761118	0.000000	1.761118	4.085811	-1.564805	-3.029931	1.564805	-3.591203	
37	3.527074	2.149054	216.227252	-1.074785	0.000000	1.074785	5.196883	-1.696828	-3.596864	1.696828	-2.114263	
38	3.399343	2.016120	215.869941	-0.574665	0.000000	0.574665	5.409571	-1.731119	-3.430254	1.731119	-1.945204	
39	3.419082	1.876291	215.191194	-0.340040	0.000000	0.340040	5.212774	-1.774580	-3.090151	1.774580	-2.877601	
40	3.873822	2.075874	214.218624	-0.333482	0.000000	0.333482	5.941392	-2.101864	-3.460488	2.101864	-3.015608	
41	4.288153	2.355405	212.612993	-0.670921	0.000000	0.670921	7.169577	-2.642952	-4.127073	2.642952	-1.910350	
42	4.393087	2.391446	210.407146	-1.549141	0.000000	1.549141	7.484888	-3.049466	-4.281050	3.049466	-1.350702	
43	4.542930	2.335388	208.382721	-2.711525	0.000000	2.711525	7.037237	-3.265849	-4.107665	3.265849	-2.018466	
44	4.862150	2.423782	207.115053	-3.510449	0.000000	3.510449	7.057205	-3.601960	-4.231790	3.601960	-2.220467	
