kww	// User ID
12-2-2021	// Evaluation date
alex-pilot_24_75.9	11-2-2021	13:27:09:553	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.890237	// height
89.628650	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	2.617107	1.478681	191.546479	11.888238	0.000000	-11.888238	-4.061297	7.223969	1.578503	-7.223969	-4.657696	
1	2.991867	2.040614	188.487794	11.008103	0.000000	-11.008103	-4.667009	7.559587	0.393525	-7.559587	-2.872449	
2	3.024076	2.003689	186.949372	10.264821	0.000000	-10.264821	-6.300190	8.141804	0.529140	-8.141804	-3.064713	
3	3.311617	2.293877	187.081654	9.438962	0.000000	-9.438962	-8.099650	9.777942	0.060968	-9.777942	-2.587788	
4	3.385410	2.387719	188.498736	8.566716	0.000000	-8.566716	-8.367026	9.816431	-0.163378	-9.816431	-2.434380	
5	2.208290	0.992886	190.439016	8.753414	0.000000	-8.753414	-5.928330	6.375207	2.119877	-6.375207	-5.080244	
6	0.345477	-1.099898	192.295064	10.736292	0.000000	-10.736292	-1.459278	2.482945	5.375910	-2.482945	-8.498229	
7	-0.556794	-1.859446	193.916763	12.715263	-0.000000	-12.715263	2.656197	0.733798	6.125706	-0.733798	-8.876894	
8	-0.309074	-1.212806	195.287031	12.546350	-0.000000	-12.546350	4.471739	-0.039812	4.426994	0.039812	-6.457645	
9	-0.168370	-0.796536	196.194846	11.454645	-0.000000	-11.454645	3.659091	-0.974521	3.138688	0.974521	-4.545183	
10	-0.440056	-0.991080	196.418336	10.933403	-0.000000	-10.933403	0.938943	-1.137465	3.032449	1.137465	-4.025905	
11	-0.243298	-0.778833	195.790595	10.474973	0.000000	-10.474973	-2.057124	0.489694	2.547502	-0.489694	-3.475283	
12	0.361430	-0.280910	194.019129	9.428066	0.000000	-9.428066	-3.691608	1.525012	2.102599	-1.525012	-3.388921	
13	0.359612	-0.652317	190.936527	8.110924	0.000000	-8.110924	-3.794928	-0.185762	3.582649	0.185762	-5.465634	
14	-0.008665	-1.508863	187.008007	7.162163	0.000000	-7.162163	-3.746660	-1.908705	6.020877	1.908705	-8.675657	
15	0.436608	-1.382775	183.137072	6.385235	0.000000	-6.385235	-4.706583	-0.815100	6.881503	0.815100	-10.373098	
16	1.479645	-0.436528	179.815273	5.173274	0.000000	-5.173274	-5.808492	0.852696	6.366462	-0.852696	-10.296601	
17	1.942991	-0.010441	176.835606	3.930704	0.000000	-3.930704	-5.361087	0.552796	6.315287	-0.552796	-10.346061	
18	1.714273	-0.293847	173.866749	3.581509	0.000000	-3.581509	-3.746029	-0.763890	6.961563	0.763890	-11.084549	
19	1.472026	-0.452666	170.906546	3.913718	0.000000	-3.913718	-2.432586	-1.036702	6.946715	1.036702	-10.983161	
20	1.462943	-0.092048	168.065996	3.934661	0.000000	-3.934661	-1.372099	-0.001627	5.459250	0.001627	-8.850910	
21	1.478185	0.322008	165.398442	3.575394	0.000000	-3.575394	0.057446	0.845503	3.812226	-0.845503	-6.460749	
22	1.074764	-0.108967	163.098153	3.329907	0.000000	-3.329907	1.878005	-0.106358	4.284059	0.106358	-7.037466	
23	0.035846	-1.527771	161.348371	2.860257	-0.000000	-2.860257	3.952702	-3.109468	6.708030	3.109468	-10.233754	
24	-0.833576	-2.584037	160.110966	1.817837	-0.000000	-1.817837	5.246176	-5.302241	8.112068	5.302241	-12.061021	
25	-0.512819	-2.123590	159.434392	2.008704	-0.000000	-2.008704	3.860975	-3.378316	7.063378	3.378316	-10.846010	
26	0.573197	-0.976472	159.561438	6.283133	0.000000	-6.283133	-0.401380	1.625054	5.540408	-1.625054	-9.360672	
