kww	// User ID
12-2-2021	// Evaluation date
alex-pilot_17_64.6	11-2-2021	13:24:12:322	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.890237	// height
89.628650	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	1.389546	0.812753	113.866887	3.481913	-0.257019	-3.481913	0.455522	0.699189	-0.776628	-0.699189	3.106251	
1	1.036730	0.406500	109.744749	1.588971	-0.072078	-1.588971	0.071641	-0.038217	-0.298130	0.038217	2.728593	
2	1.085201	0.402588	105.884335	0.174402	-0.203598	-0.174402	0.170856	-0.587828	-0.253655	0.587828	2.898750	
3	1.361207	0.652886	103.120787	-0.175331	-0.441099	0.175331	0.499325	-0.933535	-0.492819	0.933535	3.317058	
4	1.413030	0.622075	102.280006	0.121455	-0.363812	-0.121455	0.513107	-0.732606	-0.444253	0.732606	3.611677	
5	1.123618	0.161023	103.802484	0.796119	0.081513	-0.796119	0.148737	0.231761	0.029865	-0.231761	3.753727	
6	0.603470	-0.541472	107.684081	1.815647	0.667703	-1.815647	-0.338914	1.831290	0.676421	-1.831290	3.706665	
7	0.046471	-1.165496	113.659632	2.969182	1.088596	-2.969182	-0.745500	3.153603	1.177942	-3.153603	3.351656	
8	-0.319816	-1.432267	121.339070	3.608969	1.191576	-3.608969	-1.008230	3.182283	1.364320	-3.182283	2.796326	
9	-0.387746	-1.344840	130.239484	3.307569	1.090206	-3.307569	-1.099716	2.478730	1.282612	-2.478730	2.443602	
10	-0.035960	-0.929206	139.820413	2.629573	0.789689	-2.629573	-0.873073	2.284076	0.905929	-2.284076	2.812773	
11	0.870194	-0.018575	149.531385	2.418675	0.049283	-2.418675	-0.127577	2.344258	0.018788	-2.344258	3.881306	
12	1.923421	1.105269	158.881695	2.807952	-0.918863	-2.807952	0.889352	1.779722	-1.132685	-1.779722	4.682338	
13	2.389790	1.662249	167.540895	3.075312	-1.382868	-3.075312	1.430217	0.815246	-1.734636	-0.815246	4.641077	
14	2.346932	1.585007	175.343451	2.546605	-1.236540	-2.546605	1.397764	0.262210	-1.669822	-0.262210	4.586466	
15	2.506699	1.620653	182.266459	1.784276	-1.128727	-1.784276	1.541089	0.228102	-1.733363	-0.228102	5.106307	
16	2.925289	1.973600	188.485122	1.659036	-1.270254	-1.659036	2.014793	0.088400	-2.133701	-0.088400	5.546952	
17	3.081932	2.102283	194.204298	1.781231	-1.274711	-1.781231	2.184913	-0.151113	-2.297154	0.151113	5.601877	
18	2.833583	1.735473	199.296006	1.296310	-0.972649	-1.296310	1.813411	0.290114	-2.019589	-0.290114	5.872705	
19	2.395533	1.153473	203.338434	0.397815	-0.572343	-0.397815	1.255239	1.440471	-1.621531	-1.440471	6.275134	
20	1.752489	0.535098	206.023370	-0.124281	-0.195055	0.124281	0.657670	2.445315	-1.188566	-2.445315	5.915889	
21	0.702049	-0.343904	207.331481	0.307513	0.278520	-0.307513	-0.140681	3.219918	-0.511233	-3.219918	4.836491	
22	-0.412438	-1.330533	207.385347	1.719147	0.790912	-1.719147	-0.888201	4.289914	0.170203	-4.289914	4.018304	
23	-0.741250	-1.608477	206.326644	3.284959	0.941054	-3.284959	-1.031897	4.688119	0.290454	-4.688119	3.820956	
24	-0.202993	-1.026688	204.335830	4.073290	0.625459	-4.073290	-0.617253	3.535844	-0.114072	-3.535844	3.877932	
25	0.375993	-0.461252	201.660870	3.808877	0.330587	-3.808877	-0.180180	2.218966	-0.512741	-2.218966	4.093274	
26	0.730697	-0.210418	198.598908	2.713201	0.225109	-2.713201	0.183469	1.603657	-0.784544	-1.603657	4.565691	
27	1.287432	0.282674	195.487772	1.402074	-0.045728	-1.402074	0.745118	0.596065	-1.148785	-0.596065	4.845499	
28	1.889870	0.933564	192.679694	0.310255	-0.389317	-0.310255	1.293311	-1.082196	-1.440740	1.082196	4.529734	
29	1.924800	1.007773	190.455864	-0.671642	-0.330530	0.671642	1.437205	-1.896652	-1.403712	1.896652	4.090268	
30	1.449819	0.483172	188.956290	-1.451376	0.058743	1.451376	1.335651	-1.138882	-1.205431	1.138882	4.056922	
31	1.103303	0.084677	188.234003	-1.624522	0.277206	1.624522	1.346261	0.031369	-1.136228	-0.031369	4.176773	
32	1.185721	0.165153	188.289525	-1.071208	0.166237	1.071208	1.415372	0.492662	-1.212886	-0.492662	4.189283	
33	1.372544	0.325234	188.918572	0.058436	0.003714	-0.058436	1.307852	0.752794	-1.327651	-0.752794	4.386469	
34	1.241856	0.139252	189.651509	1.431530	-0.001413	-1.431530	0.961927	1.615177	-1.382427	-1.615177	4.822109	
35	0.854811	-0.198208	190.062543	2.285394	0.059787	-2.285394	0.460766	2.312131	-1.265117	-2.312131	4.867068	
36	0.550955	-0.344427	189.999837	2.028861	0.076530	-2.028861	0.002138	1.986724	-1.024789	-1.986724	4.366380	
37	0.416005	-0.432918	189.328537	1.239606	0.124774	-1.239606	-0.195635	1.552100	-0.922246	-1.552100	4.324924	
38	0.432256	-0.575948	187.751166	1.018506	0.212447	-1.018506	-0.061778	1.920661	-1.082528	-1.920661	5.324748	
39	0.669515	-0.507832	185.145429	1.825705	0.192360	-1.825705	0.304893	2.432940	-1.338134	-2.432940	6.365132	
40	0.895968	-0.309403	181.718609	3.211364	0.093229	-3.211364	0.603608	2.494130	-1.468312	-2.494130	6.563507	
41	0.668689	-0.505823	177.577592	4.213438	0.186050	-4.213438	0.584086	2.849988	-1.467762	-2.849988	6.398158	
42	0.051122	-1.113228	172.498996	4.463295	0.520093	-4.463295	0.432322	4.040026	-1.454516	-4.040026	6.356519	
43	-0.382508	-1.516191	166.323250	4.417604	0.791296	-4.417604	0.544467	5.281977	-1.474669	-5.281977	6.139520	
44	-0.358947	-1.414988	159.222199	4.380295	0.798511	-4.380295	0.918901	5.688453	-1.484578	-5.688453	5.559640	
45	-0.226619	-1.194811	151.431183	4.383183	0.711506	-4.383183	1.159936	5.595111	-1.464364	-5.595111	4.919298	
46	-0.264862	-1.169348	143.060090	4.819146	0.684336	-4.819146	1.075117	5.643595	-1.468261	-5.643595	4.512410	
47	-0.176418	-1.035708	134.327379	6.084983	0.534345	-6.084983	0.852256	5.217687	-1.513814	-5.217687	4.258088	
48	0.258101	-0.555545	125.707108	7.871262	0.155657	-7.871262	0.606972	3.732260	-1.535714	-3.732260	3.970484	
49	0.649553	-0.142877	117.634477	9.399496	-0.171925	-9.399496	0.202805	2.493110	-1.571303	-2.493110	3.829490	
50	0.682888	-0.172933	110.198246	9.966360	-0.212796	-9.966360	-0.391326	2.758962	-1.757138	-2.758962	4.210602	
51	0.591497	-0.422200	103.258674	9.455810	-0.095688	-9.455810	-0.851062	3.845405	-2.113315	-3.845405	5.084877	
52	0.609374	-0.558959	96.818065	8.197773	-0.030218	-8.197773	-0.876370	4.421528	-2.430808	-4.421528	5.855057	
53	0.743888	-0.450231	91.173468	6.315264	-0.052173	-6.315264	-0.560010	3.788879	-2.434328	-3.788879	5.880878	
54	1.130804	0.029712	86.716543	4.072023	-0.166186	-4.072023	0.061576	2.153614	-2.156912	-2.153614	5.189375	
55	1.821303	0.812684	83.702182	2.389867	-0.337237	-2.389867	1.182328	0.517687	-1.874522	-0.517687	4.367930	
56	2.445418	1.515001	82.322170	1.924619	-0.402863	-1.924619	2.550335	-0.352516	-1.631888	0.352516	3.598110	
57	2.655760	1.865863	82.831100	2.157366	-0.319331	-2.157366	3.405673	-0.770539	-1.275003	0.770539	2.629376	
58	2.440393	1.777510	85.226512	2.166610	-0.209178	-2.166610	3.364161	-0.947592	-0.963873	0.947592	1.956426	
59	1.980944	1.267389	88.864932	1.805500	-0.113416	-1.805500	2.843936	-0.344041	-1.054146	0.344041	2.477546	
60	1.717546	0.824713	92.988768	1.299073	-0.096874	-1.299073	2.390970	0.652170	-1.433422	-0.652170	3.696234	
61	2.076551	1.043664	97.665519	0.502496	-0.296977	-0.502496	2.094369	0.816937	-1.669055	-0.816937	4.372909	
62	3.012233	1.858535	103.638938	-0.813510	-0.656496	0.813510	1.922356	0.052839	-1.715774	-0.052839	4.593029	
63	4.290083	2.959707	111.752064	-2.587973	-1.029813	2.587973	2.000159	-1.067494	-1.713806	1.067494	4.906604	
64	5.656045	4.210022	123.129206	-4.323992	-1.345312	4.323992	2.172642	-2.699375	-1.473681	2.699375	4.828408	
65	6.541942	5.136215	139.010574	-5.039376	-1.436157	5.039376	1.995625	-4.521357	-0.989085	4.521357	4.164803	
66	6.446000	5.093148	159.807337	-3.875402	-1.220425	3.875402	1.487975	-4.858445	-0.809751	4.858445	4.119331	
67	5.577812	4.191306	184.322847	-1.133337	-0.944429	1.133337	1.180683	-3.026514	-1.162367	3.026514	5.224843	
68	4.591609	3.239984	209.566686	1.718967	-0.741265	-1.718967	1.234618	-0.906823	-1.449027	0.906823	5.982642	
69	3.725940	2.566058	231.614966	3.617727	-0.471906	-3.617727	1.303992	-0.046033	-1.292785	0.046033	5.530572	
