kww	// User ID
12-2-2021	// Evaluation date
alex-pilot_22_69.6	11-2-2021	13:26:38:763	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.890237	// height
89.628650	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	2.378360	1.307170	141.111096	6.743050	0.000000	-6.743050	-0.128045	1.379272	0.752267	-1.379272	1.836355	
1	2.081156	0.940751	138.619103	7.799103	0.000000	-7.799103	-0.541516	2.017209	1.100205	-2.017209	1.837927	
2	1.367359	-0.052647	137.167005	8.999348	0.000000	-8.999348	-1.437784	4.027287	1.994455	-4.027287	1.815973	
3	0.998130	-0.644248	136.941722	11.076616	0.000000	-11.076616	-2.160861	5.656345	2.545057	-5.656345	1.890343	
4	1.008638	-0.672874	138.303711	12.947017	0.000000	-12.947017	-2.375732	5.733169	2.497824	-5.733169	1.978956	
5	0.839123	-0.810772	141.285338	13.178388	0.000000	-13.178388	-2.279902	4.920706	2.420864	-4.920706	1.968911	
6	0.466453	-1.190789	145.643134	12.212841	0.000000	-12.212841	-1.959312	4.031986	2.579696	-4.031986	2.022958	
7	0.215052	-1.463833	151.245364	11.072779	0.000000	-11.072779	-1.484152	3.157414	2.719727	-3.157414	2.206681	
8	-0.016998	-1.698046	157.955792	9.952539	-0.000000	-9.952539	-1.214291	2.209296	2.819070	-2.209296	2.421120	
9	-0.323414	-2.050495	165.215068	8.659287	-0.000000	-8.659287	-1.273835	1.267527	3.017976	-1.267527	2.748891	
10	-0.392525	-2.254713	172.228651	7.002759	-0.000000	-7.002759	-1.364537	0.657103	3.165854	-0.657103	3.222349	
11	-0.127277	-2.116309	178.470705	5.203914	-0.000000	-5.203914	-1.370271	0.599530	3.077662	-0.599530	3.578416	
12	0.381205	-1.580128	183.619307	3.724727	0.000000	-3.724727	-1.279562	0.849733	2.628523	-0.849733	3.439292	
13	1.169227	-0.632885	187.061238	2.862435	0.000000	-2.862435	-1.010466	1.044090	1.892259	-1.044090	2.691036	
14	1.907113	0.195019	187.674151	2.781532	0.000000	-2.781532	-0.848480	1.285679	1.368783	-1.285679	1.890353	
15	2.458118	0.729182	184.410478	3.551207	0.000000	-3.551207	-0.896763	1.890036	1.158417	-1.890036	1.282907	
16	3.677306	2.066164	177.281561	4.799212	0.000000	-4.799212	-0.692409	2.388445	0.835383	-2.388445	-0.239898	
17	5.782991	4.464346	167.534744	5.423802	0.000000	-5.423802	-0.345828	1.769196	0.682424	-1.769196	-3.034056	
18	7.405423	6.216567	157.791830	4.838404	0.000000	-4.838404	-0.474236	0.428240	1.295898	-0.428240	-5.377214	
19	7.627125	6.271039	153.259047	3.531859	0.000000	-3.531859	-1.091681	-0.399575	2.424266	0.399575	-6.014786	
20	6.914055	5.371671	160.109333	2.246491	0.000000	-2.246491	-1.742961	-0.707368	3.424099	0.707368	-5.571424	
21	5.778237	4.180483	179.480262	1.770919	0.000000	-1.770919	-2.041681	-0.984391	3.994647	0.984391	-4.625491	
22	4.268857	2.568781	206.116747	2.663963	0.000000	-2.663963	-1.744202	-0.551003	4.011172	0.551003	-2.925571	
23	2.574084	0.681795	232.721063	4.615354	0.000000	-4.615354	-0.981687	1.224587	3.436533	-1.224587	-0.829339	
24	1.292607	-0.609083	253.186315	6.481049	-0.000000	-6.481049	-0.240505	2.837430	2.655209	-2.837430	0.421658	
25	0.758610	-0.885581	264.172087	7.065953	-0.000000	-7.065953	0.245566	2.586016	2.202494	-2.586016	0.544044	
26	0.452440	-0.978209	265.320115	6.135221	-0.000000	-6.135221	0.663283	1.680268	1.881773	-1.680268	0.502473	
27	0.092664	-1.320306	257.984002	4.575184	-0.000000	-4.575184	0.744256	1.777224	1.531700	-1.777224	0.549960	
28	0.304866	-1.068299	243.947183	3.283278	0.000000	-3.283278	-0.284032	1.816756	1.900206	-1.816756	0.340384	
29	1.091391	-0.121013	225.250892	2.124379	0.000000	-2.124379	-1.988063	0.430942	2.908889	-0.430942	0.199055	
30	1.501753	0.422864	204.109942	0.144247	0.000000	-0.144247	-2.720530	-1.252831	3.292200	1.252831	0.309097	
31	1.318411	0.357553	182.187579	-1.977353	0.000000	1.977353	-2.034739	-1.950588	2.814887	1.950588	0.358074	
32	1.063288	0.371903	160.380081	-1.856575	0.000000	1.856575	-0.691992	-2.122170	2.103090	2.122170	0.320890	
33	0.727734	0.347213	139.321869	1.177582	0.000000	-1.177582	0.879537	-2.075520	1.331557	2.075520	0.189299	
34	0.202285	-0.137475	119.407987	4.930799	0.000000	-4.930799	2.044715	-1.380968	0.850138	1.380968	-0.228116	
35	0.074791	-0.482169	100.553587	7.067556	-0.000000	-7.067556	1.852916	-0.446790	1.155881	0.446790	-0.522286	
36	0.612695	-0.097328	82.685208	7.058217	0.000000	-7.058217	0.781801	0.149607	1.667563	-0.149607	-0.191071	
37	1.015612	0.294551	66.227790	6.011964	0.000000	-6.011964	0.125799	0.798182	1.708311	-0.798182	0.146516	
