pID,cond_int,effort,cond_stp,velo
p14,rpe,50,crow,68.8
p14,rpe,50,crow,69.9
p14,rpe,50,crow,70.2
p14,rpe,50,crow,69.9
p14,rpe,50,crow,68
p14,rpe,50,step,66.9
p14,rpe,50,step,68.5
p14,rpe,50,step,68.9
p14,rpe,50,step,70.7
p14,rpe,50,step,67.4
p14,rpe,75,crow,72.4
p14,rpe,75,crow,73.2
p14,rpe,75,crow,70.5
p14,rpe,75,crow,72.7
p14,rpe,75,crow,71
p14,rpe,75,step,73.4
p14,rpe,75,step,69.8
p14,rpe,75,step,70.8
p14,rpe,75,step,70.8
p14,rpe,75,step,69.8
p14,rpe,100,crow,76.1
p14,rpe,100,crow,77.3
p14,rpe,100,crow,77.2
p14,rpe,100,crow,77.2
p14,rpe,100,crow,76
p14,rpe,100,step,75.8
p14,rpe,100,step,75.5
p14,rpe,100,step,75.6
p14,rpe,100,step,76.3
p14,rpe,100,step,75.6
p14,velo,50,crow,35
p14,velo,50,crow,38.8
p14,velo,50,crow,34.3
p14,velo,50,crow,40.3
p14,velo,50,crow,36.4
p14,velo,50,step,40.8
p14,velo,50,step,40.2
p14,velo,50,step,39.7
p14,velo,50,step,37.2
p14,velo,50,step,39
p14,velo,75,crow,59.2
p14,velo,75,crow,60.4
p14,velo,75,crow,59
p14,velo,75,crow,57.3
p14,velo,75,crow,57.5
p14,velo,75,step,55.8
p14,velo,75,step,56.9
p14,velo,75,step,56.4
p14,velo,75,step,55.5
p14,velo,75,step,56.8
