pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p07,22,214.5,75,R,71.5,29,1,29
p07,22,214.5,75,R,71.5,29,2,35.4
p07,22,214.5,75,R,71.5,29,3,36.3
p07,22,214.5,75,R,71.5,29,4,35.7
p07,22,214.5,75,R,71.5,29,5,37.1
p07,22,214.5,75,R,71.5,29,6,42.2
p07,22,214.5,75,R,71.5,29,7,43.5
p07,22,214.5,75,R,71.5,29,8,43.8
p07,22,214.5,75,R,71.5,29,9,46.4
p07,22,214.5,75,R,71.5,29,10,46
p07,22,214.5,75,R,71.5,29,11,49.3
p07,22,214.5,75,R,71.5,29,12,51.1
p07,22,214.5,75,R,71.5,29,13,48.4
p07,22,214.5,75,R,71.5,29,14,54.5
p07,22,214.5,75,R,71.5,29,15,55.1
p07,22,214.5,75,R,71.5,29,16,59
p07,22,214.5,75,R,71.5,29,17,59.2
p07,22,214.5,75,R,71.5,29,18,59.6
p07,22,214.5,75,R,71.5,29,19,60.2
p07,22,214.5,75,R,71.5,29,20,61.8
p07,22,214.5,75,R,71.5,29,21,61.3
p07,22,214.5,75,R,71.5,29,22,63
p07,22,214.5,75,R,71.5,29,23,63.8
p07,22,214.5,75,R,71.5,29,24,63.6
p07,22,214.5,75,R,71.5,29,25,64.4
p07,22,214.5,75,R,71.5,29,26,62.8
p07,22,214.5,75,R,71.5,29,27,66.2
p07,22,214.5,75,R,71.5,29,28,62.9
p07,22,214.5,75,R,71.5,29,29,63.6
p07,22,214.5,75,R,71.5,29,30,64.4
p07,22,214.5,75,R,71.5,29,31,64.1
p07,22,214.5,75,R,71.5,29,32,63.4
p07,22,214.5,75,R,71.5,29,33,66.3
p07,22,214.5,75,R,71.5,29,34,65.7
p07,22,214.5,75,R,71.5,29,35,65
p07,22,214.5,75,R,71.5,29,36,67.8
p07,22,214.5,75,R,71.5,29,37,65.1
p07,22,214.5,75,R,71.5,29,38,67.1
p07,22,214.5,75,R,71.5,29,39,67.8
p07,22,214.5,75,R,71.5,29,40,65.4
p07,22,214.5,75,R,71.5,29,41,67.9
p07,22,214.5,75,R,71.5,29,42,70.4
p07,22,214.5,75,R,71.5,29,43,69.2
p07,22,214.5,75,R,71.5,29,44,67.9
p07,22,214.5,75,R,71.5,29,45,70
p07,22,214.5,75,R,71.5,29,46,69.9
p07,22,214.5,75,R,71.5,29,47,71.5
p07,22,214.5,75,R,71.5,29,48,68.8
p07,22,214.5,75,R,71.5,29,49,70.3
p07,22,214.5,75,R,71.5,29,50,69.7
p07,22,214.5,75,R,71.5,29,51,70.6
p07,22,214.5,75,R,71.5,29,52,70.7
