pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p29,23,183,72,R,82.6,53.5,1,53.5
p29,23,183,72,R,82.6,53.5,2,61.6
p29,23,183,72,R,82.6,53.5,3,63.6
p29,23,183,72,R,82.6,53.5,4,61
p29,23,183,72,R,82.6,53.5,5,66.1
p29,23,183,72,R,82.6,53.5,6,65.6
p29,23,183,72,R,82.6,53.5,7,62.1
p29,23,183,72,R,82.6,53.5,8,69
p29,23,183,72,R,82.6,53.5,9,62
p29,23,183,72,R,82.6,53.5,10,64.4
p29,23,183,72,R,82.6,53.5,11,68.1
p29,23,183,72,R,82.6,53.5,12,70.3
p29,23,183,72,R,82.6,53.5,13,62.6
p29,23,183,72,R,82.6,53.5,14,68.5
p29,23,183,72,R,82.6,53.5,15,69.8
p29,23,183,72,R,82.6,53.5,16,72.2
p29,23,183,72,R,82.6,53.5,17,72.8
p29,23,183,72,R,82.6,53.5,18,76.6
p29,23,183,72,R,82.6,53.5,19,76.9
p29,23,183,72,R,82.6,53.5,20,78.3
p29,23,183,72,R,82.6,53.5,21,78.3
p29,23,183,72,R,82.6,53.5,22,78.9
p29,23,183,72,R,82.6,53.5,23,77.8
p29,23,183,72,R,82.6,53.5,24,78
p29,23,183,72,R,82.6,53.5,25,82.6
p29,23,183,72,R,82.6,53.5,26,80.3
p29,23,183,72,R,82.6,53.5,27,82.6
p29,23,183,72,R,82.6,53.5,28,81.3
