pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p03,27,220,73,R,74.6,33.6,1,34.1
p03,27,220,73,R,74.6,33.6,2,33.6
p03,27,220,73,R,74.6,33.6,3,35.2
p03,27,220,73,R,74.6,33.6,4,36.4
p03,27,220,73,R,74.6,33.6,5,35.3
p03,27,220,73,R,74.6,33.6,6,37
p03,27,220,73,R,74.6,33.6,7,38.8
p03,27,220,73,R,74.6,33.6,8,39.8
p03,27,220,73,R,74.6,33.6,9,43.8
p03,27,220,73,R,74.6,33.6,10,43.5
p03,27,220,73,R,74.6,33.6,11,44.4
p03,27,220,73,R,74.6,33.6,12,43.4
p03,27,220,73,R,74.6,33.6,13,44.5
p03,27,220,73,R,74.6,33.6,14,47.1
p03,27,220,73,R,74.6,33.6,15,48.8
p03,27,220,73,R,74.6,33.6,16,48.6
p03,27,220,73,R,74.6,33.6,17,49.9
p03,27,220,73,R,74.6,33.6,18,49.6
p03,27,220,73,R,74.6,33.6,19,51.2
p03,27,220,73,R,74.6,33.6,20,51
p03,27,220,73,R,74.6,33.6,21,53.4
p03,27,220,73,R,74.6,33.6,22,54.2
p03,27,220,73,R,74.6,33.6,23,48.1
p03,27,220,73,R,74.6,33.6,24,52.4
p03,27,220,73,R,74.6,33.6,25,52.3
p03,27,220,73,R,74.6,33.6,26,56.1
p03,27,220,73,R,74.6,33.6,27,58.1
p03,27,220,73,R,74.6,33.6,28,58.8
p03,27,220,73,R,74.6,33.6,29,58.9
p03,27,220,73,R,74.6,33.6,30,59
p03,27,220,73,R,74.6,33.6,31,62.3
p03,27,220,73,R,74.6,33.6,32,61.5
p03,27,220,73,R,74.6,33.6,33,62.3
p03,27,220,73,R,74.6,33.6,34,65.9
p03,27,220,73,R,74.6,33.6,35,67.1
p03,27,220,73,R,74.6,33.6,36,69.5
p03,27,220,73,R,74.6,33.6,37,67.5
p03,27,220,73,R,74.6,33.6,38,67.4
p03,27,220,73,R,74.6,33.6,39,66.3
p03,27,220,73,R,74.6,33.6,40,73.1
p03,27,220,73,R,74.6,33.6,41,74
p03,27,220,73,R,74.6,33.6,42,74.6
