pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p10,19,181,73,R,83.4,41.5,1,63.3
p10,19,181,73,R,83.4,41.5,2,41.5
p10,19,181,73,R,83.4,41.5,3,46.1
p10,19,181,73,R,83.4,41.5,4,50.1
p10,19,181,73,R,83.4,41.5,5,53.1
p10,19,181,73,R,83.4,41.5,6,55.7
p10,19,181,73,R,83.4,41.5,7,58.8
p10,19,181,73,R,83.4,41.5,8,55.3
p10,19,181,73,R,83.4,41.5,9,59
p10,19,181,73,R,83.4,41.5,10,60.5
p10,19,181,73,R,83.4,41.5,11,61
p10,19,181,73,R,83.4,41.5,12,61.6
p10,19,181,73,R,83.4,41.5,13,62.6
p10,19,181,73,R,83.4,41.5,14,70.1
p10,19,181,73,R,83.4,41.5,15,74.8
p10,19,181,73,R,83.4,41.5,16,74.1
p10,19,181,73,R,83.4,41.5,17,75.4
p10,19,181,73,R,83.4,41.5,18,75.8
p10,19,181,73,R,83.4,41.5,19,77
p10,19,181,73,R,83.4,41.5,20,77.2
p10,19,181,73,R,83.4,41.5,21,78.9
p10,19,181,73,R,83.4,41.5,22,79.1
p10,19,181,73,R,83.4,41.5,23,78.1
p10,19,181,73,R,83.4,41.5,24,78.9
p10,19,181,73,R,83.4,41.5,25,80
p10,19,181,73,R,83.4,41.5,26,79.4
p10,19,181,73,R,83.4,41.5,27,79.7
p10,19,181,73,R,83.4,41.5,28,80.9
p10,19,181,73,R,83.4,41.5,29,80.8
p10,19,181,73,R,83.4,41.5,30,83.4
p10,19,181,73,R,83.4,41.5,31,81.3
