pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p24,20,188.6,75,R,79.6,24.9,1,24.9
p24,20,188.6,75,R,79.6,24.9,2,28.7
p24,20,188.6,75,R,79.6,24.9,3,NA
p24,20,188.6,75,R,79.6,24.9,4,46
p24,20,188.6,75,R,79.6,24.9,5,51.7
p24,20,188.6,75,R,79.6,24.9,6,59.7
p24,20,188.6,75,R,79.6,24.9,7,62.6
p24,20,188.6,75,R,79.6,24.9,8,64.9
p24,20,188.6,75,R,79.6,24.9,9,65.1
p24,20,188.6,75,R,79.6,24.9,10,68.1
p24,20,188.6,75,R,79.6,24.9,11,67.8
p24,20,188.6,75,R,79.6,24.9,12,69.9
p24,20,188.6,75,R,79.6,24.9,13,70.1
p24,20,188.6,75,R,79.6,24.9,14,70.6
p24,20,188.6,75,R,79.6,24.9,15,70.8
p24,20,188.6,75,R,79.6,24.9,16,70.9
p24,20,188.6,75,R,79.6,24.9,17,72.5
p24,20,188.6,75,R,79.6,24.9,18,73.1
p24,20,188.6,75,R,79.6,24.9,19,74.4
p24,20,188.6,75,R,79.6,24.9,20,72.7
p24,20,188.6,75,R,79.6,24.9,21,75.9
p24,20,188.6,75,R,79.6,24.9,22,69.1
p24,20,188.6,75,R,79.6,24.9,23,70.2
p24,20,188.6,75,R,79.6,24.9,24,75.2
p24,20,188.6,75,R,79.6,24.9,25,73.4
p24,20,188.6,75,R,79.6,24.9,26,75.4
p24,20,188.6,75,R,79.6,24.9,27,76
p24,20,188.6,75,R,79.6,24.9,28,79.6
p24,20,188.6,75,R,79.6,24.9,29,76.8
