pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p11,19,205,75,R,83.6,54.9,1,54.9
p11,19,205,75,R,83.6,54.9,2,56.6
p11,19,205,75,R,83.6,54.9,3,59.7
p11,19,205,75,R,83.6,54.9,4,59.2
p11,19,205,75,R,83.6,54.9,5,61.8
p11,19,205,75,R,83.6,54.9,6,64
p11,19,205,75,R,83.6,54.9,7,64.2
p11,19,205,75,R,83.6,54.9,8,64.4
p11,19,205,75,R,83.6,54.9,9,66.8
p11,19,205,75,R,83.6,54.9,10,67.1
p11,19,205,75,R,83.6,54.9,11,69.1
p11,19,205,75,R,83.6,54.9,12,68.2
p11,19,205,75,R,83.6,54.9,13,70.6
p11,19,205,75,R,83.6,54.9,14,70
p11,19,205,75,R,83.6,54.9,15,73.1
p11,19,205,75,R,83.6,54.9,16,72.9
p11,19,205,75,R,83.6,54.9,17,71.7
p11,19,205,75,R,83.6,54.9,18,72.8
p11,19,205,75,R,83.6,54.9,19,74.3
p11,19,205,75,R,83.6,54.9,20,74.3
p11,19,205,75,R,83.6,54.9,21,74.5
p11,19,205,75,R,83.6,54.9,22,76.8
p11,19,205,75,R,83.6,54.9,23,74.3
p11,19,205,75,R,83.6,54.9,24,77.9
p11,19,205,75,R,83.6,54.9,25,77.9
p11,19,205,75,R,83.6,54.9,26,80.1
p11,19,205,75,R,83.6,54.9,27,80.3
p11,19,205,75,R,83.6,54.9,28,81.8
p11,19,205,75,R,83.6,54.9,29,78.6
p11,19,205,75,R,83.6,54.9,30,81
p11,19,205,75,R,83.6,54.9,31,83.6
p11,19,205,75,R,83.6,54.9,32,82.7
p11,19,205,75,R,83.6,54.9,33,83.4
