pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p31,21,198.6,77,R,76.3,31.6,1,31.6
p31,21,198.6,77,R,76.3,31.6,2,34.4
p31,21,198.6,77,R,76.3,31.6,3,39.2
p31,21,198.6,77,R,76.3,31.6,4,42.8
p31,21,198.6,77,R,76.3,31.6,5,44.3
p31,21,198.6,77,R,76.3,31.6,6,45.4
p31,21,198.6,77,R,76.3,31.6,7,47.2
p31,21,198.6,77,R,76.3,31.6,8,51.3
p31,21,198.6,77,R,76.3,31.6,9,51.9
p31,21,198.6,77,R,76.3,31.6,10,53.9
p31,21,198.6,77,R,76.3,31.6,11,53.8
p31,21,198.6,77,R,76.3,31.6,12,55.9
p31,21,198.6,77,R,76.3,31.6,13,58.8
p31,21,198.6,77,R,76.3,31.6,14,58.8
p31,21,198.6,77,R,76.3,31.6,15,60.6
p31,21,198.6,77,R,76.3,31.6,16,55.9
p31,21,198.6,77,R,76.3,31.6,17,60.4
p31,21,198.6,77,R,76.3,31.6,18,65.2
p31,21,198.6,77,R,76.3,31.6,19,64.4
p31,21,198.6,77,R,76.3,31.6,20,61.8
p31,21,198.6,77,R,76.3,31.6,21,66.4
p31,21,198.6,77,R,76.3,31.6,22,67.1
p31,21,198.6,77,R,76.3,31.6,23,67.4
p31,21,198.6,77,R,76.3,31.6,24,68
p31,21,198.6,77,R,76.3,31.6,25,69.9
p31,21,198.6,77,R,76.3,31.6,26,68
p31,21,198.6,77,R,76.3,31.6,27,69.4
p31,21,198.6,77,R,76.3,31.6,28,69.4
p31,21,198.6,77,R,76.3,31.6,29,70.9
p31,21,198.6,77,R,76.3,31.6,30,69.8
p31,21,198.6,77,R,76.3,31.6,31,69.2
p31,21,198.6,77,R,76.3,31.6,32,69.6
p31,21,198.6,77,R,76.3,31.6,33,72.4
p31,21,198.6,77,R,76.3,31.6,34,71.6
p31,21,198.6,77,R,76.3,31.6,35,72.5
p31,21,198.6,77,R,76.3,31.6,36,72.5
p31,21,198.6,77,R,76.3,31.6,37,72.6
p31,21,198.6,77,R,76.3,31.6,38,73.9
p31,21,198.6,77,R,76.3,31.6,39,71.8
p31,21,198.6,77,R,76.3,31.6,40,69.9
p31,21,198.6,77,R,76.3,31.6,41,72.7
p31,21,198.6,77,R,76.3,31.6,42,72.8
p31,21,198.6,77,R,76.3,31.6,43,73.1
p31,21,198.6,77,R,76.3,31.6,44,74.4
p31,21,198.6,77,R,76.3,31.6,45,74.3
p31,21,198.6,77,R,76.3,31.6,46,76.3
p31,21,198.6,77,R,76.3,31.6,47,75.7
