pID,cond_int,effort,cond_stp,velo
p11,rpe,50,crow,70.5
p11,rpe,50,crow,74.8
p11,rpe,50,crow,74.3
p11,rpe,50,crow,75.1
p11,rpe,50,crow,73.4
p11,rpe,50,step,73.2
p11,rpe,50,step,75.2
p11,rpe,50,step,75.5
p11,rpe,50,step,72.8
p11,rpe,50,step,73.4
p11,rpe,75,crow,77.6
p11,rpe,75,crow,78.3
p11,rpe,75,crow,78.6
p11,rpe,75,crow,79.6
p11,rpe,75,crow,81.4
p11,rpe,75,step,76
p11,rpe,75,step,78
p11,rpe,75,step,75.7
p11,rpe,75,step,75.4
p11,rpe,75,step,78
p11,rpe,100,crow,84.4
p11,rpe,100,crow,84.3
p11,rpe,100,crow,84.9
p11,rpe,100,crow,84.9
p11,rpe,100,crow,84.9
p11,rpe,100,step,81.6
p11,rpe,100,step,82.1
p11,rpe,100,step,80.8
p11,rpe,100,step,82.9
p11,rpe,100,step,80
p11,velo,50,crow,41.4
p11,velo,50,crow,42.4
p11,velo,50,crow,42.8
p11,velo,50,crow,44.3
p11,velo,50,crow,39.4
p11,velo,50,step,44
p11,velo,50,step,44.6
p11,velo,50,step,41.8
p11,velo,50,step,43.7
p11,velo,50,step,45
p11,velo,75,crow,64.4
p11,velo,75,crow,58.9
p11,velo,75,crow,63.1
p11,velo,75,crow,57.4
p11,velo,75,crow,62.7
p11,velo,75,step,61.8
p11,velo,75,step,62.5
p11,velo,75,step,60.6
p11,velo,75,step,63.8
p11,velo,75,step,64.4
