pID,cond_int,effort,cond_stp,velo
p22,rpe,50,crow,69.1
p22,rpe,50,crow,69.5
p22,rpe,50,crow,66.3
p22,rpe,50,crow,66.9
p22,rpe,50,crow,69.8
p22,rpe,50,step,72.3
p22,rpe,50,step,67.3
p22,rpe,50,step,69.9
p22,rpe,50,step,68.2
p22,rpe,50,step,69.8
p22,rpe,75,crow,75.3
p22,rpe,75,crow,73.4
p22,rpe,75,crow,72.6
p22,rpe,75,crow,73.1
p22,rpe,75,crow,73.1
p22,rpe,75,step,73.4
p22,rpe,75,step,73.5
p22,rpe,75,step,72.7
p22,rpe,75,step,72.5
p22,rpe,75,step,72.4
p22,rpe,100,crow,82.6
p22,rpe,100,crow,82.4
p22,rpe,100,crow,82.6
p22,rpe,100,crow,83.9
p22,rpe,100,crow,83.1
p22,rpe,100,step,79.8
p22,rpe,100,step,79.8
p22,rpe,100,step,78.1
p22,rpe,100,step,77.9
p22,rpe,100,step,77.8
p22,velo,50,crow,NA
p22,velo,50,crow,NA
p22,velo,50,crow,NA
p22,velo,50,crow,NA
p22,velo,50,crow,NA
p22,velo,50,step,NA
p22,velo,50,step,NA
p22,velo,50,step,NA
p22,velo,50,step,NA
p22,velo,50,step,NA
p22,velo,75,crow,NA
p22,velo,75,crow,NA
p22,velo,75,crow,NA
p22,velo,75,crow,NA
p22,velo,75,crow,NA
p22,velo,75,step,NA
p22,velo,75,step,NA
p22,velo,75,step,NA
p22,velo,75,step,NA
p22,velo,75,step,NA
