pID,cond_int,effort,cond_stp,velo
p25,rpe,50,crow,74.9
p25,rpe,50,crow,77.6
p25,rpe,50,crow,74.4
p25,rpe,50,crow,NA
p25,rpe,50,crow,NA
p25,rpe,50,step,72.2
p25,rpe,50,step,74.8
p25,rpe,50,step,73.9
p25,rpe,50,step,NA
p25,rpe,50,step,NA
p25,rpe,75,crow,79.3
p25,rpe,75,crow,79.6
p25,rpe,75,crow,79.8
p25,rpe,75,crow,NA
p25,rpe,75,crow,NA
p25,rpe,75,step,76.2
p25,rpe,75,step,75.3
p25,rpe,75,step,76.1
p25,rpe,75,step,NA
p25,rpe,75,step,NA
p25,rpe,100,crow,81.7
p25,rpe,100,crow,84
p25,rpe,100,crow,82.6
p25,rpe,100,crow,NA
p25,rpe,100,crow,NA
p25,rpe,100,step,77.9
p25,rpe,100,step,79.1
p25,rpe,100,step,78.4
p25,rpe,100,step,NA
p25,rpe,100,step,NA
p25,velo,50,crow,41.9
p25,velo,50,crow,40.5
p25,velo,50,crow,39.3
p25,velo,50,crow,NA
p25,velo,50,crow,NA
p25,velo,50,step,41.6
p25,velo,50,step,40
p25,velo,50,step,39.8
p25,velo,50,step,NA
p25,velo,50,step,NA
p25,velo,75,crow,59.1
p25,velo,75,crow,57
p25,velo,75,crow,56.7
p25,velo,75,crow,NA
p25,velo,75,crow,NA
p25,velo,75,step,62.8
p25,velo,75,step,61.7
p25,velo,75,step,61.6
p25,velo,75,step,NA
p25,velo,75,step,NA
