pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p16,17,179,70,R,75.9,34.3,1,34.3
p16,17,179,70,R,75.9,34.3,2,34.7
p16,17,179,70,R,75.9,34.3,3,39.6
p16,17,179,70,R,75.9,34.3,4,39.9
p16,17,179,70,R,75.9,34.3,5,41.9
p16,17,179,70,R,75.9,34.3,6,44.9
p16,17,179,70,R,75.9,34.3,7,47.9
p16,17,179,70,R,75.9,34.3,8,50.8
p16,17,179,70,R,75.9,34.3,9,54.1
p16,17,179,70,R,75.9,34.3,10,54.4
p16,17,179,70,R,75.9,34.3,11,55.6
p16,17,179,70,R,75.9,34.3,12,58.3
p16,17,179,70,R,75.9,34.3,13,58.1
p16,17,179,70,R,75.9,34.3,14,62.1
p16,17,179,70,R,75.9,34.3,15,62.6
p16,17,179,70,R,75.9,34.3,16,63.8
p16,17,179,70,R,75.9,34.3,17,66
p16,17,179,70,R,75.9,34.3,18,67.6
p16,17,179,70,R,75.9,34.3,19,68.5
p16,17,179,70,R,75.9,34.3,20,68.7
p16,17,179,70,R,75.9,34.3,21,69.6
p16,17,179,70,R,75.9,34.3,22,70.2
p16,17,179,70,R,75.9,34.3,23,68.5
p16,17,179,70,R,75.9,34.3,24,71.5
p16,17,179,70,R,75.9,34.3,25,71.3
p16,17,179,70,R,75.9,34.3,26,72.9
p16,17,179,70,R,75.9,34.3,27,75
p16,17,179,70,R,75.9,34.3,28,75
p16,17,179,70,R,75.9,34.3,29,75.4
p16,17,179,70,R,75.9,34.3,30,75.8
p16,17,179,70,R,75.9,34.3,31,67.4
p16,17,179,70,R,75.9,34.3,32,70.5
p16,17,179,70,R,75.9,34.3,33,75.9
