pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p13,24,136.2,66,R,69.9,39.1,1,39.1
p13,24,136.2,66,R,69.9,39.1,2,39.1
p13,24,136.2,66,R,69.9,39.1,3,40.3
p13,24,136.2,66,R,69.9,39.1,4,44
p13,24,136.2,66,R,69.9,39.1,5,46.9
p13,24,136.2,66,R,69.9,39.1,6,47.5
p13,24,136.2,66,R,69.9,39.1,7,45.9
p13,24,136.2,66,R,69.9,39.1,8,47.6
p13,24,136.2,66,R,69.9,39.1,9,46.2
p13,24,136.2,66,R,69.9,39.1,10,47.4
p13,24,136.2,66,R,69.9,39.1,11,48.3
p13,24,136.2,66,R,69.9,39.1,12,51.4
p13,24,136.2,66,R,69.9,39.1,13,51.5
p13,24,136.2,66,R,69.9,39.1,14,51.3
p13,24,136.2,66,R,69.9,39.1,15,52.6
p13,24,136.2,66,R,69.9,39.1,16,53.6
p13,24,136.2,66,R,69.9,39.1,17,53.6
p13,24,136.2,66,R,69.9,39.1,18,53.6
p13,24,136.2,66,R,69.9,39.1,19,56.1
p13,24,136.2,66,R,69.9,39.1,20,57.1
p13,24,136.2,66,R,69.9,39.1,21,54.3
p13,24,136.2,66,R,69.9,39.1,22,57.2
p13,24,136.2,66,R,69.9,39.1,23,57.5
p13,24,136.2,66,R,69.9,39.1,24,59.4
p13,24,136.2,66,R,69.9,39.1,25,58.1
p13,24,136.2,66,R,69.9,39.1,26,60.8
p13,24,136.2,66,R,69.9,39.1,27,63.6
p13,24,136.2,66,R,69.9,39.1,28,62
p13,24,136.2,66,R,69.9,39.1,29,61.6
p13,24,136.2,66,R,69.9,39.1,30,62.3
p13,24,136.2,66,R,69.9,39.1,31,62.9
p13,24,136.2,66,R,69.9,39.1,32,64.1
p13,24,136.2,66,R,69.9,39.1,33,64.1
p13,24,136.2,66,R,69.9,39.1,34,64.6
p13,24,136.2,66,R,69.9,39.1,35,69.9
