pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p12,18,183,69,L,65.8,35.2,1,35.2
p12,18,183,69,L,65.8,35.2,2,37.9
p12,18,183,69,L,65.8,35.2,3,38.1
p12,18,183,69,L,65.8,35.2,4,44.5
p12,18,183,69,L,65.8,35.2,5,43.3
p12,18,183,69,L,65.8,35.2,6,44.3
p12,18,183,69,L,65.8,35.2,7,46.4
p12,18,183,69,L,65.8,35.2,8,49.4
p12,18,183,69,L,65.8,35.2,9,51.5
p12,18,183,69,L,65.8,35.2,10,50.3
p12,18,183,69,L,65.8,35.2,11,53.1
p12,18,183,69,L,65.8,35.2,12,54.3
p12,18,183,69,L,65.8,35.2,13,54.2
p12,18,183,69,L,65.8,35.2,14,58.4
p12,18,183,69,L,65.8,35.2,15,60.7
p12,18,183,69,L,65.8,35.2,16,62.5
p12,18,183,69,L,65.8,35.2,17,62.6
p12,18,183,69,L,65.8,35.2,18,63.3
p12,18,183,69,L,65.8,35.2,19,64
p12,18,183,69,L,65.8,35.2,20,63.7
p12,18,183,69,L,65.8,35.2,21,64.3
p12,18,183,69,L,65.8,35.2,22,64.6
p12,18,183,69,L,65.8,35.2,23,64.9
p12,18,183,69,L,65.8,35.2,24,64.6
p12,18,183,69,L,65.8,35.2,25,64.4
p12,18,183,69,L,65.8,35.2,26,65.1
p12,18,183,69,L,65.8,35.2,27,65.8
