pID,cond_int,effort,cond_stp,velo
p27,rpe,50,crow,NA
p27,rpe,50,crow,NA
p27,rpe,50,crow,NA
p27,rpe,50,crow,NA
p27,rpe,50,crow,NA
p27,rpe,50,step,NA
p27,rpe,50,step,NA
p27,rpe,50,step,NA
p27,rpe,50,step,NA
p27,rpe,50,step,NA
p27,rpe,75,crow,NA
p27,rpe,75,crow,NA
p27,rpe,75,crow,NA
p27,rpe,75,crow,NA
p27,rpe,75,crow,NA
p27,rpe,75,step,NA
p27,rpe,75,step,NA
p27,rpe,75,step,NA
p27,rpe,75,step,NA
p27,rpe,75,step,NA
p27,rpe,100,crow,NA
p27,rpe,100,crow,NA
p27,rpe,100,crow,NA
p27,rpe,100,crow,NA
p27,rpe,100,crow,NA
p27,rpe,100,step,NA
p27,rpe,100,step,NA
p27,rpe,100,step,NA
p27,rpe,100,step,NA
p27,rpe,100,step,NA
p27,velo,50,crow,NA
p27,velo,50,crow,NA
p27,velo,50,crow,NA
p27,velo,50,crow,NA
p27,velo,50,crow,NA
p27,velo,50,step,NA
p27,velo,50,step,NA
p27,velo,50,step,NA
p27,velo,50,step,NA
p27,velo,50,step,NA
p27,velo,75,crow,NA
p27,velo,75,crow,NA
p27,velo,75,crow,NA
p27,velo,75,crow,NA
p27,velo,75,crow,NA
p27,velo,75,step,NA
p27,velo,75,step,NA
p27,velo,75,step,NA
p27,velo,75,step,NA
p27,velo,75,step,NA
