pID,cond_int,effort,cond_stp,velo
p12,rpe,50,crow,62.4
p12,rpe,50,crow,67.1
p12,rpe,50,crow,67.1
p12,rpe,50,crow,64.4
p12,rpe,50,crow,67.6
p12,rpe,50,step,61.1
p12,rpe,50,step,59.2
p12,rpe,50,step,62.6
p12,rpe,50,step,64.4
p12,rpe,50,step,62.6
p12,rpe,75,crow,66.1
p12,rpe,75,crow,66.9
p12,rpe,75,crow,69.4
p12,rpe,75,crow,67.1
p12,rpe,75,crow,66
p12,rpe,75,step,64.5
p12,rpe,75,step,64.1
p12,rpe,75,step,64.1
p12,rpe,75,step,64.1
p12,rpe,75,step,63.4
p12,rpe,100,crow,69.6
p12,rpe,100,crow,69.3
p12,rpe,100,crow,69.6
p12,rpe,100,crow,69.3
p12,rpe,100,crow,67.6
p12,rpe,100,step,65
p12,rpe,100,step,65.3
p12,rpe,100,step,66.3
p12,rpe,100,step,65.3
p12,rpe,100,step,66.9
p12,velo,50,crow,34.9
p12,velo,50,crow,32.2
p12,velo,50,crow,33.9
p12,velo,50,crow,33.1
p12,velo,50,crow,31.9
p12,velo,50,step,33.6
p12,velo,50,step,33.4
p12,velo,50,step,30.4
p12,velo,50,step,31.8
p12,velo,50,step,33.1
p12,velo,75,crow,49.8
p12,velo,75,crow,49.6
p12,velo,75,crow,46.4
p12,velo,75,crow,48.3
p12,velo,75,crow,48.9
p12,velo,75,step,46.1
p12,velo,75,step,51.1
p12,velo,75,step,48.8
p12,velo,75,step,46.3
p12,velo,75,step,48.1
