pID,cond_int,effort,cond_stp,velo
p15,rpe,50,crow,75.8
p15,rpe,50,crow,75.3
p15,rpe,50,crow,76.1
p15,rpe,50,crow,76.6
p15,rpe,50,crow,74.9
p15,rpe,50,step,73.3
p15,rpe,50,step,74.4
p15,rpe,50,step,75.9
p15,rpe,50,step,74.3
p15,rpe,50,step,71.7
p15,rpe,75,crow,83.4
p15,rpe,75,crow,85.4
p15,rpe,75,crow,83
p15,rpe,75,crow,84.4
p15,rpe,75,crow,85.4
p15,rpe,75,step,81.1
p15,rpe,75,step,81.3
p15,rpe,75,step,83.1
p15,rpe,75,step,82.2
p15,rpe,75,step,81.6
p15,rpe,100,crow,89
p15,rpe,100,crow,89.9
p15,rpe,100,crow,88.6
p15,rpe,100,crow,88
p15,rpe,100,crow,87.7
p15,rpe,100,step,84.2
p15,rpe,100,step,85.2
p15,rpe,100,step,84.6
p15,rpe,100,step,83.9
p15,rpe,100,step,84.4
p15,velo,50,crow,45.4
p15,velo,50,crow,44.7
p15,velo,50,crow,43.9
p15,velo,50,crow,40.2
p15,velo,50,crow,42.3
p15,velo,50,step,42.6
p15,velo,50,step,43.4
p15,velo,50,step,41.7
p15,velo,50,step,42
p15,velo,50,step,43.9
p15,velo,75,crow,64.3
p15,velo,75,crow,66.1
p15,velo,75,crow,65.5
p15,velo,75,crow,68
p15,velo,75,crow,63.7
p15,velo,75,step,61.5
p15,velo,75,step,61.3
p15,velo,75,step,59.4
p15,velo,75,step,61.6
p15,velo,75,step,62.1
