pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p15,24,187.4,75,R,85.6,29.4,1,29.4
p15,24,187.4,75,R,85.6,29.4,2,32.8
p15,24,187.4,75,R,85.6,29.4,3,32.6
p15,24,187.4,75,R,85.6,29.4,4,40.1
p15,24,187.4,75,R,85.6,29.4,5,44.4
p15,24,187.4,75,R,85.6,29.4,6,45.3
p15,24,187.4,75,R,85.6,29.4,7,48.9
p15,24,187.4,75,R,85.6,29.4,8,49.8
p15,24,187.4,75,R,85.6,29.4,9,54.1
p15,24,187.4,75,R,85.6,29.4,10,56.5
p15,24,187.4,75,R,85.6,29.4,11,57.3
p15,24,187.4,75,R,85.6,29.4,12,63.4
p15,24,187.4,75,R,85.6,29.4,13,65.9
p15,24,187.4,75,R,85.6,29.4,14,70.1
p15,24,187.4,75,R,85.6,29.4,15,72.9
p15,24,187.4,75,R,85.6,29.4,16,76.6
p15,24,187.4,75,R,85.6,29.4,17,76.9
p15,24,187.4,75,R,85.6,29.4,18,73.4
p15,24,187.4,75,R,85.6,29.4,19,77.4
p15,24,187.4,75,R,85.6,29.4,20,74.8
p15,24,187.4,75,R,85.6,29.4,21,77.6
p15,24,187.4,75,R,85.6,29.4,22,80.6
p15,24,187.4,75,R,85.6,29.4,23,81.1
p15,24,187.4,75,R,85.6,29.4,24,81.6
p15,24,187.4,75,R,85.6,29.4,25,81.8
p15,24,187.4,75,R,85.6,29.4,26,83.1
p15,24,187.4,75,R,85.6,29.4,27,85.6
