pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p34,14,136.8,66,R,72.6,37.8,1,37.8
p34,14,136.8,66,R,72.6,37.8,2,43.9
p34,14,136.8,66,R,72.6,37.8,3,45.3
p34,14,136.8,66,R,72.6,37.8,4,47.1
p34,14,136.8,66,R,72.6,37.8,5,48.6
p34,14,136.8,66,R,72.6,37.8,6,48.6
p34,14,136.8,66,R,72.6,37.8,7,53.1
p34,14,136.8,66,R,72.6,37.8,8,54.3
p34,14,136.8,66,R,72.6,37.8,9,54.7
p34,14,136.8,66,R,72.6,37.8,10,53.8
p34,14,136.8,66,R,72.6,37.8,11,56.6
p34,14,136.8,66,R,72.6,37.8,12,54.7
p34,14,136.8,66,R,72.6,37.8,13,61
p34,14,136.8,66,R,72.6,37.8,14,61.4
p34,14,136.8,66,R,72.6,37.8,15,62.7
p34,14,136.8,66,R,72.6,37.8,16,63.9
p34,14,136.8,66,R,72.6,37.8,17,63.8
p34,14,136.8,66,R,72.6,37.8,18,62.8
p34,14,136.8,66,R,72.6,37.8,19,61.8
p34,14,136.8,66,R,72.6,37.8,20,64.2
p34,14,136.8,66,R,72.6,37.8,21,66.3
p34,14,136.8,66,R,72.6,37.8,22,63.6
p34,14,136.8,66,R,72.6,37.8,23,64
p34,14,136.8,66,R,72.6,37.8,24,64.1
p34,14,136.8,66,R,72.6,37.8,25,65.3
p34,14,136.8,66,R,72.6,37.8,26,65.1
p34,14,136.8,66,R,72.6,37.8,27,66.1
p34,14,136.8,66,R,72.6,37.8,28,67.7
p34,14,136.8,66,R,72.6,37.8,29,66.6
p34,14,136.8,66,R,72.6,37.8,30,66.1
p34,14,136.8,66,R,72.6,37.8,31,66.5
p34,14,136.8,66,R,72.6,37.8,32,68.4
p34,14,136.8,66,R,72.6,37.8,33,69
p34,14,136.8,66,R,72.6,37.8,34,71.9
p34,14,136.8,66,R,72.6,37.8,35,71.5
p34,14,136.8,66,R,72.6,37.8,36,72.6
p34,14,136.8,66,R,72.6,37.8,37,72
