pID,cond_int,effort,cond_stp,velo
p17,rpe,50,crow,65.2
p17,rpe,50,crow,69.5
p17,rpe,50,crow,72.1
p17,rpe,50,crow,70.6
p17,rpe,50,crow,71.9
p17,rpe,50,step,65.6
p17,rpe,50,step,64.5
p17,rpe,50,step,67.9
p17,rpe,50,step,66.8
p17,rpe,50,step,66.6
p17,rpe,75,crow,74.6
p17,rpe,75,crow,74.4
p17,rpe,75,crow,74
p17,rpe,75,crow,74.6
p17,rpe,75,crow,75
p17,rpe,75,step,71.3
p17,rpe,75,step,72.4
p17,rpe,75,step,71.4
p17,rpe,75,step,72.6
p17,rpe,75,step,75
p17,rpe,100,crow,76.8
p17,rpe,100,crow,76.4
p17,rpe,100,crow,78.8
p17,rpe,100,crow,75.6
p17,rpe,100,crow,77.3
p17,rpe,100,step,74.1
p17,rpe,100,step,72.3
p17,rpe,100,step,75.8
p17,rpe,100,step,73.9
p17,rpe,100,step,75.9
p17,velo,50,crow,38.2
p17,velo,50,crow,38.9
p17,velo,50,crow,40.3
p17,velo,50,crow,40
p17,velo,50,crow,40.4
p17,velo,50,step,38.8
p17,velo,50,step,36.6
p17,velo,50,step,36.8
p17,velo,50,step,38.1
p17,velo,50,step,38.6
p17,velo,75,crow,58.8
p17,velo,75,crow,59.4
p17,velo,75,crow,60.1
p17,velo,75,crow,52.8
p17,velo,75,crow,57.7
p17,velo,75,step,53.4
p17,velo,75,step,57.4
p17,velo,75,step,55.9
p17,velo,75,step,58.1
p17,velo,75,step,53.4
