pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p20,20,224.8,75,R,81.4,30.1,1,31
p20,20,224.8,75,R,81.4,30.1,2,30.1
p20,20,224.8,75,R,81.4,30.1,3,32.6
p20,20,224.8,75,R,81.4,30.1,4,34
p20,20,224.8,75,R,81.4,30.1,5,34.8
p20,20,224.8,75,R,81.4,30.1,6,40.2
p20,20,224.8,75,R,81.4,30.1,7,40.8
p20,20,224.8,75,R,81.4,30.1,8,41.3
p20,20,224.8,75,R,81.4,30.1,9,41.8
p20,20,224.8,75,R,81.4,30.1,10,44.4
p20,20,224.8,75,R,81.4,30.1,11,47.2
p20,20,224.8,75,R,81.4,30.1,12,48.8
p20,20,224.8,75,R,81.4,30.1,13,47.8
p20,20,224.8,75,R,81.4,30.1,14,49.8
p20,20,224.8,75,R,81.4,30.1,15,51.2
p20,20,224.8,75,R,81.4,30.1,16,52.6
p20,20,224.8,75,R,81.4,30.1,17,52.4
p20,20,224.8,75,R,81.4,30.1,18,53.6
p20,20,224.8,75,R,81.4,30.1,19,55.4
p20,20,224.8,75,R,81.4,30.1,20,56.3
p20,20,224.8,75,R,81.4,30.1,21,56.7
p20,20,224.8,75,R,81.4,30.1,22,57.8
p20,20,224.8,75,R,81.4,30.1,23,60.4
p20,20,224.8,75,R,81.4,30.1,24,61.6
p20,20,224.8,75,R,81.4,30.1,25,62.6
p20,20,224.8,75,R,81.4,30.1,26,61.9
p20,20,224.8,75,R,81.4,30.1,27,61.9
p20,20,224.8,75,R,81.4,30.1,28,62.3
p20,20,224.8,75,R,81.4,30.1,29,63.3
p20,20,224.8,75,R,81.4,30.1,30,65.4
p20,20,224.8,75,R,81.4,30.1,31,65.3
p20,20,224.8,75,R,81.4,30.1,32,68
p20,20,224.8,75,R,81.4,30.1,33,65.6
p20,20,224.8,75,R,81.4,30.1,34,64.7
p20,20,224.8,75,R,81.4,30.1,35,65.9
p20,20,224.8,75,R,81.4,30.1,36,66.6
p20,20,224.8,75,R,81.4,30.1,37,67.8
p20,20,224.8,75,R,81.4,30.1,38,68.9
p20,20,224.8,75,R,81.4,30.1,39,68.7
p20,20,224.8,75,R,81.4,30.1,40,70.6
p20,20,224.8,75,R,81.4,30.1,41,71.7
p20,20,224.8,75,R,81.4,30.1,42,70.1
p20,20,224.8,75,R,81.4,30.1,43,73.6
p20,20,224.8,75,R,81.4,30.1,44,72.6
p20,20,224.8,75,R,81.4,30.1,45,79.6
p20,20,224.8,75,R,81.4,30.1,46,78.9
p20,20,224.8,75,R,81.4,30.1,47,80.8
p20,20,224.8,75,R,81.4,30.1,48,81.4
p20,20,224.8,75,R,81.4,30.1,49,80.8
