pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p26,25,206,73,R,82.1,32.1,1,32.1
p26,25,206,73,R,82.1,32.1,2,37.1
p26,25,206,73,R,82.1,32.1,3,41.7
p26,25,206,73,R,82.1,32.1,4,37.1
p26,25,206,73,R,82.1,32.1,5,41.6
p26,25,206,73,R,82.1,32.1,6,42.8
p26,25,206,73,R,82.1,32.1,7,48.2
p26,25,206,73,R,82.1,32.1,8,48.4
p26,25,206,73,R,82.1,32.1,9,50.5
p26,25,206,73,R,82.1,32.1,10,52.4
p26,25,206,73,R,82.1,32.1,11,55.1
p26,25,206,73,R,82.1,32.1,12,54.1
p26,25,206,73,R,82.1,32.1,13,57.3
p26,25,206,73,R,82.1,32.1,14,55.9
p26,25,206,73,R,82.1,32.1,15,58.1
p26,25,206,73,R,82.1,32.1,16,62.8
p26,25,206,73,R,82.1,32.1,17,66.7
p26,25,206,73,R,82.1,32.1,18,69.9
p26,25,206,73,R,82.1,32.1,19,70.7
p26,25,206,73,R,82.1,32.1,20,72.4
p26,25,206,73,R,82.1,32.1,21,75.7
p26,25,206,73,R,82.1,32.1,22,73.8
p26,25,206,73,R,82.1,32.1,23,75.9
p26,25,206,73,R,82.1,32.1,24,77.2
p26,25,206,73,R,82.1,32.1,25,77.6
p26,25,206,73,R,82.1,32.1,26,76.9
p26,25,206,73,R,82.1,32.1,27,76.2
p26,25,206,73,R,82.1,32.1,28,72.7
p26,25,206,73,R,82.1,32.1,29,67.3
p26,25,206,73,R,82.1,32.1,30,74.3
p26,25,206,73,R,82.1,32.1,31,73.1
p26,25,206,73,R,82.1,32.1,32,76.3
p26,25,206,73,R,82.1,32.1,33,80.8
p26,25,206,73,R,82.1,32.1,34,81.5
p26,25,206,73,R,82.1,32.1,35,81.6
p26,25,206,73,R,82.1,32.1,36,82.1
