pID,age,mass,height,hand,velo_max,velo_min,throw,velo
p32,20,188.2,74,R,77.9,44.1,1,44.1
p32,20,188.2,74,R,77.9,44.1,2,49.6
p32,20,188.2,74,R,77.9,44.1,3,55.2
p32,20,188.2,74,R,77.9,44.1,4,55.9
p32,20,188.2,74,R,77.9,44.1,5,61.6
p32,20,188.2,74,R,77.9,44.1,6,60.8
p32,20,188.2,74,R,77.9,44.1,7,65.3
p32,20,188.2,74,R,77.9,44.1,8,66.9
p32,20,188.2,74,R,77.9,44.1,9,67.4
p32,20,188.2,74,R,77.9,44.1,10,72.6
p32,20,188.2,74,R,77.9,44.1,11,71.9
p32,20,188.2,74,R,77.9,44.1,12,74
p32,20,188.2,74,R,77.9,44.1,13,74.2
p32,20,188.2,74,R,77.9,44.1,14,74.3
p32,20,188.2,74,R,77.9,44.1,15,75.8
p32,20,188.2,74,R,77.9,44.1,16,75.6
p32,20,188.2,74,R,77.9,44.1,17,75.2
p32,20,188.2,74,R,77.9,44.1,18,74.9
p32,20,188.2,74,R,77.9,44.1,19,76.6
p32,20,188.2,74,R,77.9,44.1,20,77
p32,20,188.2,74,R,77.9,44.1,21,77.83
p32,20,188.2,74,R,77.9,44.1,22,77.9
p32,20,188.2,74,R,77.9,44.1,23,77.3
p32,20,188.2,74,R,77.9,44.1,24,77.4
p32,20,188.2,74,R,77.9,44.1,25,77.1
p32,20,188.2,74,R,77.9,44.1,26,76.8
p32,20,188.2,74,R,77.9,44.1,27,77.6
p32,20,188.2,74,R,77.9,44.1,28,75.7
p32,20,188.2,74,R,77.9,44.1,29,76.2
p32,20,188.2,74,R,77.9,44.1,30,77.4
p32,20,188.2,74,R,77.9,44.1,31,76.1
p32,20,188.2,74,R,77.9,44.1,32,76
p32,20,188.2,74,R,77.9,44.1,33,76.1
p32,20,188.2,74,R,77.9,44.1,34,75.4
p32,20,188.2,74,R,77.9,44.1,35,76.9
p32,20,188.2,74,R,77.9,44.1,36,77.8
