kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_12_54.2	10-2-2021	16:10:08:297	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	0.430337	-0.058548	76.100998	0.579284	-0.072170	-0.579284	-0.192148	0.211858	0.078342	-0.211858	-0.846516	
1	0.644877	-0.025240	76.436010	0.625129	-0.096911	-0.625129	-0.224278	0.346226	0.088776	-0.346226	-1.034793	
2	0.913791	0.016820	75.743362	0.549384	-0.161620	-0.549384	-0.270241	0.488476	0.105799	-0.488476	-1.235547	
3	1.014565	0.015400	74.667804	0.301358	-0.222699	-0.301358	-0.301534	0.468897	0.123005	-0.468897	-1.428578	
4	0.926420	-0.027323	73.585756	-0.078025	-0.255467	0.078025	-0.322167	0.290619	0.140501	-0.290619	-1.611435	
5	0.668477	-0.074948	72.206170	-0.506718	-0.248635	0.506718	-0.325011	0.031556	0.147076	-0.031556	-1.620518	
6	0.186489	-0.111034	70.085101	-0.995165	-0.153759	0.995165	-0.261276	-0.336919	0.119251	0.336919	-1.260675	
7	-0.414975	-0.140453	67.476329	-1.626647	0.011682	1.626647	-0.102991	-0.873635	0.056958	0.873635	-0.675070	
8	-0.842429	-0.168199	65.249011	-2.384480	0.138350	2.384480	0.067754	-1.440387	0.007358	1.440387	-0.309453	
9	-0.944219	-0.193091	63.972923	-3.154517	0.189390	3.154517	0.104439	-1.785016	0.021950	1.785016	-0.368668	
10	-0.799072	-0.200503	63.639420	-3.822227	0.212483	3.822227	-0.034613	-1.772573	0.094570	1.772573	-0.619456	
11	-0.503201	-0.175612	64.119685	-4.248691	0.220076	4.248691	-0.241054	-1.445281	0.178187	1.445281	-0.783493	
12	-0.087011	-0.129791	65.256727	-4.266626	0.183106	4.266626	-0.426622	-0.966391	0.257822	0.966391	-0.856188	
13	0.391446	-0.081611	66.566004	-3.747343	0.083376	3.747343	-0.608583	-0.459641	0.341050	0.459641	-0.928899	
14	0.801805	-0.028060	67.463224	-2.564548	-0.073442	2.564548	-0.753296	0.124667	0.384657	-0.124667	-0.932591	
15	1.058766	0.030280	68.047989	-0.743187	-0.252285	0.743187	-0.779530	0.834150	0.354169	-0.834150	-0.802280	
16	1.221725	0.069393	69.105931	1.267424	-0.415156	-1.267424	-0.754631	1.644729	0.313269	-1.644729	-0.684434	
17	1.379640	0.081733	70.976716	2.848300	-0.547006	-2.848300	-0.803364	2.507178	0.321716	-2.507178	-0.707239	
18	1.537724	0.095381	73.123198	3.707757	-0.623885	-3.707757	-0.883180	3.223264	0.335588	-3.223264	-0.752410	
19	1.686199	0.120760	75.134507	3.947960	-0.609829	-3.947960	-0.902380	3.583567	0.319073	-3.583567	-0.717782	
20	1.840663	0.128632	77.140655	3.696539	-0.541126	-3.696539	-0.947878	3.593838	0.336204	-3.593838	-0.737835	
21	1.956136	0.106795	78.972666	2.802548	-0.469864	-2.802548	-1.171406	3.367422	0.434817	-3.367422	-0.893437	
22	1.920244	0.077811	80.163997	1.239823	-0.344963	-1.239823	-1.510187	2.930069	0.547463	-2.930069	-1.025500	
23	1.689001	0.046819	80.902467	-0.485148	-0.131388	0.485148	-1.768773	2.173767	0.610089	-2.173767	-1.007808	
24	1.362620	0.001178	81.795122	-1.689245	0.080626	1.689245	-1.882379	1.136207	0.645872	-1.136207	-0.904387	
25	1.099098	-0.034544	82.801229	-2.196345	0.207969	2.196345	-1.869376	0.166234	0.649633	-0.166234	-0.761622	
26	0.931955	-0.027673	83.487184	-2.301225	0.216117	2.301225	-1.663750	-0.483894	0.554550	0.483894	-0.546717	
