kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_05_45.0	10-2-2021	16:08:23:695	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	0.831892	0.580393	218.357279	5.127077	-1.068868	-5.127077	-5.600180	4.075626	2.307847	-4.075626	-3.301363	
1	0.347836	0.111749	221.097707	13.664740	-0.371284	-13.664740	-8.006605	10.055287	3.604046	-10.055287	-4.855802	
2	-0.049168	-0.234361	221.451145	18.283386	0.077016	-18.283386	-9.341326	12.040135	4.201687	-12.040135	-5.493842	
3	-0.398260	-0.558096	219.705524	15.964678	0.597454	-15.964678	-9.821673	12.253548	4.764461	-12.253548	-6.044948	
4	-0.523990	-0.710594	216.514646	11.045477	0.835066	-11.045477	-10.795369	14.465979	5.770283	-14.465979	-7.202768	
5	-0.355319	-0.575795	211.910286	9.319378	0.609358	-9.319378	-12.478462	17.279913	6.608139	-17.279913	-8.238560	
6	-0.168295	-0.399301	205.937115	10.395073	0.544662	-10.395073	-13.598460	16.962514	6.923560	-16.962514	-8.681750	
7	-0.197031	-0.437882	199.530548	11.171195	0.954788	-11.171195	-13.766768	14.665028	7.294500	-14.665028	-9.224933	
8	-0.312125	-0.559671	193.432555	12.795558	1.313133	-12.795558	-13.479479	13.400774	7.618421	-13.400774	-9.738129	
9	-0.361882	-0.578260	187.146970	15.631243	1.387513	-15.631243	-12.539021	11.357772	7.061055	-11.357772	-9.102380	
10	-0.502382	-0.654762	180.415032	16.177253	1.588568	-16.177253	-10.882946	6.938970	5.943806	-6.938970	-7.584110	
11	-0.809246	-0.899936	174.156841	15.221972	1.961699	-15.221972	-9.425083	4.043780	5.250679	-4.043780	-6.459577	
12	-0.947793	-0.992078	168.668602	17.897987	1.964096	-17.897987	-8.749375	4.731371	4.842624	-4.731371	-5.741812	
13	-0.682269	-0.696932	163.093023	22.018336	1.356484	-22.018336	-8.078947	4.984608	4.176425	-4.984608	-4.865337	
14	-0.262510	-0.285830	157.597194	19.747821	0.617677	-19.747821	-6.447812	2.597958	3.814832	-2.597958	-4.476271	
15	0.027375	-0.053554	153.783885	12.370583	0.195327	-12.370583	-4.960397	1.043917	4.527376	-1.043917	-5.397266	
16	0.223841	0.078544	152.286312	7.825555	0.006312	-7.825555	-5.702595	3.020597	5.612946	-3.020597	-6.771247	
17	0.423381	0.253420	151.991549	7.851084	-0.240037	-7.851084	-7.913577	6.183185	5.737746	-6.183185	-7.061590	
18	0.565477	0.395334	152.082954	7.439921	-0.502227	-7.439921	-8.863826	7.251270	4.915705	-7.251270	-6.231771	
19	0.592586	0.406914	152.966909	4.840446	-0.623690	-4.840446	-8.312606	7.473124	4.272345	-7.473124	-5.551691	
20	0.592810	0.381430	154.736422	3.144157	-0.795409	-3.144157	-8.274958	9.279207	4.167117	-9.279207	-5.520179	
21	0.546320	0.341390	156.432125	5.275165	-1.085934	-5.275165	-9.115397	11.393535	4.050935	-11.393535	-5.429942	
22	0.116876	-0.024892	157.540114	9.128153	-0.861854	-9.128153	-9.895985	11.441565	4.129070	-11.441565	-4.941375	
23	-0.793812	-0.839676	158.767242	10.658550	0.107867	-10.658550	-10.540660	10.767773	4.985233	-10.767773	-4.543464	
24	-1.603025	-1.570491	160.590143	11.039498	0.885578	-11.039498	-10.974079	11.198354	5.883134	-11.198354	-4.351351	
25	-1.747656	-1.682515	162.312989	12.072221	0.866651	-12.072221	-10.504163	11.053193	5.617700	-11.053193	-3.856314	
26	-1.352145	-1.294083	163.172059	12.249161	-0.000000	-12.249161	-9.119314	8.846871	4.423229	-8.846871	-3.043186	
27	-0.912573	-0.881002	163.434552	10.936566	-0.000000	-10.936566	-8.070397	6.206239	3.728541	-6.206239	-2.781731	
28	-0.742430	-0.735443	164.080747	9.800397	0.095014	-9.800397	-8.586044	5.262425	4.476315	-5.262425	-3.687834	
29	-0.746697	-0.752374	165.642387	9.732827	0.000000	-9.732827	-10.069766	6.332606	5.859739	-6.332606	-5.097020	
30	-0.641871	-0.657671	167.364876	10.258454	0.568401	-10.258454	-10.544878	7.728966	6.245101	-7.728966	-5.733020	
31	-0.418685	-0.453641	168.072540	10.707659	0.752736	-10.707659	-9.198153	7.446764	5.470489	-7.446764	-5.362622	
32	-0.335115	-0.394144	167.746789	10.966810	0.859344	-10.966810	-7.277547	5.973797	4.864961	-5.973797	-4.980916	
33	-0.389192	-0.470312	166.967178	12.033395	0.959018	-12.033395	-6.241472	5.565519	4.865297	-5.565519	-5.084228	
34	-0.222533	-0.332757	165.220697	13.960271	0.866889	-13.960271	-6.082487	6.448213	4.389133	-6.448213	-4.898431	
35	0.320560	0.157848	161.607253	13.958402	0.422993	-13.958402	-5.804830	6.599214	2.938273	-6.599214	-3.872394	
36	0.947085	0.711424	156.898790	10.281087	-0.082124	-10.281087	-5.156959	5.533353	1.665723	-5.533353	-2.934169	
37	1.304192	1.010058	152.902195	5.247706	-0.190967	-5.247706	-5.149675	4.896379	1.686782	-4.896379	-3.122337	
