kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_21_55.4	10-2-2021	16:13:11:434	// Source file name and timestamp
238.095	// Sampling rate
2.376	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	1.295233	0.768785	60.721070	3.709898	-0.418099	-3.709898	1.835024	0.234428	-0.881190	-0.234428	0.000000	
1	1.286241	0.709132	60.681007	3.596515	-0.475139	-3.596515	1.899395	0.140629	-0.842084	-0.140629	0.000000	
2	1.344194	0.630150	60.860146	3.347254	-0.477389	-3.347254	1.868737	0.376169	-0.892135	-0.376169	1.373651	
3	1.532991	0.611261	61.109333	3.223582	-0.450758	-3.223582	1.781248	0.771937	-1.024762	-0.771937	1.659848	
4	1.869361	0.763225	61.386011	2.819013	-0.467384	-2.819013	1.773497	0.804615	-1.184305	-0.804615	1.957721	
5	2.179403	1.001417	61.687821	1.552973	-0.454996	-1.552973	1.697703	0.374508	-1.279752	-0.374508	2.115240	
6	2.229751	1.086332	61.929007	0.391587	-0.347235	-0.391587	1.415050	0.101356	-1.266172	-0.101356	2.053259	
7	1.967801	0.937447	61.983594	0.668132	-0.276736	-0.668132	1.162365	0.187837	-1.146407	-0.187837	1.796439	
8	1.503209	0.688140	61.936663	1.535720	-0.333659	-1.535720	1.153531	0.166159	-0.927670	-0.166159	0.000000	
9	0.948964	0.411045	62.103418	1.592000	-0.375217	-1.592000	1.146070	0.029969	-0.636972	-0.029969	0.929688	
10	0.418113	0.088459	62.718496	1.242260	-0.289551	-1.242260	0.864745	0.070137	-0.352534	-0.070137	0.519182	
11	0.098878	-0.161399	63.831150	1.430589	-0.190574	-1.430589	0.585800	0.084592	-0.185576	-0.084592	0.298545	
12	0.124478	-0.173394	65.425784	1.742800	-0.189819	-1.742800	0.696081	-0.146786	-0.203933	0.146786	0.340114	
13	0.387888	-0.015694	67.408840	1.402214	-0.210323	-1.402214	0.990116	-0.347475	-0.356539	0.347475	0.591340	
14	0.692207	0.117113	69.462236	0.596426	-0.185277	-0.596426	1.098351	-0.341630	-0.544086	0.341630	0.935154	
15	0.981265	0.190615	71.044805	0.106361	-0.199505	-0.106361	1.152498	-0.418742	-0.719925	0.418742	1.300779	
16	1.186096	0.221531	71.680421	-0.163799	-0.293937	0.163799	1.326028	-0.658347	-0.832064	0.658347	1.574509	
17	1.134322	0.103234	71.309724	-0.592372	-0.363328	0.592372	1.395315	-0.703963	-0.792276	0.703963	1.599489	
18	0.941826	-0.090196	70.284072	-0.907111	-0.371759	0.907111	1.280053	-0.595880	-0.667534	0.595880	1.463649	
19	1.014528	-0.006336	68.980453	-1.024217	-0.445894	1.024217	1.264093	-0.652771	-0.673665	0.652771	1.445690	
20	1.306730	0.364527	67.674985	-1.447598	-0.600039	1.447598	1.371771	-0.788395	-0.783769	0.788395	1.501577	
21	1.294877	0.556617	66.727292	-2.253826	-0.641821	2.253826	1.276754	-0.741963	-0.735069	0.741963	1.301852	
22	0.948089	0.447817	66.311042	-2.772150	-0.518392	2.772150	0.985177	-0.565821	-0.526513	0.565821	0.897719	
23	0.835581	0.472670	66.024364	-2.817480	-0.477934	2.817480	0.916943	-0.660384	-0.448249	0.660384	0.711638	
24	1.156774	0.819788	65.298255	-2.992410	-0.609210	2.992410	1.199192	-1.109721	-0.601399	1.109721	0.865547	
25	1.515400	1.158709	64.065191	-3.197897	-0.657834	3.197897	1.470002	-1.478357	-0.795306	1.478357	1.094963	
26	1.682975	1.289961	62.713899	-2.645993	-0.549441	2.645993	1.517207	-1.564445	-0.908101	1.564445	1.232938	
27	1.892632	1.434985	61.531669	-1.163446	-0.515178	1.163446	1.620501	-1.602908	-1.050554	1.602908	1.418287	
28	2.269156	1.726335	60.521833	0.352251	-0.597356	-0.352251	1.934456	-1.639808	-1.299680	1.639808	1.733659	
29	2.486778	1.881153	59.750300	0.930432	-0.579719	-0.930432	2.110163	-1.371422	-1.481967	1.371422	1.941722	
30	2.250269	1.623381	59.473539	0.943585	-0.397486	-0.943585	1.891654	-0.837140	-1.390092	0.837140	1.820368	
