kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_07_44.8	10-2-2021	16:08:53:829	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	1.018969	0.811096	236.493693	-0.648149	-1.775786	0.648149	-7.749676	12.788048	3.408403	-12.788048	-6.080473	
1	0.494993	0.368218	232.201227	8.751212	-0.572604	-8.751212	-8.845793	10.246081	3.236297	-10.246081	-5.447057	
2	0.051855	-0.010934	229.403947	17.213539	0.802334	-17.213539	-9.632809	7.790163	3.167784	-7.790163	-5.044797	
3	0.021290	-0.014077	228.292674	25.020192	1.277979	-25.020192	-10.902337	8.183623	2.994498	-8.183623	-4.704158	
4	0.158593	0.139839	228.990427	28.939444	0.950116	-28.939444	-11.469184	7.885187	2.494441	-7.885187	-3.980320	
5	0.247758	0.230378	231.592104	25.491031	0.469415	-25.491031	-10.132660	5.422076	1.960536	-5.422076	-3.218852	
6	0.268631	0.235968	235.710700	18.860099	0.257088	-18.860099	0.000000	2.630719	-0.000000	-2.630719	-3.001293	
7	0.187357	0.153325	240.804193	13.946192	0.324990	-13.946192	-5.980578	-0.290068	1.860497	0.290068	-3.044740	
8	-0.022818	-0.035975	246.846966	10.418030	0.543569	-10.418030	-4.099464	-3.648221	1.858303	3.648221	-2.838748	
9	-0.182056	-0.197831	253.765943	7.040129	0.761015	-7.040129	-2.806334	-4.865380	1.976768	4.865380	-2.834590	
10	-0.070690	-0.144544	260.649688	4.622838	0.759505	-4.622838	-2.930574	-2.388102	2.378878	2.388102	-3.591602	
11	0.188312	0.037311	266.572413	3.226700	0.430400	-3.226700	-3.544268	1.137911	2.780608	-1.137911	-4.582410	
12	0.235261	0.039151	271.739498	0.426788	0.048485	-0.426788	-3.389522	3.021533	3.040630	-3.021533	-5.129102	
13	0.031170	-0.181920	276.853326	-5.497568	0.067987	5.497568	-3.114459	4.083608	3.385282	-4.083608	-5.553478	
14	-0.087117	-0.317231	281.804792	-10.131918	0.384749	10.131918	-3.786771	4.964718	3.872271	-4.964718	-6.333771	
15	0.018161	-0.220737	285.970739	-8.514518	0.485101	8.514518	-4.787957	2.751750	4.220352	-2.751750	-7.012168	
