kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_18_52.4	10-2-2021	16:12:33:911	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	0.587419	0.184035	16.117526	-2.387574	0.495386	2.387574	-1.756789	-0.235622	0.716811	0.235622	0.000000	
1	0.548884	0.095916	17.204280	-2.945279	0.739242	2.945279	-2.477056	0.042243	0.820198	-0.042243	0.000000	
2	0.572202	0.044198	17.707058	-3.625889	0.802996	3.625889	-3.017570	-0.033764	0.964769	0.033764	0.000000	
3	0.628597	0.025337	17.602686	-3.387826	0.585824	3.387826	-2.754662	-0.403636	1.077381	0.403636	0.000000	
4	0.746860	0.081537	16.930775	-2.534941	0.293167	2.534941	-2.003779	-0.722477	1.109351	0.722477	0.000000	
5	0.932449	0.239597	15.615176	-2.061490	0.079324	2.061490	-1.330435	-0.879588	1.051659	0.879588	-0.630376	
6	1.136067	0.412340	13.900942	-2.004715	-0.116452	2.004715	-0.894476	-1.111329	1.023910	1.111329	0.000000	
7	1.302967	0.490725	12.386521	-2.258303	-0.310528	2.258303	-0.705886	-1.529073	1.133560	1.529073	-0.711649	
8	1.390808	0.473101	11.413929	-3.203209	-0.395814	3.203209	-0.871374	-1.873255	1.293440	1.873255	-0.841630	
9	1.329153	0.398806	10.858540	-5.091250	-0.402849	5.091250	-1.206144	-2.036337	1.325390	2.036337	0.000000	
10	1.068373	0.256874	10.477654	-7.821789	-0.472806	7.821789	-1.255332	-2.103716	1.168904	2.103716	0.000000	
11	0.703758	0.070996	10.098619	-10.081668	-0.548525	10.081668	-0.969153	-1.841015	0.908438	1.841015	0.000000	
12	0.433770	-0.047890	9.655389	-10.080856	-0.440305	10.080856	-0.837834	-1.239282	0.678976	1.239282	-0.435305	
13	0.354034	-0.040243	9.239077	-7.651358	-0.154389	7.651358	-1.110867	-0.720399	0.563930	0.720399	-0.353080	
14	0.393307	0.019370	9.010143	-4.019999	0.130076	4.019999	-1.417766	-0.548335	0.554740	0.548335	-0.344700	
15	0.444776	0.038478	9.043151	-0.575015	0.333933	0.575015	-1.460092	-0.515326	0.584378	0.515326	-0.375043	
16	0.469187	0.016696	9.315094	1.619670	0.507269	-1.619670	-1.453039	-0.203925	0.587295	0.203925	0.000000	
17	0.481250	0.004071	9.803002	2.290717	0.644412	-2.290717	-1.577477	0.450305	0.549539	-0.450305	-0.427768	
18	0.469809	-0.009787	10.486364	2.176447	0.683955	-2.176447	-1.665374	1.173671	0.489096	-1.173671	0.000000	
19	0.380877	-0.102025	11.275955	2.229181	0.677905	-2.229181	-1.640924	1.873846	0.402834	-1.873846	-0.421333	
20	0.230714	-0.277399	12.048446	2.807226	0.745241	-2.807226	-1.717102	2.567068	0.301504	-2.567068	-0.419469	
21	0.129449	-0.414777	12.770667	3.109751	0.870941	-3.109751	-2.031805	2.836748	0.246449	-2.836748	-0.457513	
22	0.097520	-0.435708	13.508645	1.741541	0.930193	-1.741541	-2.395947	2.208623	0.244792	-2.208623	-0.481529	
23	0.027742	-0.410082	14.287562	-1.225388	0.878032	1.225388	-2.547400	1.139137	0.201732	-1.139137	-0.400712	
24	-0.030764	-0.374238	15.014664	-3.837330	0.782057	3.837330	-2.511927	0.348204	0.153947	-0.348204	-0.297700	
25	0.141932	-0.232493	15.581079	-4.833708	0.709402	4.833708	-2.479289	-0.327596	0.295681	0.327596	-0.346189	
26	0.486063	0.001525	16.003357	-4.639362	0.659740	4.639362	-2.412543	-0.976212	0.560374	0.976212	-0.490888	
27	0.638380	0.121612	16.385317	-3.708046	0.616639	3.708046	-2.149794	-1.142109	0.630263	1.142109	-0.520630	
28	0.525838	0.055141	16.747511	-2.494853	0.612162	2.494853	-1.790249	-0.880319	0.481305	0.880319	-0.431957	
29	0.542058	0.047989	17.102189	-1.671683	0.644682	1.671683	-1.479745	-0.515155	0.417531	0.515155	-0.437483	
30	0.939885	0.326582	17.658349	-0.661248	0.581936	0.661248	-1.021251	0.100668	0.553871	-0.100668	-0.602352	
31	1.428842	0.730682	18.689489	1.394942	0.311117	-1.394942	-0.271531	0.839074	0.691641	-0.839074	-0.748518	
32	1.699499	0.981423	20.291401	3.460203	-0.029446	-3.460203	0.433503	1.174903	0.710425	-1.174903	-0.797245	
33	1.888075	1.134931	22.478635	4.250624	-0.201877	-4.250624	0.773263	1.053328	0.706245	-1.053328	-0.845007	
34	2.089642	1.360005	25.321721	3.472733	-0.197336	-3.472733	0.830168	0.472461	0.717921	-0.472461	-0.828240	
