kww	// User ID
12-2-2021	// Evaluation date
kyle-pilot2_23_51.9	10-2-2021	16:13:51:789	// Source file name and timestamp
238.095	// Sampling rate
5.000	// Data capture period

1.701184	// height
54.982867	// mass


Sample #	elbVar	shldrIR	handAngVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	
0	1.537162	1.159515	230.604400	1.972766	2.002992	-1.972766	-9.769031	4.415135	5.575719	-4.415135	-8.199211	
1	1.544005	1.092007	227.974592	3.190051	1.930047	-3.190051	-9.591869	5.427819	5.775822	-5.427819	-8.608495	
2	1.561684	1.086075	225.193718	4.830562	1.976768	-4.830562	-9.418656	6.614620	5.659303	-6.614620	-8.521435	
3	1.477436	0.957594	222.836836	6.494062	2.042868	-6.494062	-8.466998	6.402465	5.603971	-6.402465	-8.438412	
4	1.275352	0.697848	221.316112	7.408626	2.096308	-7.408626	-7.212944	5.129718	5.463614	-5.129718	-8.233973	
5	1.048329	0.478505	220.925941	6.860333	2.268107	-6.860333	-6.913439	4.217118	4.916927	-4.217118	-7.450840	
6	0.780994	0.306278	222.196713	5.225065	2.501648	-5.225065	-7.063793	3.636880	3.843081	-3.636880	-5.871171	
7	0.458674	0.095511	225.728235	3.341278	2.447228	-3.341278	-6.093273	2.385173	2.602158	-2.385173	-4.075986	
8	0.232660	-0.081288	231.117494	1.947398	1.967193	-1.947398	-4.192913	0.840979	1.883752	-0.840979	-3.091988	
9	0.247907	-0.095511	236.969408	1.277257	1.367906	-1.277257	-2.904855	-0.005208	2.062784	0.005208	-3.403053	
10	0.453618	0.040811	242.523378	1.093514	0.907072	-1.093514	-2.552361	-0.237033	2.845745	0.237033	-4.570798	
11	0.724809	0.242999	248.012731	1.149144	0.601278	-1.149144	-2.603873	-0.235634	3.757622	0.235634	-5.907704	
12	1.089374	0.560881	253.223090	1.105316	0.552203	-1.105316	-3.778105	0.454637	4.751820	-0.454637	-7.247445	
13	1.614974	1.081443	257.282633	0.923793	0.917237	-0.923793	-6.962649	2.183714	5.928212	-2.183714	-8.666958	
14	2.107251	1.601062	260.045678	1.204010	1.543334	-1.204010	-10.554092	3.818567	6.897513	-3.818567	-9.813773	
15	2.267253	1.774025	262.334245	2.148570	1.926901	-2.148570	-11.681957	3.865703	7.117583	-3.865703	-10.180002	
16	2.121401	1.603991	264.772971	3.225524	1.853299	-3.225524	-10.193929	2.748019	6.712709	-2.748019	-9.887501	
17	1.972222	1.398062	267.331994	3.549350	1.779190	-3.549350	-8.892107	2.068473	6.350063	-2.068473	-9.719905	
