kww	// User ID
28-6-2021	// Evaluation date
p31_warmup_035	28-6-2021	17:30:19:893	// Source file name and timestamp
357.143	// Sampling rate
0.883	// Data capture period

1.960000	// height
90.100000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	3.534470	0.570168	1.445029	36.256854	-0.696128	-36.256854	14.935190	-5.754089	13.875758	5.754089	-31.577433	1.871218	
1	3.475501	0.441815	1.436694	34.061739	-0.382431	-34.061739	13.622615	-5.664139	13.947130	5.664139	-31.679067	1.875778	
2	3.500379	0.350546	1.427699	32.647879	-0.098542	-32.647879	12.496023	-5.643630	14.315825	5.643630	-32.369629	1.878211	
3	3.211527	0.105865	1.418775	29.005169	0.320371	-29.005169	10.066676	-4.704522	13.542552	4.704522	-30.666686	1.879103	
4	2.815599	-0.184627	1.411215	25.025596	0.769811	-25.025596	7.212595	-3.301515	12.344951	3.301515	-28.125882	1.879617	
5	2.340871	-0.503008	1.405580	20.949880	1.232658	-20.949880	4.131944	-1.549301	10.811964	1.549301	-24.960479	1.880328	
6	1.844912	-0.817958	1.402172	17.140872	1.681316	-17.140872	1.144607	0.322759	9.142316	-0.322759	-21.594503	1.881684	
7	1.360660	-1.111682	1.401037	13.721829	2.100857	-13.721829	-1.548837	2.142550	7.452726	-2.142550	-18.265385	1.883995	
8	0.912495	-1.372251	1.402072	10.751197	2.480881	-10.751197	-3.811131	3.778409	5.834773	-3.778409	-15.148973	1.887487	
9	0.514387	-1.594164	1.405080	8.234768	2.815882	-8.234768	-5.578455	5.154255	4.346669	-5.154255	-12.347893	1.892301	
10	0.173279	-1.775548	1.409817	6.159231	3.102675	-6.159231	-6.841173	6.238741	3.022663	-6.238741	-9.914713	1.898512	
11	-0.109251	-1.916663	1.416018	4.500655	3.338977	-4.500655	-7.628895	7.033840	1.877285	-7.033840	-7.862602	1.906134	
12	-0.335514	-2.019447	1.423417	3.227706	3.523285	-3.227706	-7.997363	7.564695	0.910493	-7.564695	-6.177247	1.915149	
13	-0.510520	-2.087755	1.431758	2.302840	3.656064	-2.302840	-8.019580	7.872873	0.112422	-7.872873	-4.828260	1.925512	
14	-0.640723	-2.127073	1.440813	1.686139	3.740580	-1.686139	-7.776607	8.009726	-0.532251	-8.009726	-3.779486	1.937146	
15	-0.732935	-2.143008	1.450383	1.341843	3.782000	-1.341843	-7.346075	8.027481	-1.041412	-8.027481	-2.993752	1.949919	
16	-0.793678	-2.139556	1.460302	1.243451	3.785442	-1.243451	-6.793064	7.970521	-1.433783	-7.970521	-2.432316	1.963662	
17	-0.828868	-2.119079	1.470439	1.372857	3.755229	-1.372857	-6.168317	7.872535	-1.726994	-7.872535	-2.056416	1.978185	
18	-0.843611	-2.083894	1.480692	1.712755	3.695710	-1.712755	-5.511774	7.759517	-1.935957	-7.759517	-1.832186	1.993301	
19	-0.842194	-2.037372	1.490987	2.237084	3.611870	-2.237084	-4.856112	7.652626	-2.073050	-7.652626	-1.732383	2.008821	
20	-0.828266	-1.983804	1.501270	2.906713	3.509285	-2.906713	-4.228414	7.568896	-2.149400	-7.568896	-1.734580	2.024557	
21	-0.805035	-1.928142	1.511498	3.669914	3.394466	-3.669914	-3.651047	7.521963	-2.175969	-7.521963	-1.819959	2.040319	
22	-0.775467	-1.875945	1.521655	4.464996	3.275230	-4.464996	-3.141243	7.522604	-2.164417	-7.522604	-1.972394	2.055924	
23	-0.742259	-1.832545	1.531755	5.231171	3.159727	-5.231171	-2.708169	7.578034	-2.127026	-7.578034	-2.177505	2.071197	
24	-0.707468	-1.801504	1.541844	5.925508	3.054330	-5.925508	-2.350296	7.691047	-2.075136	-7.691047	-2.423346	2.085975	
25	-0.672177	-1.783882	1.551994	6.529478	2.962302	-6.529478	-2.057067	7.860125	-2.017451	-7.860125	-2.701757	2.100110	
26	-0.636548	-1.778750	1.562281	7.041678	2.884163	-7.041678	-1.813736	8.080495	-1.959712	-8.080495	-3.008134	2.113479	
27	-0.600268	-1.784123	1.572769	7.469127	2.818924	-7.469127	-1.605174	8.345611	-1.905763	-8.345611	-3.338991	2.125978	
28	-0.563036	-1.797656	1.583497	7.823339	2.765256	-7.823339	-1.417515	8.648649	-1.858877	-8.648649	-3.689536	2.137524	
29	-0.524694	-1.817104	1.594476	8.121460	2.722402	-8.121460	-1.238697	8.984656	-1.822133	-8.984656	-4.054670	2.148048	
30	-0.485033	-1.840509	1.605704	8.391531	2.690571	-8.391531	-1.058229	9.352893	-1.798034	-9.352893	-4.432054	2.157483	
31	-0.443716	-1.866178	1.617180	8.673045	2.670605	-8.673045	-0.866869	9.756273	-1.788383	-9.756273	-4.822109	2.165750	
32	-0.400410	-1.892592	1.628906	9.006290	2.663218	-9.006290	-0.656968	10.197148	-1.794554	-10.197148	-5.224685	2.172754	
33	-0.354827	-1.918258	1.640871	9.419634	2.668306	-9.419634	-0.422932	10.673207	-1.817477	-10.673207	-5.637134	2.178410	
34	-0.306673	-1.941708	1.653050	9.925914	2.684777	-9.925914	-0.161042	11.177113	-1.857525	-11.177113	-6.055280	2.182659	
35	-0.255907	-1.961995	1.665397	10.527425	2.711120	-10.527425	0.131599	11.700156	-1.915319	-11.700156	-6.474264	2.185482	
36	-0.203164	-1.979218	1.677851	11.223881	2.746075	-11.223881	0.458480	12.236967	-1.993007	-12.236967	-6.888233	2.186897	
37	-0.149653	-1.993939	1.690338	12.019466	2.788282	-12.019466	0.823984	12.786591	-2.093979	-12.786591	-7.290617	2.186954	
38	-0.096463	-2.005454	1.702778	12.929530	2.834594	-12.929530	1.231778	13.349307	-2.220442	-13.349307	-7.675263	2.185727	
39	-0.044004	-2.010704	1.715098	13.985973	2.878802	-13.985973	1.681652	13.925063	-2.370956	-13.925063	-8.038286	2.183333	
40	0.008039	-2.005913	1.727241	15.231138	2.913516	-15.231138	2.166789	14.517173	-2.540577	-14.517173	-8.381963	2.179923	
41	0.060488	-1.989843	1.739164	16.699554	2.934393	-16.699554	2.675166	15.136733	-2.723970	-15.136733	-8.719099	2.175650	
42	0.114483	-1.964609	1.750844	18.409080	2.941569	-18.409080	3.194676	15.801964	-2.918507	-15.801964	-9.071954	2.170621	
43	0.171281	-1.933046	1.762266	20.369309	2.936527	-20.369309	3.715393	16.533136	-3.124321	-16.533136	-9.464241	2.164854	
