kww	// User ID
28-6-2021	// Evaluation date
p23_e_50_step_005	26-6-2021	12:30:13:511	// Source file name and timestamp
357.143	// Sampling rate
0.864	// Data capture period

1.800000	// height
77.100000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	-0.461123	1.586095	2.646462	17.370655	1.336197	-17.370655	-5.023895	0.409294	-1.514027	-0.409294	12.633678	2.826550	
1	-0.024663	1.519871	2.640511	15.525667	0.972372	-15.525667	-6.685377	0.411649	0.226087	-0.411649	7.186720	2.898475	
2	0.377795	1.513119	2.630616	14.450817	0.640655	-14.450817	-8.727078	0.734235	1.824556	-0.734235	1.960856	2.959693	
3	0.749140	1.194887	2.619062	11.829364	0.228750	-11.829364	-8.754410	0.560141	3.307187	-0.560141	-4.965343	3.008602	
4	1.030525	0.773467	2.610063	9.076897	-0.149333	-9.076897	-7.890129	0.207332	4.515541	-0.207332	-11.640515	3.043907	
5	1.205949	0.278647	2.605870	6.331714	-0.471253	-6.331714	-6.182285	-0.321696	5.374321	0.321696	-17.463454	3.066481	
6	1.286463	-0.232687	2.607965	3.738669	-0.731490	-3.738669	-3.967019	-0.921770	5.875435	0.921770	-22.031813	3.077897	
7	1.288062	-0.726960	2.616988	1.170125	-0.933597	-1.170125	-1.402175	-1.580785	6.012368	1.580785	-25.155019	3.080050	
8	1.230310	-1.177693	2.632928	-1.510535	-1.083462	1.510535	1.400174	-2.310469	5.800847	2.310469	-26.809812	3.075039	
9	1.140430	-1.567659	2.655228	-4.317719	-1.193732	4.317719	4.308916	-3.087201	5.316105	3.087201	-27.250062	3.064905	
10	1.046125	-1.885464	2.683029	-7.185253	-1.276474	7.185253	7.191007	-3.892444	4.667707	3.892444	-26.836675	3.051313	
11	0.967865	-2.124882	2.715379	-10.009038	-1.337537	10.009038	9.948468	-4.751602	3.967270	4.751602	-25.878985	3.035577	
12	0.918310	-2.284927	2.751293	-12.675313	-1.378910	12.675313	12.492289	-5.693928	3.321919	5.693928	-24.631879	3.018814	
13	0.904531	-2.371059	2.789821	-15.043286	-1.403490	15.043286	14.719366	-6.691737	2.830259	6.691737	-23.332392	3.001899	
14	0.930702	-2.397333	2.830115	-16.903841	-1.420315	16.903841	16.522935	-7.650012	2.574552	7.650012	-22.193681	2.985325	
15	0.997875	-2.381754	2.871436	-18.132679	-1.441756	18.132679	17.827518	-8.471725	2.607489	8.471725	-21.341339	2.969244	
16	1.105058	-2.335883	2.913164	-18.834083	-1.474159	18.834083	18.589466	-9.122579	2.962134	9.122579	-20.809808	2.953654	
17	1.251432	-2.264652	2.954855	-19.104341	-1.514998	19.104341	18.790037	-9.604656	3.668640	9.604656	-20.606452	2.938514	
18	1.436038	-2.171979	2.996231	-18.817738	-1.555873	18.817738	18.447893	-9.901957	4.749645	9.901957	-20.732211	2.923719	
19	1.656730	-2.056931	3.037115	-17.796833	-1.581088	17.796833	17.598128	-10.007124	6.219277	10.007124	-21.161673	2.909024	
20	1.908627	-1.909165	3.077412	-15.848455	-1.562034	15.848455	16.286671	-9.960377	8.079812	9.960377	-21.836610	2.894071	
21	2.184409	-1.717752	3.117122	-12.741477	-1.468332	12.741477	14.590124	-9.826829	10.311638	9.826829	-22.678241	2.878488	
22	2.473285	-1.480984	3.156309	-8.420757	-1.283820	8.420757	12.653478	-9.701245	12.854740	9.701245	-23.569350	2.862063	
23	2.759428	-1.202165	3.195064	-2.972941	-1.001700	2.972941	10.706695	-9.709646	15.594343	9.709646	-24.366927	2.844956	
24	3.029802	-0.883911	3.233501	3.490611	-0.624349	-3.490611	8.926892	-9.930553	18.406082	9.930553	-25.000267	2.827686	
25	3.283311	-0.529864	3.271753	10.639399	-0.172039	-10.639399	7.277942	-10.334559	21.219765	10.334559	-25.517176	2.810802	
26	3.529722	-0.144132	3.309954	17.811151	0.326681	-17.811151	5.541912	-10.804433	24.024874	10.804433	-26.019921	2.794463	
27	3.779871	0.268721	3.348236	24.141329	0.848924	-24.141329	3.517263	-11.227286	26.812451	11.227286	-26.563712	2.778287	
28	4.037141	0.699346	3.386711	28.759194	1.376593	-28.759194	1.171625	-11.564132	29.514224	11.564132	-27.108884	2.761549	
29	4.298028	1.138937	3.425428	30.986794	1.900061	-30.986794	-1.396914	-11.837265	32.009263	11.837265	-27.557915	2.743431	
30	4.554385	1.589757	3.464360	30.368063	2.427070	-30.368063	-4.044952	-12.140499	34.159256	12.140499	-27.808206	2.723193	
31	4.796653	2.057767	3.503411	26.532658	2.968095	-26.532658	-6.608840	-12.607754	35.828003	12.607754	-27.779602	2.700265	
32	5.019869	2.538163	3.542431	19.192755	3.516752	-19.192755	-8.915721	-13.307217	36.895945	13.307217	-27.412793	2.674239	
33	5.220690	3.015418	3.581218	8.249285	4.054846	-8.249285	-10.766741	-14.237416	37.241891	14.237416	-26.636704	2.644826	
34	5.387864	3.469442	3.619508	-6.151892	4.561722	6.151892	-11.905760	-15.406340	36.718673	15.406340	-25.351693	2.611890	
35	5.509404	3.883289	3.656953	-23.574406	5.017922	23.574406	-12.153343	-16.836405	35.249974	16.836405	-23.509730	2.575508	
36	5.591408	4.248860	3.693147	-43.295100	5.409349	43.295100	-11.578673	-18.493058	32.943695	18.493058	-21.190744	2.536016	
37	5.652083	4.560437	3.727695	-64.314750	5.726024	64.314750	-10.361004	-20.279951	29.999190	20.279951	-18.526434	2.494016	
38	5.700644	4.808447	3.760249	-85.346238	5.959689	85.346238	-8.592665	-22.109748	26.576308	22.109748	-15.612966	2.450343	
39	5.735453	4.982205	3.790536	-104.883725	6.105871	104.883725	-6.298635	-23.923124	22.806676	23.923124	-12.522807	2.405987	
40	5.754424	5.073859	3.818389	-121.390117	6.166291	121.390117	-3.541557	-25.653748	18.848473	25.653748	-9.339420	2.362017	
41	5.765078	5.082634	3.843743	-133.549388	6.152941	133.549388	-0.510482	-27.199829	14.912071	27.199829	-6.171297	2.319497	
42	5.783164	5.015242	3.866560	-140.452483	6.089878	140.452483	2.540195	-28.446599	11.211544	28.446599	-3.121529	2.279444	
43	5.818596	4.878610	3.886747	-141.658624	6.003873	141.658624	5.404123	-29.321061	7.902993	29.321061	-0.256142	2.242775	
44	5.869700	4.675722	3.904186	-137.218219	5.915156	137.218219	7.903274	-29.813645	5.093817	29.813645	2.389212	2.210181	
45	5.926350	4.410841	3.918805	-127.754122	5.838542	127.754122	9.841259	-29.975381	2.867182	29.975381	4.797260	2.181999	
46	5.977171	4.095709	3.930624	-114.480356	5.787177	114.480356	10.995031	-29.883592	1.288627	29.883592	6.962717	2.158188	
47	6.016710	3.747447	3.939706	-98.969682	5.772182	98.969682	11.163969	-29.598678	0.394072	29.598678	8.895738	2.138440	
48	6.043619	3.381612	3.946085	-82.790839	5.798146	82.790839	10.246476	-29.171421	0.174973	29.171421	10.623168	2.122339	
49	6.058266	3.010401	3.949736	-67.299374	5.862021	67.299374	8.244599	-28.659368	0.582880	28.659368	12.184065	2.109459	
50	6.061439	2.645507	3.950577	-53.633619	5.957409	53.633619	5.260455	-28.136848	1.535830	28.136848	13.629293	2.099440	
51	6.051368	2.297258	3.948516	-42.652887	6.076035	42.652887	1.514000	-27.696745	2.924394	27.696745	15.010165	2.092112	
52	6.024662	1.971526	3.943486	-34.816297	6.207789	34.816297	-2.686715	-27.432599	4.629660	27.432599	16.365612	2.087531	
53	5.977444	1.672265	3.935518	-30.255540	6.342736	30.255540	-6.985041	-27.450775	6.536792	27.450775	17.717971	2.085922	
54	5.906426	1.404193	3.924833	-28.853701	6.471771	28.853701	-11.041029	-27.860469	8.539905	27.860469	19.068667	2.087651	
55	5.813318	1.169238	3.911819	-30.229932	6.587009	30.229932	-14.643358	-28.707301	10.555620	28.707301	20.406679	2.093144	
56	5.705332	0.963694	3.896841	-33.840229	6.683598	33.840229	-17.730706	-29.952147	12.532757	29.952147	21.728464	2.102775	
57	5.590616	0.778749	3.880158	-39.114559	6.759299	39.114559	-20.340927	-31.506377	14.449389	31.506377	23.045441	2.116803	
58	5.476001	0.601907	3.862045	-45.527943	6.811927	45.527943	-22.607184	-33.266675	16.308063	33.266675	24.374306	2.135348	
59	5.368214	0.422022	3.842859	-52.683440	6.838694	52.683440	-24.726301	-35.133896	18.120798	35.133896	25.726237	2.158410	
60	5.274045	0.236142	3.822975	-60.412628	6.831690	60.412628	-26.858384	-37.039066	19.882449	37.039066	27.106147	2.185882	
61	5.198279	0.050654	3.802707	-68.804859	6.765615	68.804859	-29.058628	-38.982542	21.554684	38.982542	28.512995	2.217585	
62	5.144446	-0.124534	3.782270	-78.080049	6.597668	78.080049	-31.308973	-41.017744	23.083190	41.017744	29.947045	2.253323	
63	5.118463	-0.285338	3.761858	-88.330889	6.297794	88.330889	-33.646028	-43.161823	24.444475	43.161823	31.438742	2.292927	
64	5.127230	-0.439731	3.741784	-99.379638	5.878335	99.379638	-36.249691	-45.348964	25.668158	45.348964	33.059792	2.336284	
65	5.172543	-0.601268	3.722439	-110.935242	5.379052	110.935242	-39.293849	-47.519023	26.796039	47.519023	34.887285	2.383376	
66	5.248926	-0.774948	3.704127	-122.813382	4.825435	122.813382	-42.717907	-49.735440	27.824591	49.735440	36.957764	2.434302	
67	5.346783	-0.955474	3.687018	-134.916008	4.211780	134.916008	-46.284070	-52.155191	28.701802	52.155191	39.250012	2.489266	
68	5.456123	-1.138435	3.671228	-147.061466	3.528038	147.061466	-49.774957	-54.900582	29.376890	54.900582	41.716923	2.548476	
69	5.566934	-1.323482	3.656849	-158.925735	2.787421	158.925735	-53.000740	-58.013732	29.820268	58.013732	44.314097	2.612071	
