kww	// User ID
30-6-2021	// Evaluation date
p15_v_75_step_005	30-6-2021	16:28:23:829	// Source file name and timestamp
238.095	// Sampling rate
1.050	// Data capture period

1.910000	// height
85.000000	// mass


Sample #	elbVar	shldrIR	LwristLinVelo	thorJFPd	thorSTPd	UaJFPp	UaSTPp	UaJFPd	UaSTPd	FaJFPp	FaSTPp	RwristLinVelo	
0	0.008924	-0.657439	2.202283	5.730253	2.232628	-5.730253	-0.474499	3.042015	0.771065	-3.042015	-2.003092	2.387815	
1	0.806187	-0.651933	2.202465	5.822172	2.813333	-5.822172	-2.515905	1.980522	3.510200	-1.980522	-10.258583	2.440900	
2	1.489410	-0.681322	2.213280	6.150738	3.503032	-6.150738	-4.779805	1.478842	5.962983	-1.478842	-17.655797	2.474987	
3	2.172080	-0.667494	2.237521	6.342499	3.622874	-6.342499	-4.975662	-0.446908	8.433430	0.446908	-25.041224	2.491236	
4	2.651567	-0.653635	2.274186	6.800719	3.476242	-6.800719	-3.910399	-2.440873	10.191484	2.440873	-30.301086	2.493102	
5	2.915589	-0.668473	2.314656	7.477622	3.148177	-7.477622	-1.807647	-4.292920	11.187618	4.292920	-33.405222	2.485439	
6	3.008081	-0.715403	2.347336	8.158330	2.759075	-8.158330	0.694106	-5.818883	11.559048	5.818883	-34.811649	2.472491	
7	3.016291	-0.752379	2.358197	8.529745	2.353318	-8.529745	3.043710	-7.109363	11.565045	7.109363	-35.244924	2.457194	
8	3.013103	-0.748359	2.339015	8.322204	1.971918	-8.322204	4.835171	-8.242757	11.425565	8.242757	-35.306657	2.440995	
9	3.027442	-0.725375	2.299200	7.415297	1.673941	-7.415297	5.878740	-9.199768	11.260547	9.199768	-35.347935	2.424066	
10	3.054343	-0.732104	2.263908	5.801836	1.507131	-5.801836	6.161694	-9.927228	11.101851	9.927228	-35.475033	2.405858	
11	3.080223	-0.791066	2.255685	3.611275	1.468649	-3.611275	5.853899	-10.434227	10.928502	10.434227	-35.621708	2.385712	
12	3.095482	-0.871738	2.280015	1.262637	1.504957	-1.262637	5.312600	-10.819505	10.701635	10.819505	-35.648188	2.363423	
13	3.093380	-0.922953	2.328613	-0.750448	1.548045	0.750448	4.893211	-11.207044	10.399771	11.207044	-35.444009	2.339460	
14	3.065198	-0.930571	2.390814	-2.266075	1.558840	2.266075	4.762498	-11.653584	10.025444	11.653584	-34.960302	2.314742	
15	3.005465	-0.918540	2.459013	-3.417998	1.536767	3.417998	4.935685	-12.152796	9.600444	12.152796	-34.219914	2.290284	
16	2.916633	-0.910663	2.528387	-4.396239	1.498155	4.396239	5.355071	-12.688567	9.159027	12.688567	-33.294902	2.266909	
17	2.811817	-0.920541	2.596195	-5.415069	1.465241	5.415069	5.888673	-13.256785	8.751516	13.256785	-32.310048	2.245072	
18	2.725638	-0.955555	2.661548	-6.766147	1.457222	6.766147	6.287993	-13.892318	8.465749	13.892318	-31.507230	2.224521	
19	2.692318	-1.015618	2.724882	-8.700210	1.473083	8.700210	6.346436	-14.659341	8.373426	14.659341	-31.067557	2.204147	
20	2.709845	-1.096808	2.786965	-11.201707	1.494481	11.201707	6.122880	-15.597285	8.459537	15.597285	-30.890036	2.182700	
21	2.758000	-1.191950	2.848086	-14.029282	1.505936	14.029282	5.792910	-16.716286	8.673181	16.716286	-30.765904	2.159548	
22	2.822189	-1.294496	2.907525	-16.973278	1.504763	16.973278	5.476566	-18.007667	8.983284	18.007667	-30.561104	2.134671	
